,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-13,746181,Single,single,True,514888,691951,Jose Altuve,Samuel Aldegheri,1,a84b7728-bc46-4a2d-aa91-6e66970fad3b,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,4.85,4.36,13.0,85.0,73.0,83.0,0.806,6.92,6.92,10.38,1.38,0.38,0.222,0.511,0.156,0.4,0.401,81.0,76.0,80.0,56.0,76.0,81.0,68.0,87.0,80.0,88.0,100.0,101.0,0.568,0.135,0.086,0.212,-3.26,-1.24,0.23,-1.37,92.2,82.1,83.9,75.2,0.313,0.531,0.194,0.222,0.222,0.214,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,746181,Flyout,field_out,True,670541,691951,Yordan Alvarez,Samuel Aldegheri,0,4f81cbbf-83a3-4a7a-8dcc-116612401fe0,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,4.85,4.36,13.0,85.0,73.0,83.0,0.806,6.92,6.92,10.38,1.38,0.38,0.222,0.511,0.156,0.4,0.401,81.0,76.0,80.0,56.0,76.0,81.0,68.0,87.0,80.0,88.0,100.0,101.0,0.568,0.135,0.086,0.212,-3.26,-1.24,0.23,-1.37,92.2,82.1,83.9,75.2,0.313,0.531,0.194,0.222,0.222,0.214,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,746181,Walk,walk,False,673237,691951,Yainer Diaz,Samuel Aldegheri,0,5e38d5dc-3e58-4b50-9475-657e4d3ba1eb,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,4.85,4.36,13.0,85.0,73.0,83.0,0.806,6.92,6.92,10.38,1.38,0.38,0.222,0.511,0.156,0.4,0.401,81.0,76.0,80.0,56.0,76.0,81.0,68.0,87.0,80.0,88.0,100.0,101.0,0.568,0.135,0.086,0.212,-3.26,-1.24,0.23,-1.37,92.2,82.1,83.9,75.2,0.313,0.531,0.194,0.222,0.222,0.214,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,746181,Walk,walk,False,663656,691951,Kyle Tucker,Samuel Aldegheri,1,ad56a401-4bd0-410f-9c0e-f799b8c7fe45,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,4.85,4.36,13.0,85.0,73.0,83.0,0.806,6.92,6.92,10.38,1.38,0.38,0.222,0.511,0.156,0.4,0.401,81.0,76.0,80.0,56.0,76.0,81.0,68.0,87.0,80.0,88.0,100.0,101.0,0.568,0.135,0.086,0.212,-3.26,-1.24,0.23,-1.37,92.2,82.1,83.9,75.2,0.313,0.531,0.194,0.222,0.222,0.214,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-13,746181,Flyout,field_out,True,608324,691951,Alex Bregman,Samuel Aldegheri,0,d78ca5b6-8a5d-40cc-810c-617e7236b282,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,4.85,4.36,13.0,85.0,73.0,83.0,0.806,6.92,6.92,10.38,1.38,0.38,0.222,0.511,0.156,0.4,0.401,81.0,76.0,80.0,56.0,76.0,81.0,68.0,87.0,80.0,88.0,100.0,101.0,0.568,0.135,0.086,0.212,-3.26,-1.24,0.23,-1.37,92.2,82.1,83.9,75.2,0.313,0.531,0.194,0.222,0.222,0.214,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-13,746181,Pop Out,field_out,True,621493,579328,Taylor Ward,Yusei Kikuchi,0,2c536c57-2491-484f-b6ff-c651a93896e1,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,112.0,100.0,106.0,0.48,0.227,0.183,0.11,-0.09,0.97,0.01,0.0,95.5,86.9,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,
6,2024-09-13,746181,Strikeout,strikeout,True,687263,579328,Zach Neto,Yusei Kikuchi,0,56c12a70-8406-459f-b0a5-577b6c378928,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,112.0,100.0,106.0,0.48,0.227,0.183,0.11,-0.09,0.97,0.01,0.0,95.5,86.9,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,
7,2024-09-13,746181,Single,single,False,694384,579328,Nolan Schanuel,Yusei Kikuchi,0,b9a6a256-dfab-4b56-948f-ba96282ae079,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,112.0,100.0,106.0,0.48,0.227,0.183,0.11,-0.09,0.97,0.01,0.0,95.5,86.9,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,
8,2024-09-13,746181,Strikeout,strikeout,True,641779,579328,Charles Leblanc,Yusei Kikuchi,1,10b6ac38-5dd2-46d6-906e-fb6517aa7145,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,112.0,100.0,106.0,0.48,0.227,0.183,0.11,-0.09,0.97,0.01,0.0,95.5,86.9,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,
9,2024-09-13,746181,Groundout,field_out,True,665161,691951,Jeremy Peña,Samuel Aldegheri,0,54bc1285-6ddf-41af-a3e7-5b83098afff0,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,4.85,4.36,13.0,85.0,73.0,83.0,0.806,6.92,6.92,10.38,1.38,0.38,0.222,0.511,0.156,0.4,0.401,81.0,76.0,80.0,56.0,76.0,81.0,68.0,87.0,80.0,88.0,100.0,101.0,0.568,0.135,0.086,0.212,-3.26,-1.24,0.23,-1.37,92.2,82.1,83.9,75.2,0.313,0.531,0.194,0.222,0.222,0.214,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,
