,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-06,746033,Strikeout,strikeout,True,663697,676974,Jonathan India,Max Meyer,0,2b64f375-0c96-42ec-8ed9-433a387d2faf,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-06,746033,Single,single,False,682829,676974,Elly De La Cruz,Max Meyer,0,20df5f41-3d6c-4aa7-9276-254583ad15da,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-06,746033,Pop Out,field_out,True,668715,676974,Spencer Steer,Max Meyer,0,399fe867-2792-4a37-92e3-6a4eee5d85bc,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-06,746033,Groundout,field_out,True,670770,676974,TJ Friedl,Max Meyer,0,586bd978-9137-4c48-ac11-951ed08f1ee9,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-06,746033,Double,double,False,669364,666157,Xavier Edwards,Nick Lodolo,0,98ddcfcc-9180-4489-b6b7-80a87f97cb6d,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.164,0.14,1.03,,-0.17,94.1,88.1,94.1,,,,,0.241,0.407,0.23,0.232,0.39,0.259,90.0,94.0,101.0,0.273,-0.74,81.7,0.217,0.302,0.425,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
5,2024-08-06,746033,Strikeout,strikeout,True,669394,666157,Jake Burger,Nick Lodolo,0,c583e5e1-ca9b-42b4-8bb5-af532676dbb3,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.164,0.14,1.03,,-0.17,94.1,88.1,94.1,,,,,0.241,0.407,0.23,0.232,0.39,0.259,90.0,94.0,101.0,0.273,-0.74,81.7,0.217,0.302,0.425,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
6,2024-08-06,746033,Fielders Choice Out,fielders_choice_out,True,681146,666157,Jonah Bride,Nick Lodolo,1,e236d89e-6a9d-4ea8-8b12-141fd9a9c605,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.164,0.14,1.03,,-0.17,94.1,88.1,94.1,,,,,0.241,0.407,0.23,0.232,0.39,0.259,90.0,94.0,101.0,0.273,-0.74,81.7,0.217,0.302,0.425,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
7,2024-08-06,746033,Strikeout,strikeout,True,672640,666157,Otto Lopez,Nick Lodolo,0,4d513a94-f2d1-49c5-a83f-dac163834518,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.164,0.14,1.03,,-0.17,94.1,88.1,94.1,,,,,0.241,0.407,0.23,0.232,0.39,0.259,90.0,94.0,101.0,0.273,-0.74,81.7,0.217,0.302,0.425,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
8,2024-08-06,746033,Home Run,home_run,False,663886,676974,Tyler Stephenson,Max Meyer,0,b7eb5a3e-1ea7-4449-abd7-c6614ab6cd66,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-06,746033,Lineout,field_out,True,600869,676974,Jeimer Candelario,Max Meyer,0,9f9e9abb-bc47-41a3-a52b-9d0de9f8409e,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
