,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,KN%,wFC/C,wFS/C,wKC/C,wKN/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff
0,2024-09-04,745614,Flyout,field_out,True,641487,676664,J.P. Crawford,JP Sears,0,8780470d-1729-4d32-8a17-cdca34533c5f,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,72.0,102.0,92.0,89.0,102.0,88.0,117.0,100.0,105.0,0.103,0.365,0.341,0.19,-0.52,0.8,-0.25,0.37,92.0,84.1,90.0,78.9,0.219,0.443,0.268,0.245,0.396,0.216,0.285,0.39,0.196,0.306,0.435,0.121,0.24,0.58,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-04,745614,Flyout,field_out,True,677594,676664,Julio Rodríguez,JP Sears,0,280fac6c-ab22-4635-a716-c07f507bfe0a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,72.0,102.0,92.0,89.0,102.0,88.0,117.0,100.0,105.0,0.103,0.365,0.341,0.19,-0.52,0.8,-0.25,0.37,92.0,84.1,90.0,78.9,0.219,0.443,0.268,0.245,0.396,0.216,0.285,0.39,0.196,0.306,0.435,0.121,0.24,0.58,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-04,745614,Strikeout,strikeout,True,663728,676664,Cal Raleigh,JP Sears,0,4fd6d014-8327-4980-9242-7089b2c9d8cb,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,72.0,102.0,92.0,89.0,102.0,88.0,117.0,100.0,105.0,0.103,0.365,0.341,0.19,-0.52,0.8,-0.25,0.37,92.0,84.1,90.0,78.9,0.219,0.443,0.268,0.245,0.396,0.216,0.285,0.39,0.196,0.306,0.435,0.121,0.24,0.58,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-04,745614,Double,double,False,671732,669923,Lawrence Butler,George Kirby,0,2f733fbb-381c-4d3a-b3bb-72a4ff6e8119,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,,,,,,,0.264,0.345,0.117,0.246,0.351,0.266,73.9,115.0,110.0,114.0,97.0,99.0,93.0,109.0,99.0,107.0,0.004,0.107,0.084,0.0,0.79,-1.64,-1.92,-3.47,92.3,85.9,83.4,0.235,0.382,0.28,0.314,0.431,0.308,,,,,,,,,
4,2024-09-04,745614,Single,single,False,667670,669923,Brent Rooker,George Kirby,1,c9de7f51-9a68-4f7b-9aa4-5a2ce30af58f,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,,,,,,,0.264,0.345,0.117,0.246,0.351,0.266,73.9,115.0,110.0,114.0,97.0,99.0,93.0,109.0,99.0,107.0,0.004,0.107,0.084,0.0,0.79,-1.64,-1.92,-3.47,92.3,85.9,83.4,0.235,0.382,0.28,0.314,0.431,0.308,,,,,,,,,
5,2024-09-04,745614,Strikeout,strikeout,True,668709,669923,JJ Bleday,George Kirby,0,ec7541dd-94b6-41b1-8ef8-5a2d196f80b5,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,,,,,,,0.264,0.345,0.117,0.246,0.351,0.266,73.9,115.0,110.0,114.0,97.0,99.0,93.0,109.0,99.0,107.0,0.004,0.107,0.084,0.0,0.79,-1.64,-1.92,-3.47,92.3,85.9,83.4,0.235,0.382,0.28,0.314,0.431,0.308,,,,,,,,,
6,2024-09-04,745614,Strikeout,strikeout,True,669127,669923,Shea Langeliers,George Kirby,0,9abd063b-5738-4c25-be3c-c36452490ee2,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,,,,,,,0.264,0.345,0.117,0.246,0.351,0.266,73.9,115.0,110.0,114.0,97.0,99.0,93.0,109.0,99.0,107.0,0.004,0.107,0.084,0.0,0.79,-1.64,-1.92,-3.47,92.3,85.9,83.4,0.235,0.382,0.28,0.314,0.431,0.308,,,,,,,,,
7,2024-09-04,745614,Caught Stealing 2B,caught_stealing_2b,True,664913,669923,Seth Brown,George Kirby,0,e355284e-8860-47dc-9a8c-2594df293d22,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,,,,,,,0.264,0.345,0.117,0.246,0.351,0.266,73.9,115.0,110.0,114.0,97.0,99.0,93.0,109.0,99.0,107.0,0.004,0.107,0.084,0.0,0.79,-1.64,-1.92,-3.47,92.3,85.9,83.4,0.235,0.382,0.28,0.314,0.431,0.308,,,,,,,,,
8,2024-09-04,745614,Hit By Pitch,hit_by_pitch,False,668227,676664,Randy Arozarena,JP Sears,0,82e42110-9aad-4121-980d-da56a28a7a74,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,72.0,102.0,92.0,89.0,102.0,88.0,117.0,100.0,105.0,0.103,0.365,0.341,0.19,-0.52,0.8,-0.25,0.37,92.0,84.1,90.0,78.9,0.219,0.443,0.268,0.245,0.396,0.216,0.285,0.39,0.196,0.306,0.435,0.121,0.24,0.58,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-04,745614,Flyout,field_out,True,457759,676664,Justin Turner,JP Sears,0,8a312752-1e29-4020-a1c2-07af78009bf6,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,72.0,102.0,92.0,89.0,102.0,88.0,117.0,100.0,105.0,0.103,0.365,0.341,0.19,-0.52,0.8,-0.25,0.37,92.0,84.1,90.0,78.9,0.219,0.443,0.268,0.245,0.396,0.216,0.285,0.39,0.196,0.306,0.435,0.121,0.24,0.58,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
