,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-29,745832,Flyout,field_out,True,663538,622663,Nico Hoerner,Luis Severino,0,9ce39493-14de-4c63-a662-7e1b6979e08c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
1,2024-04-29,745832,Strikeout,strikeout,True,643565,622663,Mike Tauchman,Luis Severino,0,dbd37c60-e6c4-40e4-a1d1-aa2d5b020c02,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
2,2024-04-29,745832,Strikeout,strikeout,True,664023,622663,Ian Happ,Luis Severino,0,f7de8d70-4593-4be7-a37b-a399380f563f,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
3,2024-04-29,745832,Home Run,home_run,False,607043,592791,Brandon Nimmo,Jameson Taillon,0,ff5551ba-bb2c-491a-9258-32c39553a98c,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,0.079,0.325,0.234,0.168,0.029,0.37,2.55,-0.39,-0.43,-3.72,92.5,86.8,85.9,93.0,80.8,0.263,0.434,0.128,0.318,0.5,0.13,0.224,0.395,0.315,0.256,0.267,0.187,0.273,0.818,0.087,106.0,113.0,113.0,0.165,-0.02,80.0,0.227,0.303,0.227,,,,,,,,,
4,2024-04-29,745832,Groundout,field_out,True,596019,592791,Francisco Lindor,Jameson Taillon,0,768a9472-7d2f-4f9c-b015-1d10ef733642,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,0.079,0.325,0.234,0.168,0.029,0.37,2.55,-0.39,-0.43,-3.72,92.5,86.8,85.9,93.0,80.8,0.263,0.434,0.128,0.318,0.5,0.13,0.224,0.395,0.315,0.256,0.267,0.187,0.273,0.818,0.087,106.0,113.0,113.0,0.165,-0.02,80.0,0.227,0.303,0.227,,,,,,,,,
5,2024-04-29,745832,Groundout,field_out,True,624413,592791,Pete Alonso,Jameson Taillon,0,b9d14e0e-7d9c-4456-9965-bf265f801110,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,0.079,0.325,0.234,0.168,0.029,0.37,2.55,-0.39,-0.43,-3.72,92.5,86.8,85.9,93.0,80.8,0.263,0.434,0.128,0.318,0.5,0.13,0.224,0.395,0.315,0.256,0.267,0.187,0.273,0.818,0.087,106.0,113.0,113.0,0.165,-0.02,80.0,0.227,0.303,0.227,,,,,,,,,
6,2024-04-29,745832,Single,single,False,502110,592791,J.D. Martinez,Jameson Taillon,0,d412a629-80b3-4527-a6ab-4bd5eebe45e7,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,0.079,0.325,0.234,0.168,0.029,0.37,2.55,-0.39,-0.43,-3.72,92.5,86.8,85.9,93.0,80.8,0.263,0.434,0.128,0.318,0.5,0.13,0.224,0.395,0.315,0.256,0.267,0.187,0.273,0.818,0.087,106.0,113.0,113.0,0.165,-0.02,80.0,0.227,0.303,0.227,,,,,,,,,
7,2024-04-29,745832,Pop Out,field_out,True,643446,592791,Jeff McNeil,Jameson Taillon,0,17acbb13-9fd4-406a-af72-19f7b92f1ae3,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,0.079,0.325,0.234,0.168,0.029,0.37,2.55,-0.39,-0.43,-3.72,92.5,86.8,85.9,93.0,80.8,0.263,0.434,0.128,0.318,0.5,0.13,0.224,0.395,0.315,0.256,0.267,0.187,0.273,0.818,0.087,106.0,113.0,113.0,0.165,-0.02,80.0,0.227,0.303,0.227,,,,,,,,,
8,2024-04-29,745832,Groundout,field_out,True,666624,622663,Christopher Morel,Luis Severino,0,a2c0f9e3-912b-4def-85d2-44aace6055a7,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
9,2024-04-29,745832,Flyout,field_out,True,683737,622663,Michael Busch,Luis Severino,0,5b6b9c78-3385-4d07-aa2d-6f571d08cc0c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
