,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-07-13,746447,Strikeout Double Play,strikeout_double_play,True,624415,672456,Cavan Biggio,Keider Montero,1,2c7fccf1-f48d-4b7c-924c-7f5ebf5b3d30,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-13,746447,Single,single,False,682985,680736,Riley Greene,Justin Wrobleski,0,55e7171b-fa1d-42e2-8fad-7bef3d7e6ce0,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
12,2024-07-13,746447,Field Error,field_error,False,592192,680736,Mark Canha,Justin Wrobleski,1,e8cceba1-869f-48a3-95cf-6d26cf148880,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
13,2024-07-13,746447,Groundout,field_out,True,608348,680736,Carson Kelly,Justin Wrobleski,1,dfb61717-b85f-4b0c-bb84-f5aed47f2017,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
14,2024-07-13,746447,Double,double,False,690993,680736,Colt Keith,Justin Wrobleski,1,2f861b51-57b0-4bd4-ba49-16f337de07a2,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
15,2024-07-13,746447,Flyout,field_out,True,595879,680736,Javier Báez,Justin Wrobleski,0,da35e8f2-b55d-4a62-ae1a-592803367bd0,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
16,2024-07-13,746447,Strikeout,strikeout,True,668723,680736,Ryan Vilade,Justin Wrobleski,0,a2a4b1ea-ed74-4935-9d3a-64fb8b3bcc06,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
17,2024-07-13,746447,Walk,walk,False,605131,672456,Austin Barnes,Keider Montero,0,8d76ceae-686e-425f-880c-e802c79a2b05,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-07-13,746447,Strikeout,strikeout,True,660271,672456,Shohei Ohtani,Keider Montero,1,b90f7f99-1235-4ec8-8b31-c2ff2562893a,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-07-13,746447,Single,single,False,606192,672456,Teoscar Hernández,Keider Montero,0,caffa3f4-4f50-4b43-931c-1e49492a16dc,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-07-13,746447,Single,single,False,518692,672456,Freddie Freeman,Keider Montero,1,0884de95-1cb7-4155-b53a-2d28dd147450,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-13,746447,Strikeout,strikeout,True,681624,672456,Andy Pages,Keider Montero,0,7c2071c8-ac97-42e4-b8d3-0aacf44c3c11,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-13,746447,Walk,walk,False,621035,672456,Chris Taylor,Keider Montero,1,1847d966-7cb0-4531-8897-225ffd210fdf,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-13,746447,Flyout,field_out,True,666158,672456,Gavin Lux,Keider Montero,0,3b963a31-cf62-4764-8061-8af400551fb2,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-07-13,746447,Walk,walk,False,628451,680736,Andy Ibáñez,Justin Wrobleski,0,2ca76d19-5f30-4814-a263-7cb923199744,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
25,2024-07-13,746447,Strikeout,strikeout,True,669234,680736,Justyn-Henry Malloy,Justin Wrobleski,0,f7409579-ab86-4f87-b59b-0b84972a9533,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
26,2024-07-13,746447,Strikeout,strikeout,True,663837,680736,Matt Vierling,Justin Wrobleski,0,3cf6ff92-5035-41df-9424-ddc62e7b7159,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
27,2024-07-13,746447,Lineout,field_out,True,682985,680736,Riley Greene,Justin Wrobleski,0,bb6c1162-9dec-4781-a790-248aeb00c7ea,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
28,2024-07-13,746447,Groundout,field_out,True,571771,672456,Enrique Hernández,Keider Montero,0,e6ed3dad-6b26-4837-85d2-a77dc406ad17,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-07-13,746447,Groundout,field_out,True,624415,672456,Cavan Biggio,Keider Montero,0,7e4d37a1-be60-4391-ac86-97a79685a0c7,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-07-13,746447,Groundout,field_out,True,605131,672456,Austin Barnes,Keider Montero,0,364ecf0b-db2a-4928-b1a1-43f451b671a7,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-07-13,746447,Pop Out,field_out,True,668670,680736,Jake Rogers,Justin Wrobleski,0,141e63c1-6f63-47bd-9dcb-54c18fd9c066,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
32,2024-07-13,746447,Flyout,field_out,True,608348,680736,Carson Kelly,Justin Wrobleski,0,89fdc4ea-c51d-4524-bd61-d10d07ebf786,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
33,2024-07-13,746447,Walk,walk,False,690993,680736,Colt Keith,Justin Wrobleski,0,8ad5f91f-f8c9-48f3-99ea-a07603155234,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,99.0,115.0,109.0,,,,0.556,0.188,,0.063,0.68,-7.93,,-0.28,95.1,82.8,84.5,,0.182,0.364,0.182,0.25,0.833,0.308,,,,,,,49.0,121.0,132.0,53.0,87.0,76.0,53.0,91.0,92.0,0.038,0.15,0.006,-6.77,-7.62,3.88,88.1,92.7,80.6,0.667,2.0,0.154,,,,,,,,,,,,
