,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-31,745543,Strikeout,strikeout,True,650402,650911,Gleyber Torres,Cristopher Sánchez,0,97d56a3e-e262-4794-897e-e099ab8e0426,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-31,745543,Flyout,field_out,True,665742,650911,Juan Soto,Cristopher Sánchez,0,25ef6262-20e3-414a-baa9-123a0cf88f91,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-31,745543,Strikeout,strikeout,True,592450,650911,Aaron Judge,Cristopher Sánchez,0,b49cdb2c-720c-4283-8b2d-5f52e3c1d6ce,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-31,745543,Strikeout,strikeout,True,656941,641482,Kyle Schwarber,Nestor Cortes,0,7ef3b6cb-73d3-418f-8961-fbdb16daa724,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.286,0.17,0.085,1.19,1.62,-0.92,-1.24,87.4,83.4,90.2,78.2,0.143,0.143,0.316,0.239,0.418,0.333,0.3,0.4,0.182,96.0,103.0,100.0,0.444,0.15,92.0,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-31,745543,Lineout,field_out,True,669720,641482,Austin Hays,Nestor Cortes,0,41fc7ede-5f4a-4a92-80bf-e8bda17a0e0d,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.286,0.17,0.085,1.19,1.62,-0.92,-1.24,87.4,83.4,90.2,78.2,0.143,0.143,0.316,0.239,0.418,0.333,0.3,0.4,0.182,96.0,103.0,100.0,0.444,0.15,92.0,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-31,745543,Strikeout,strikeout,True,547180,641482,Bryce Harper,Nestor Cortes,0,0bb1ccab-1a70-405b-aa7f-e5e2982f56de,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.286,0.17,0.085,1.19,1.62,-0.92,-1.24,87.4,83.4,90.2,78.2,0.143,0.143,0.316,0.239,0.418,0.333,0.3,0.4,0.182,96.0,103.0,100.0,0.444,0.15,92.0,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-31,745543,Single,single,False,519317,650911,Giancarlo Stanton,Cristopher Sánchez,0,632f4634-7d50-4ffc-8848-696fb85a8fdb,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-31,745543,Single,single,False,665862,650911,Jazz Chisholm Jr.,Cristopher Sánchez,1,cd7f3be2-881e-4a13-82fc-1a10d5eb6be0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-31,745543,Strikeout,strikeout,True,683011,650911,Anthony Volpe,Cristopher Sánchez,0,2a8f88b1-dc9b-46f6-8420-86c2157398f8,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-31,745543,Walk,walk,False,657077,650911,Alex Verdugo,Cristopher Sánchez,1,f31037c4-8ebd-4f0b-b903-9351d323ac01,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
