,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-04,746126,Strikeout,strikeout,True,682998,689017,Corbin Carroll,Landon Knack,0,5129e581-734e-4291-9b6c-72327b6867cf,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,83.0,86.0,89.0,111.0,100.0,102.0,117.0,105.0,104.0,0.442,0.248,0.131,0.179,-0.92,1.14,1.94,0.32,92.9,83.8,84.5,78.6,0.266,0.641,0.208,0.214,0.31,0.267,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-04,746126,Strikeout,strikeout,True,606466,689017,Ketel Marte,Landon Knack,0,ae192c0c-06b5-4ccd-9f9e-335349d9b54e,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,83.0,86.0,89.0,111.0,100.0,102.0,117.0,105.0,104.0,0.442,0.248,0.131,0.179,-0.92,1.14,1.94,0.32,92.9,83.8,84.5,78.6,0.266,0.641,0.208,0.214,0.31,0.267,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-04,746126,Home Run,home_run,False,592626,689017,Joc Pederson,Landon Knack,0,8cf981e8-59ae-4ddf-b828-90ff6ded79f7,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,83.0,86.0,89.0,111.0,100.0,102.0,117.0,105.0,104.0,0.442,0.248,0.131,0.179,-0.92,1.14,1.94,0.32,92.9,83.8,84.5,78.6,0.266,0.641,0.208,0.214,0.31,0.267,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-04,746126,Home Run,home_run,False,572233,689017,Christian Walker,Landon Knack,0,3db0b5d8-bff6-4b6a-9efb-3742b97a5082,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,83.0,86.0,89.0,111.0,100.0,102.0,117.0,105.0,104.0,0.442,0.248,0.131,0.179,-0.92,1.14,1.94,0.32,92.9,83.8,84.5,78.6,0.266,0.641,0.208,0.214,0.31,0.267,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-04,746126,Strikeout,strikeout,True,666971,689017,Lourdes Gurriel Jr.,Landon Knack,0,46bcaff3-265b-485f-95e9-82bdc20ad85d,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,83.0,86.0,89.0,111.0,100.0,102.0,117.0,105.0,104.0,0.442,0.248,0.131,0.179,-0.92,1.14,1.94,0.32,92.9,83.8,84.5,78.6,0.266,0.641,0.208,0.214,0.31,0.267,0.161,0.323,0.271,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-04,746126,Walk,walk,False,660271,668678,Shohei Ohtani,Zac Gallen,0,92d1b4e9-a3ba-40e8-b3b2-687a195e3aed,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,0.163,0.239,0.382,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.25,1.0,0.4,,,,,,,,,,,,
6,2024-07-04,746126,Single,single,False,606192,668678,Teoscar Hernández,Zac Gallen,1,34023e17-ea04-4860-b4ba-81002606b97b,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,0.163,0.239,0.382,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.25,1.0,0.4,,,,,,,,,,,,
7,2024-07-04,746126,Strikeout,strikeout,True,518692,668678,Freddie Freeman,Zac Gallen,0,0a2ff0a1-d615-4870-a57b-2d857a039c06,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,0.163,0.239,0.382,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.25,1.0,0.4,,,,,,,,,,,,
8,2024-07-04,746126,Pop Out,field_out,True,681624,668678,Andy Pages,Zac Gallen,0,4c3fe0a7-0690-402a-a1c3-bd07ab663b7f,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,0.163,0.239,0.382,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.25,1.0,0.4,,,,,,,,,,,,
9,2024-07-04,746126,Groundout,field_out,True,518792,668678,Jason Heyward,Zac Gallen,1,bd730330-81c8-482f-96a2-dc172ab347c3,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,0.163,0.239,0.382,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.25,1.0,0.4,,,,,,,,,,,,
