,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-03-29,746167,Strikeout,strikeout,True,680977,676272,Brendan Donovan,Bobby Miller,0,a2f452fa-2a2e-4a31-a509-0b3d9ff84d99,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,113.0,106.0,113.0,0.098,0.435,0.128,0.161,0.178,-0.22,-3.27,-5.86,-2.03,0.65,97.5,85.8,96.9,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,0.625,0.75,0.111,,,,,,,,,,,,,,,,,,,,,
1,2024-03-29,746167,Strikeout,strikeout,True,502671,676272,Paul Goldschmidt,Bobby Miller,0,ca6eaa4a-e3df-4797-a7e0-f00deb5229e1,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,113.0,106.0,113.0,0.098,0.435,0.128,0.161,0.178,-0.22,-3.27,-5.86,-2.03,0.65,97.5,85.8,96.9,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,0.625,0.75,0.111,,,,,,,,,,,,,,,,,,,,,
2,2024-03-29,746167,Strikeout,strikeout,True,669357,676272,Nolan Gorman,Bobby Miller,0,1c873741-f8b8-4fa9-a7dd-d58158b2ef58,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,113.0,106.0,113.0,0.098,0.435,0.128,0.161,0.178,-0.22,-3.27,-5.86,-2.03,0.65,97.5,85.8,96.9,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,0.625,0.75,0.111,,,,,,,,,,,,,,,,,,,,,
3,2024-03-29,746167,Home Run,home_run,False,605141,668868,Mookie Betts,Zack Thompson,0,57db4905-5405-4220-9977-154ee6dbaebc,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,0.36,0.278,0.142,,-2.98,,-3.08,-6.64,,90.7,,,82.9,73.5,0.346,0.654,0.212,,,,0.333,0.81,0.191,0.455,0.818,0.188,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,,,,,,,,,,
4,2024-03-29,746167,Lineout,field_out,True,660271,668868,Shohei Ohtani,Zack Thompson,0,32ec653f-8b2f-47cf-a247-141846769ed3,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,0.36,0.278,0.142,,-2.98,,-3.08,-6.64,,90.7,,,82.9,73.5,0.346,0.654,0.212,,,,0.333,0.81,0.191,0.455,0.818,0.188,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,,,,,,,,,,
5,2024-03-29,746167,Lineout,field_out,True,518692,668868,Freddie Freeman,Zack Thompson,0,f074daae-6f47-49dd-b186-03f92de28f9c,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,0.36,0.278,0.142,,-2.98,,-3.08,-6.64,,90.7,,,82.9,73.5,0.346,0.654,0.212,,,,0.333,0.81,0.191,0.455,0.818,0.188,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,,,,,,,,,,
6,2024-03-29,746167,Groundout,field_out,True,669257,668868,Will Smith,Zack Thompson,0,3208056a-2879-47d2-bfdd-287c76852806,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,0.36,0.278,0.142,,-2.98,,-3.08,-6.64,,90.7,,,82.9,73.5,0.346,0.654,0.212,,,,0.333,0.81,0.191,0.455,0.818,0.188,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,,,,,,,,,,
7,2024-03-29,746167,Groundout,field_out,True,571448,676272,Nolan Arenado,Bobby Miller,0,6060bb37-775d-4b96-afa0-00a5c57dcd84,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,113.0,106.0,113.0,0.098,0.435,0.128,0.161,0.178,-0.22,-3.27,-5.86,-2.03,0.65,97.5,85.8,96.9,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,0.625,0.75,0.111,,,,,,,,,,,,,,,,,,,,,
8,2024-03-29,746167,Strikeout,strikeout,True,575929,676272,Willson Contreras,Bobby Miller,0,9cc4443f-56ea-4f9f-b535-fb27c88c1a34,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,113.0,106.0,113.0,0.098,0.435,0.128,0.161,0.178,-0.22,-3.27,-5.86,-2.03,0.65,97.5,85.8,96.9,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,0.625,0.75,0.111,,,,,,,,,,,,,,,,,,,,,
9,2024-03-29,746167,Groundout,field_out,True,676475,676272,Alec Burleson,Bobby Miller,0,f9adf17c-ee2d-4aa3-ac2e-478eb8b417ce,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,113.0,106.0,113.0,0.098,0.435,0.128,0.161,0.178,-0.22,-3.27,-5.86,-2.03,0.65,97.5,85.8,96.9,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,0.625,0.75,0.111,,,,,,,,,,,,,,,,,,,,,
