,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-04-06,745359,Single,single,False,593428,676775,Xander Bogaerts,Keaton Winn,0,edcd7d58-ea33-4c31-9294-509e23b64c21,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-06,745359,Flyout,field_out,True,665487,676775,Fernando Tatis Jr.,Keaton Winn,0,e390197e-eea7-44a8-9218-732ba95b45e6,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-06,745359,Strikeout,strikeout,True,630105,676775,Jake Cronenworth,Keaton Winn,0,3e4d6c15-1776-41e3-a32f-b87d1d851ab4,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-06,745359,Single,single,False,592518,676775,Manny Machado,Keaton Winn,1,3a8b3557-ffbb-43c5-9fad-d6a2ed0d23ae,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-06,745359,Walk,walk,False,673490,676775,Ha-Seong Kim,Keaton Winn,1,b15cab8d-2b99-4459-9d0d-918c110ec9f3,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-06,745359,Home Run,home_run,False,595777,676775,Jurickson Profar,Keaton Winn,1,26c8e742-a230-4590-b0a0-7f13d52b4b61,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-06,745359,Groundout,field_out,True,669134,676775,Luis Campusano,Keaton Winn,0,93b7edee-a6bf-42ef-8504-542897eb3de2,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-06,745359,Groundout,field_out,True,808982,650633,Jung Hoo Lee,Michael King,0,a34f06e3-ef04-408c-a2ef-12317f50c8f3,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,-1.2,,1.03,-0.06,93.5,,92.8,82.8,,,,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,89.0,103.0,98.0,0.245,1.28,86.6,0.198,0.267,0.355,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-06,745359,Single,single,False,664774,650633,LaMonte Wade Jr.,Michael King,0,20856053-56de-40ab-b030-8a6fa92cf801,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,-1.2,,1.03,-0.06,93.5,,92.8,82.8,,,,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,89.0,103.0,98.0,0.245,1.28,86.6,0.198,0.267,0.355,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-06,745359,Pop Out,field_out,True,624585,650633,Jorge Soler,Michael King,0,943b9757-5f14-4900-8c43-c0521704dc42,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,-1.2,,1.03,-0.06,93.5,,92.8,82.8,,,,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,89.0,103.0,98.0,0.245,1.28,86.6,0.198,0.267,0.355,,,,,,,,,,,,,,,,,,,,,,,,
