,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-08,746030,Lineout,field_out,True,663697,667725,Jonathan India,Kyle Tyler,0,9216eba6-c333-4f8a-9a29-b389bfb3c3c9,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.328,0.448,0.17,0.323,0.419,0.431,0.238,0.429,0.159,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-08,746030,Single,single,False,682829,667725,Elly De La Cruz,Kyle Tyler,0,b4e74069-1963-4dcb-9579-4f83c2f5bdf5,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.328,0.448,0.17,0.323,0.419,0.431,0.238,0.429,0.159,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-08,746030,Groundout,field_out,True,663886,667725,Tyler Stephenson,Kyle Tyler,1,8f7ac42f-18b3-4b12-a896-5564d376ede8,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.328,0.448,0.17,0.323,0.419,0.431,0.238,0.429,0.159,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-08,746030,Home Run,home_run,False,670770,667725,TJ Friedl,Kyle Tyler,0,08070a9e-642e-4b3e-b03c-216b5d81f2ae,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.328,0.448,0.17,0.323,0.419,0.431,0.238,0.429,0.159,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-08,746030,Lineout,field_out,True,668715,667725,Spencer Steer,Kyle Tyler,0,e63e240c-54d8-4dcf-bc04-38e8e9326cdf,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.328,0.448,0.17,0.323,0.419,0.431,0.238,0.429,0.159,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-08,746030,Single,single,False,669364,668881,Xavier Edwards,Hunter Greene,0,46d079fd-271e-49b2-8d67-c0a18e7b3281,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,,,,117.0,97.0,100.0,124.0,102.0,105.0,125.0,96.0,103.0,,,,0.553,,0.346,0.017,,1.63,,0.49,-1.98,,97.6,,,86.8,80.6,,,,0.25,1.0,0.125,0.186,0.268,0.246,0.168,0.312,0.386,122.0,90.0,104.0,0.084,-0.93,87.0,0.257,0.429,0.287,,,,,,,,,,,,,,,
6,2024-08-08,746030,Flyout,field_out,True,669394,668881,Jake Burger,Hunter Greene,0,93dd2b5e-2968-48dc-b7e1-b18ee9c2a84b,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,,,,117.0,97.0,100.0,124.0,102.0,105.0,125.0,96.0,103.0,,,,0.553,,0.346,0.017,,1.63,,0.49,-1.98,,97.6,,,86.8,80.6,,,,0.25,1.0,0.125,0.186,0.268,0.246,0.168,0.312,0.386,122.0,90.0,104.0,0.084,-0.93,87.0,0.257,0.429,0.287,,,,,,,,,,,,,,,
7,2024-08-08,746030,Strikeout,strikeout,True,660821,668881,Jesús Sánchez,Hunter Greene,0,bb799f34-f61a-4032-a188-366345733e1a,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,,,,117.0,97.0,100.0,124.0,102.0,105.0,125.0,96.0,103.0,,,,0.553,,0.346,0.017,,1.63,,0.49,-1.98,,97.6,,,86.8,80.6,,,,0.25,1.0,0.125,0.186,0.268,0.246,0.168,0.312,0.386,122.0,90.0,104.0,0.084,-0.93,87.0,0.257,0.429,0.287,,,,,,,,,,,,,,,
8,2024-08-08,746030,Groundout,field_out,True,681146,668881,Jonah Bride,Hunter Greene,1,bf2245fe-0967-4b56-aca6-54f5ed2425fa,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,,,,117.0,97.0,100.0,124.0,102.0,105.0,125.0,96.0,103.0,,,,0.553,,0.346,0.017,,1.63,,0.49,-1.98,,97.6,,,86.8,80.6,,,,0.25,1.0,0.125,0.186,0.268,0.246,0.168,0.312,0.386,122.0,90.0,104.0,0.084,-0.93,87.0,0.257,0.429,0.287,,,,,,,,,,,,,,,
9,2024-08-08,746030,Strikeout,strikeout,True,600869,667725,Jeimer Candelario,Kyle Tyler,0,dd124e91-df3e-4461-8566-9521d8dbd299,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.328,0.448,0.17,0.323,0.419,0.431,0.238,0.429,0.159,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,,,,
