,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH
11,2024-05-29,746706,Groundout,field_out,True,605361,669467,Nick Martini,Andre Pallante,0,5c469aec-7c32-4cc6-acb9-27b1eaedcab2,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
12,2024-05-29,746706,Strikeout,strikeout,True,663697,669467,Jonathan India,Andre Pallante,0,877d3917-82fd-410d-93a2-06a68a3b38ff,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
13,2024-05-29,746706,Home Run,home_run,False,572761,593423,Matt Carpenter,Frankie Montas,0,c23634d3-0712-454e-bf97-3750c5418960,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-29,746706,Single,single,False,691026,593423,Masyn Winn,Frankie Montas,0,151e3fd6-8e78-41d6-961b-2cd3b980c9f2,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-05-29,746706,Strikeout,strikeout,True,672279,593423,Michael Siani,Frankie Montas,0,56746970-6a11-4426-8ae7-f613b49b82d6,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-29,746706,Hit By Pitch,hit_by_pitch,False,680977,593423,Brendan Donovan,Frankie Montas,1,9fc3bff4-4837-483c-be9e-6913a6c6cdbf,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-29,746706,Single,single,False,663457,593423,Lars Nootbaar,Frankie Montas,1,d053f4db-5031-452f-b225-2694af76749c,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-05-29,746706,Pickoff 1B,pickoff_1b,True,502671,593423,Paul Goldschmidt,Frankie Montas,0,N/A,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-05-29,746706,Groundout,field_out,True,666181,669467,Will Benson,Andre Pallante,0,52e3477d-2f6a-49ef-b382-ba86f33cb129,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
20,2024-05-29,746706,Lineout,field_out,True,571912,669467,Luke Maile,Andre Pallante,0,b15855ae-6315-4bce-9ad9-135d1f4dd772,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
21,2024-05-29,746706,Groundout,field_out,True,670770,669467,TJ Friedl,Andre Pallante,0,0c5751a3-fc53-4928-b8e5-f926cafc577f,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
22,2024-05-29,746706,Walk,walk,False,502671,593423,Paul Goldschmidt,Frankie Montas,0,71a977c2-3b9a-4058-a1e6-6a4e6dc3a765,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-29,746706,Lineout,field_out,True,676475,593423,Alec Burleson,Frankie Montas,0,edddde9a-106b-4a92-b678-59b6dfcec26c,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-29,746706,Double,double,False,669357,593423,Nolan Gorman,Frankie Montas,1,bbc5c1af-42d8-4053-b3d6-c3af44f8acf9,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-29,746706,Flyout,field_out,True,671056,593423,Iván Herrera,Frankie Montas,1,4c65ddd6-c462-41e9-805b-8cd8f72835a6,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-05-29,746706,Walk,walk,False,572761,593423,Matt Carpenter,Frankie Montas,0,2aafa709-62f1-45a3-9370-cf2227834c89,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-29,746706,Single,single,False,691026,593423,Masyn Winn,Frankie Montas,1,1413e5eb-de0f-42ee-9d43-ba1b17728ebe,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-05-29,746706,Strikeout,strikeout,True,672279,593423,Michael Siani,Frankie Montas,0,65630e36-1bcc-446e-a0cf-ab4bbd56d25e,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-29,746706,Strikeout,strikeout,True,682829,669467,Elly De La Cruz,Andre Pallante,0,b6d08811-c774-4a0b-9b47-aaa31e164f85,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
30,2024-05-29,746706,Flyout,field_out,True,600869,669467,Jeimer Candelario,Andre Pallante,0,0df6254e-3063-4465-bb4c-9ddb04aaaff2,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
31,2024-05-29,746706,Single,single,False,641584,669467,Jake Fraley,Andre Pallante,0,0f009f30-52f9-4677-b007-ffa91c15fe8c,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
32,2024-05-29,746706,Flyout,field_out,True,668715,669467,Spencer Steer,Andre Pallante,1,8cb3c813-d23a-462c-b958-19131470b323,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,,,,,,,0.215,0.502,,,0.149,0.91,,,0.26,-2.57,94.8,,,95.1,88.1,0.272,0.37,0.16,0.225,0.325,0.151,,,,,,,0.44,0.64,0.302,93.0,101.0,108.0,0.134,1.18,79.8,0.103,0.207,0.354,,,,,,,,,,,,,,,
33,2024-05-29,746706,Double,double,False,680977,593423,Brendan Donovan,Frankie Montas,0,c984c6f3-af73-4788-9e4f-84db7b08555d,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
