,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
12,2024-09-13,745207,Lineout,field_out,True,608348,676106,Carson Kelly,Emerson Hancock,0,df56dbc7-6edf-460f-aada-6e61f1d0cdf6,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-13,745207,Pop Out,field_out,True,543760,676106,Marcus Semien,Emerson Hancock,0,a41d7966-1d46-461e-a572-f8b902c652c9,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-13,745207,Single,single,False,669701,676106,Josh Smith,Emerson Hancock,1,945e54c6-7ce6-4ba3-82bf-654a651787ed,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-13,745207,Walk,walk,False,694671,676106,Wyatt Langford,Emerson Hancock,0,36deb4bf-4b14-4601-b394-ffe907b3865b,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-13,745207,Lineout,field_out,True,666969,676106,Adolis García,Emerson Hancock,0,cfbb3b32-eef8-4f47-9fca-3a248ae05f43,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-13,745207,Hit By Pitch,hit_by_pitch,False,670042,594798,Luke Raley,Jacob deGrom,0,a523008d-cbc2-452b-bde7-55bb275ce705,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
18,2024-09-13,745207,Pop Out,field_out,True,457759,594798,Justin Turner,Jacob deGrom,0,a964733a-a81c-43dd-bd16-52299f3d4cad,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
19,2024-09-13,745207,Pop Out,field_out,True,593871,594798,Jorge Polanco,Jacob deGrom,0,5cd545a8-3f0b-4134-bd31-e70c7b1607e7,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
20,2024-09-13,745207,Lineout,field_out,True,641487,594798,J.P. Crawford,Jacob deGrom,1,d3839f05-ae24-4f29-9770-d76a6763be61,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
21,2024-09-13,745207,Single,single,False,663993,676106,Nathaniel Lowe,Emerson Hancock,0,e71a0d0f-3fc8-42b5-8b22-29592d636e20,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-13,745207,Pop Out,field_out,True,673962,676106,Josh Jung,Emerson Hancock,0,1db64c9a-1f31-4289-a604-796d80a56268,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-13,745207,Lineout,field_out,True,641680,676106,Jonah Heim,Emerson Hancock,0,7513fd5f-47c1-4937-8a41-e01cd3be0662,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-13,745207,Flyout,field_out,True,677649,676106,Ezequiel Duran,Emerson Hancock,0,42710dee-d4b3-4e7b-aea8-df1776459d05,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-13,745207,Strikeout,strikeout,True,668942,594798,Josh Rojas,Jacob deGrom,0,632e3ba8-ab48-40db-ac47-907b03465a88,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
26,2024-09-13,745207,Groundout,field_out,True,645302,594798,Victor Robles,Jacob deGrom,0,279c8770-a2de-4cb0-9734-adb6ab71d424,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
27,2024-09-13,745207,Single,single,False,677594,594798,Julio Rodríguez,Jacob deGrom,0,1e3c501a-d4fa-4a7d-9281-d4b1c53cb514,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
28,2024-09-13,745207,Strikeout,strikeout,True,663728,594798,Cal Raleigh,Jacob deGrom,0,d17746d1-d38a-45c6-a0ff-191831c50fc0,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
29,2024-09-13,745207,Flyout,field_out,True,608348,676106,Carson Kelly,Emerson Hancock,0,7042d440-8f9e-4e58-a001-dc79004e256e,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-13,745207,Strikeout,strikeout,True,543760,676106,Marcus Semien,Emerson Hancock,0,16b48301-1057-4e27-b709-54931cb46037,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-13,745207,Strikeout,strikeout,True,669701,676106,Josh Smith,Emerson Hancock,0,90505502-1f80-4cd6-9c96-c4021ac51556,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.83,5.99,50.1,102.0,86.0,98.0,0.808,5.9,2.68,9.3,1.61,0.81,0.274,0.399,0.232,0.321,0.441,87.0,108.0,108.0,76.0,103.0,94.0,92.0,99.0,93.0,97.0,94.0,94.0,0.328,0.298,0.162,0.213,2.02,-1.98,-2.74,-0.57,93.3,86.6,93.1,84.3,0.339,0.61,0.154,0.233,0.317,0.228,0.2,0.364,0.263,0.28,0.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-13,745207,Pop Out,field_out,True,668227,594798,Randy Arozarena,Jacob deGrom,0,8f9e0619-f64b-47ec-b4be-fa94d9c777a3,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
33,2024-09-13,745207,Double,double,False,670042,594798,Luke Raley,Jacob deGrom,0,524b9c8d-fd75-4a3e-8946-b77fecb3bdc6,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
34,2024-09-13,745207,Single,single,False,457759,594798,Justin Turner,Jacob deGrom,1,11f36f63-57b5-44ff-bd16-f587d571aeaa,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
35,2024-09-13,745207,Flyout,field_out,True,593871,594798,Jorge Polanco,Jacob deGrom,0,c19d00a6-91a6-40b5-9cc4-33447c938708,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,0.0,2.27,3.2,101.0,152.0,120.0,0.71,9.82,0.0,9.82,0.0,0.6,0.182,0.364,0.455,0.364,0.459,132.0,91.0,98.0,140.0,106.0,127.0,,,,166.0,97.0,116.0,,0.426,0.508,0.049,2.29,,-1.44,4.56,97.2,90.5,,89.7,,,,0.167,0.333,0.154,,,,0.375,0.375,0.412,127.0,118.0,118.0,0.016,3.94,80.2,,,,,,,,,,,,,,,,,,,,,
36,2024-09-13,745207,Groundout,field_out,True,641487,679156,J.P. Crawford,Walter Pennington,0,bcf142f9-6bfa-4984-932b-8dc1560611ea,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,1.84,4.57,14.2,91.0,80.0,85.0,0.761,7.36,6.14,8.59,0.61,1.43,0.2,0.511,0.089,0.2,0.373,,,,61.0,94.0,72.0,62.0,88.0,76.0,91.0,95.0,92.0,0.323,0.034,0.411,,1.49,0.78,-1.0,,90.8,,91.6,83.8,0.2,0.267,0.121,,,,,,,0.25,0.357,0.442,,,,,,,91.0,88.0,86.0,0.232,0.22,89.7,0.308,0.385,0.143,,,,,,,,,,,,
