,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-13,747215,Strikeout,strikeout,True,680977,669194,Brendan Donovan,Ryne Nelson,0,5c8c3732-725d-48d0-bdb1-a8fce6bfa986,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
1,2024-04-13,747215,Single,single,False,502671,669194,Paul Goldschmidt,Ryne Nelson,0,3311cfc9-1544-42c5-a62a-4b8b61b981b4,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
2,2024-04-13,747215,Flyout,field_out,True,669357,669194,Nolan Gorman,Ryne Nelson,0,8e714945-7312-42a0-bc66-e48b295f7ba7,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
3,2024-04-13,747215,Lineout,field_out,True,571448,669194,Nolan Arenado,Ryne Nelson,1,3dedd46c-40f0-4197-8edf-595972ba82fa,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
4,2024-04-13,747215,Double,double,False,606466,502043,Ketel Marte,Kyle Gibson,0,083236b7-5506-4d22-ae76-fc837d66f95d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,94.0,94.0,89.0,0.127,0.205,0.221,0.082,0.086,-2.35,0.34,0.35,-1.85,1.85,91.5,88.9,84.8,80.6,78.5,0.293,0.683,0.076,0.322,0.441,0.211,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,
5,2024-04-13,747215,Flyout,field_out,True,682998,502043,Corbin Carroll,Kyle Gibson,0,de4d767a-c9b6-4144-a625-4acd8a4b1a49,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,94.0,94.0,89.0,0.127,0.205,0.221,0.082,0.086,-2.35,0.34,0.35,-1.85,1.85,91.5,88.9,84.8,80.6,78.5,0.293,0.683,0.076,0.322,0.441,0.211,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,
6,2024-04-13,747215,Single,single,False,666971,502043,Lourdes Gurriel Jr.,Kyle Gibson,1,476ae4df-6a0f-473f-98e4-6e0d8dc4700b,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,94.0,94.0,89.0,0.127,0.205,0.221,0.082,0.086,-2.35,0.34,0.35,-1.85,1.85,91.5,88.9,84.8,80.6,78.5,0.293,0.683,0.076,0.322,0.441,0.211,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,
7,2024-04-13,747215,Walk,walk,False,572233,502043,Christian Walker,Kyle Gibson,1,0318cd70-eaa9-4e70-b50b-ec40b9191e9c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,94.0,94.0,89.0,0.127,0.205,0.221,0.082,0.086,-2.35,0.34,0.35,-1.85,1.85,91.5,88.9,84.8,80.6,78.5,0.293,0.683,0.076,0.322,0.441,0.211,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,
8,2024-04-13,747215,Sac Fly,sac_fly,True,592626,502043,Joc Pederson,Kyle Gibson,1,205201a0-48b7-449a-995c-5c504505b872,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,94.0,94.0,89.0,0.127,0.205,0.221,0.082,0.086,-2.35,0.34,0.35,-1.85,1.85,91.5,88.9,84.8,80.6,78.5,0.293,0.683,0.076,0.322,0.441,0.211,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,
9,2024-04-13,747215,Strikeout,strikeout,True,553993,502043,Eugenio Suárez,Kyle Gibson,0,06502aa8-4919-4a67-9f58-9c102d8cbf11,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,94.0,94.0,89.0,0.127,0.205,0.221,0.082,0.086,-2.35,0.34,0.35,-1.85,1.85,91.5,88.9,84.8,80.6,78.5,0.293,0.683,0.076,0.322,0.441,0.211,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,
