,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-21,745633,Single,single,False,543685,683155,Anthony Rendon,Joey Estes,0,5ec9c381-a1e0-4eaa-a8f1-7d3b172e37f3,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.21,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,85.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,114.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.91,-1.33,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
1,2024-07-21,745633,Pop Out,field_out,True,666160,683155,Mickey Moniak,Joey Estes,0,a1907101-0c37-449f-b7df-0d6b1c385f56,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.21,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,85.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,114.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.91,-1.33,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
2,2024-07-21,745633,Walk,walk,False,621493,683155,Taylor Ward,Joey Estes,1,a9e28499-d5d3-411b-acbe-c7130a7c8e90,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.21,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,85.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,114.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.91,-1.33,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
3,2024-07-21,745633,Grounded Into DP,grounded_into_double_play,True,641432,683155,Willie Calhoun,Joey Estes,1,813857d2-51a4-4fce-983d-b372fef046b7,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.21,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,85.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,114.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.91,-1.33,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
4,2024-07-21,745633,Walk,walk,False,671732,608334,Lawrence Butler,Carson Fulmer,0,73b68d7e-3a45-4969-a28e-d8861b3a3ea9,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.15,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,98.0,,,,0.277,0.15,,0.231,0.302,0.88,,0.42,1.87,0.26,93.8,,88.0,92.9,87.5,0.194,0.29,0.231,0.133,0.333,0.286,0.164,0.269,0.378,0.278,0.389,0.108,108.0,104.0,99.0,0.039,-9.4,82.7,0.429,1.286,0.455,,,,,,,,,
5,2024-07-21,745633,Single,single,False,609280,608334,Miguel Andujar,Carson Fulmer,1,abd63304-f635-451c-93a3-ee63339e9fb0,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.15,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,98.0,,,,0.277,0.15,,0.231,0.302,0.88,,0.42,1.87,0.26,93.8,,88.0,92.9,87.5,0.194,0.29,0.231,0.133,0.333,0.286,0.164,0.269,0.378,0.278,0.389,0.108,108.0,104.0,99.0,0.039,-9.4,82.7,0.429,1.286,0.455,,,,,,,,,
6,2024-07-21,745633,Groundout,field_out,True,668709,608334,JJ Bleday,Carson Fulmer,1,d2a100c4-788c-4196-93c0-6641e4a02517,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.15,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,98.0,,,,0.277,0.15,,0.231,0.302,0.88,,0.42,1.87,0.26,93.8,,88.0,92.9,87.5,0.194,0.29,0.231,0.133,0.333,0.286,0.164,0.269,0.378,0.278,0.389,0.108,108.0,104.0,99.0,0.039,-9.4,82.7,0.429,1.286,0.455,,,,,,,,,
7,2024-07-21,745633,Strikeout,strikeout,True,667670,608334,Brent Rooker,Carson Fulmer,0,b16021e3-bbc7-462c-a94c-8e0d77aad555,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.15,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,98.0,,,,0.277,0.15,,0.231,0.302,0.88,,0.42,1.87,0.26,93.8,,88.0,92.9,87.5,0.194,0.29,0.231,0.133,0.333,0.286,0.164,0.269,0.378,0.278,0.389,0.108,108.0,104.0,99.0,0.039,-9.4,82.7,0.429,1.286,0.455,,,,,,,,,
8,2024-07-21,745633,Strikeout,strikeout,True,669127,608334,Shea Langeliers,Carson Fulmer,0,1bd4c346-a5c8-439b-bab9-05353e7aecc3,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.15,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,98.0,,,,0.277,0.15,,0.231,0.302,0.88,,0.42,1.87,0.26,93.8,,88.0,92.9,87.5,0.194,0.29,0.231,0.133,0.333,0.286,0.164,0.269,0.378,0.278,0.389,0.108,108.0,104.0,99.0,0.039,-9.4,82.7,0.429,1.286,0.455,,,,,,,,,
9,2024-07-21,745633,Strikeout,strikeout,True,681351,683155,Logan O'Hoppe,Joey Estes,0,1d301204-85e5-4852-bf2d-0e456fa6b76a,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.21,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,85.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,114.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.91,-1.33,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
