,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-29,747039,Flyout,field_out,True,543807,700249,George Springer,Cade Povich,0,3566da69-ccbe-4f61-88ed-6eef737b64a5,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.77,4.02,43.2,97.0,86.0,95.0,0.799,6.39,4.74,9.48,1.44,0.75,0.222,0.472,0.181,0.236,0.446,63.0,98.0,92.0,93.0,101.0,104.0,79.0,96.0,91.0,77.0,91.0,85.0,110.0,100.0,103.0,97.0,94.0,94.0,0.061,0.409,0.132,0.107,0.187,0.104,1.39,-3.11,1.27,-3.82,-4.31,-0.32,92.2,88.3,86.1,91.4,82.9,76.0,0.167,0.217,0.143,0.441,0.706,0.3,0.31,0.621,0.217,0.333,0.81,0.288,0.2,0.35,0.225,0.111,0.111,0.111,,,,,,,,,,,,,,,,,,
1,2024-07-29,747039,Groundout,field_out,True,687462,700249,Spencer Horwitz,Cade Povich,0,c2def8d4-a8c8-4c16-88c0-3c958bc1257b,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.77,4.02,43.2,97.0,86.0,95.0,0.799,6.39,4.74,9.48,1.44,0.75,0.222,0.472,0.181,0.236,0.446,63.0,98.0,92.0,93.0,101.0,104.0,79.0,96.0,91.0,77.0,91.0,85.0,110.0,100.0,103.0,97.0,94.0,94.0,0.061,0.409,0.132,0.107,0.187,0.104,1.39,-3.11,1.27,-3.82,-4.31,-0.32,92.2,88.3,86.1,91.4,82.9,76.0,0.167,0.217,0.143,0.441,0.706,0.3,0.31,0.621,0.217,0.333,0.81,0.288,0.2,0.35,0.225,0.111,0.111,0.111,,,,,,,,,,,,,,,,,,
2,2024-07-29,747039,Double,double,False,665489,700249,Vladimir Guerrero Jr.,Cade Povich,0,aecb9cd4-7d6f-45f4-b666-b426c723c684,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.77,4.02,43.2,97.0,86.0,95.0,0.799,6.39,4.74,9.48,1.44,0.75,0.222,0.472,0.181,0.236,0.446,63.0,98.0,92.0,93.0,101.0,104.0,79.0,96.0,91.0,77.0,91.0,85.0,110.0,100.0,103.0,97.0,94.0,94.0,0.061,0.409,0.132,0.107,0.187,0.104,1.39,-3.11,1.27,-3.82,-4.31,-0.32,92.2,88.3,86.1,91.4,82.9,76.0,0.167,0.217,0.143,0.441,0.706,0.3,0.31,0.621,0.217,0.333,0.81,0.288,0.2,0.35,0.225,0.111,0.111,0.111,,,,,,,,,,,,,,,,,,
3,2024-07-29,747039,Walk,walk,False,676914,700249,Davis Schneider,Cade Povich,0,22aad1bd-93fc-4428-a38c-726ccef386ae,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.77,4.02,43.2,97.0,86.0,95.0,0.799,6.39,4.74,9.48,1.44,0.75,0.222,0.472,0.181,0.236,0.446,63.0,98.0,92.0,93.0,101.0,104.0,79.0,96.0,91.0,77.0,91.0,85.0,110.0,100.0,103.0,97.0,94.0,94.0,0.061,0.409,0.132,0.107,0.187,0.104,1.39,-3.11,1.27,-3.82,-4.31,-0.32,92.2,88.3,86.1,91.4,82.9,76.0,0.167,0.217,0.143,0.441,0.706,0.3,0.31,0.621,0.217,0.333,0.81,0.288,0.2,0.35,0.225,0.111,0.111,0.111,,,,,,,,,,,,,,,,,,
4,2024-07-29,747039,Double,double,False,676391,700249,Ernie Clement,Cade Povich,1,1491dc24-176c-4c82-a2fa-7db7ed5e14e6,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.77,4.02,43.2,97.0,86.0,95.0,0.799,6.39,4.74,9.48,1.44,0.75,0.222,0.472,0.181,0.236,0.446,63.0,98.0,92.0,93.0,101.0,104.0,79.0,96.0,91.0,77.0,91.0,85.0,110.0,100.0,103.0,97.0,94.0,94.0,0.061,0.409,0.132,0.107,0.187,0.104,1.39,-3.11,1.27,-3.82,-4.31,-0.32,92.2,88.3,86.1,91.4,82.9,76.0,0.167,0.217,0.143,0.441,0.706,0.3,0.31,0.621,0.217,0.333,0.81,0.288,0.2,0.35,0.225,0.111,0.111,0.111,,,,,,,,,,,,,,,,,,
5,2024-07-29,747039,Flyout,field_out,True,677870,700249,Leo Jiménez,Cade Povich,0,e7666e43-0e53-4b1f-bf2b-9dc23d9cf350,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.77,4.02,43.2,97.0,86.0,95.0,0.799,6.39,4.74,9.48,1.44,0.75,0.222,0.472,0.181,0.236,0.446,63.0,98.0,92.0,93.0,101.0,104.0,79.0,96.0,91.0,77.0,91.0,85.0,110.0,100.0,103.0,97.0,94.0,94.0,0.061,0.409,0.132,0.107,0.187,0.104,1.39,-3.11,1.27,-3.82,-4.31,-0.32,92.2,88.3,86.1,91.4,82.9,76.0,0.167,0.217,0.143,0.441,0.706,0.3,0.31,0.621,0.217,0.333,0.81,0.288,0.2,0.35,0.225,0.111,0.111,0.111,,,,,,,,,,,,,,,,,,
6,2024-07-29,747039,Home Run,home_run,False,681297,670102,Colton Cowser,Bowden Francis,0,24954f12-417d-476e-8cfd-41d80871519c,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,4.38,4.02,63.2,101.0,101.0,104.0,0.804,8.2,2.26,8.06,1.7,0.81,0.235,0.508,0.166,0.342,0.471,,,,102.0,94.0,100.0,99.0,103.0,106.0,92.0,115.0,111.0,95.0,101.0,98.0,,,,0.014,0.527,,0.079,0.22,,1.69,,1.6,-4.36,-2.33,,93.4,,,92.0,82.7,73.6,0.198,0.405,0.178,0.326,0.628,0.226,,,,,,,,,,0.333,0.333,0.1,109.0,105.0,111.0,0.16,1.14,84.1,0.204,0.204,0.217,0.353,0.824,0.4,,,,,,
7,2024-07-29,747039,Strikeout,strikeout,True,668939,670102,Adley Rutschman,Bowden Francis,0,69356c24-f220-4df6-ad19-ab5819360643,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,4.38,4.02,63.2,101.0,101.0,104.0,0.804,8.2,2.26,8.06,1.7,0.81,0.235,0.508,0.166,0.342,0.471,,,,102.0,94.0,100.0,99.0,103.0,106.0,92.0,115.0,111.0,95.0,101.0,98.0,,,,0.014,0.527,,0.079,0.22,,1.69,,1.6,-4.36,-2.33,,93.4,,,92.0,82.7,73.6,0.198,0.405,0.178,0.326,0.628,0.226,,,,,,,,,,0.333,0.333,0.1,109.0,105.0,111.0,0.16,1.14,84.1,0.204,0.204,0.217,0.353,0.824,0.4,,,,,,
8,2024-07-29,747039,Single,single,False,623993,670102,Anthony Santander,Bowden Francis,0,fad44eff-646e-4f9f-91f3-041bb3ba5d53,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,4.38,4.02,63.2,101.0,101.0,104.0,0.804,8.2,2.26,8.06,1.7,0.81,0.235,0.508,0.166,0.342,0.471,,,,102.0,94.0,100.0,99.0,103.0,106.0,92.0,115.0,111.0,95.0,101.0,98.0,,,,0.014,0.527,,0.079,0.22,,1.69,,1.6,-4.36,-2.33,,93.4,,,92.0,82.7,73.6,0.198,0.405,0.178,0.326,0.628,0.226,,,,,,,,,,0.333,0.333,0.1,109.0,105.0,111.0,0.16,1.14,84.1,0.204,0.204,0.217,0.353,0.824,0.4,,,,,,
9,2024-07-29,747039,Grounded Into DP,grounded_into_double_play,True,663624,670102,Ryan Mountcastle,Bowden Francis,1,df65fb87-e167-41a9-947a-8babcdb57612,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,4.38,4.02,63.2,101.0,101.0,104.0,0.804,8.2,2.26,8.06,1.7,0.81,0.235,0.508,0.166,0.342,0.471,,,,102.0,94.0,100.0,99.0,103.0,106.0,92.0,115.0,111.0,95.0,101.0,98.0,,,,0.014,0.527,,0.079,0.22,,1.69,,1.6,-4.36,-2.33,,93.4,,,92.0,82.7,73.6,0.198,0.405,0.178,0.326,0.628,0.226,,,,,,,,,,0.333,0.333,0.1,109.0,105.0,111.0,0.16,1.14,84.1,0.204,0.204,0.217,0.353,0.824,0.4,,,,,,
