,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-10-06,775322,Flyout,field_out,True,650333,656427,Luis Arraez,Jack Flaherty,0,d4ad18a0-65ff-4f03-973f-2f35e5f33ab2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-06,775322,Home Run,home_run,False,665487,656427,Fernando Tatis Jr.,Jack Flaherty,0,3e86d045-4894-4666-ae15-e3ec28fa07e2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-06,775322,Walk,walk,False,595777,656427,Jurickson Profar,Jack Flaherty,0,89eb77c9-301c-413a-90d6-3b42df3ed6a7,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-06,775322,Grounded Into DP,grounded_into_double_play,True,592518,656427,Manny Machado,Jack Flaherty,1,e82e0135-3c57-4031-a68f-e36f31a6f50a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-10-06,775322,Strikeout,strikeout,True,660271,506433,Shohei Ohtani,Yu Darvish,0,a1057457-d79b-4847-8756-84f0df22d0df,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,89.0,114.0,112.0,0.168,0.19,0.371,0.051,,-0.19,-0.28,0.6,2.13,,94.0,,93.6,84.4,78.7,0.21,0.403,0.151,0.269,0.478,0.286,0.162,0.243,0.364,,,,0.255,0.473,0.176,85.0,94.0,102.0,80.0,103.0,97.0,110.0,99.0,99.0,0.044,0.09,0.086,2.98,0.68,0.49,90.6,87.9,73.8,0.214,0.333,0.261,0.167,0.333,0.328,0.0,0.0,0.346
5,2024-10-06,775322,Flyout,field_out,True,605141,506433,Mookie Betts,Yu Darvish,0,623afc34-4ab6-4b9d-821f-45313799f36e,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,89.0,114.0,112.0,0.168,0.19,0.371,0.051,,-0.19,-0.28,0.6,2.13,,94.0,,93.6,84.4,78.7,0.21,0.403,0.151,0.269,0.478,0.286,0.162,0.243,0.364,,,,0.255,0.473,0.176,85.0,94.0,102.0,80.0,103.0,97.0,110.0,99.0,99.0,0.044,0.09,0.086,2.98,0.68,0.49,90.6,87.9,73.8,0.214,0.333,0.261,0.167,0.333,0.328,0.0,0.0,0.346
6,2024-10-06,775322,Strikeout,strikeout,True,518692,506433,Freddie Freeman,Yu Darvish,0,a7ba33a5-4906-49fd-bd1c-3fee13473e77,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,89.0,114.0,112.0,0.168,0.19,0.371,0.051,,-0.19,-0.28,0.6,2.13,,94.0,,93.6,84.4,78.7,0.21,0.403,0.151,0.269,0.478,0.286,0.162,0.243,0.364,,,,0.255,0.473,0.176,85.0,94.0,102.0,80.0,103.0,97.0,110.0,99.0,99.0,0.044,0.09,0.086,2.98,0.68,0.49,90.6,87.9,73.8,0.214,0.333,0.261,0.167,0.333,0.328,0.0,0.0,0.346
7,2024-10-06,775322,Single,single,False,701538,656427,Jackson Merrill,Jack Flaherty,0,d95f1fdd-8743-40a7-b144-d2c128f61e0b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-10-06,775322,Groundout,field_out,True,593428,656427,Xander Bogaerts,Jack Flaherty,1,470dfb09-1f75-4c71-884e-0c681a6bb171,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-10-06,775322,Groundout,field_out,True,630105,656427,Jake Cronenworth,Jack Flaherty,1,6ca492bb-da91-494a-91f3-1052e81ab118,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
