,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-30,745260,Strikeout,strikeout,True,660670,622491,Ronald Acuña Jr.,Luis Castillo,0,5f2ec61e-d605-4120-a7ea-e14efcc248ca,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-30,745260,Single,single,False,645277,622491,Ozzie Albies,Luis Castillo,0,941c8202-5d1b-48de-92b4-98072c593709,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-30,745260,Strikeout,strikeout,True,663586,622491,Austin Riley,Luis Castillo,0,cd6d948d-7f7a-4374-9129-d91b3f70cac5,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-30,745260,Flyout,field_out,True,621566,622491,Matt Olson,Luis Castillo,0,9f056167-5bab-45f1-aca7-2cfb533cfff4,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-30,745260,Single,single,False,668942,625643,Josh Rojas,Reynaldo López,0,f7eddc72-12b1-4abb-8fea-033735c3d243,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
5,2024-04-30,745260,Strikeout,strikeout,True,677594,625643,Julio Rodríguez,Reynaldo López,0,8e7aa25d-569b-4890-9132-4a77f26c3887,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
6,2024-04-30,745260,Strikeout,strikeout,True,593871,625643,Jorge Polanco,Reynaldo López,1,6979e367-def2-415a-93a8-db1fe2010d56,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
7,2024-04-30,745260,Strikeout,strikeout,True,641598,625643,Mitch Garver,Reynaldo López,0,9d2f7a6c-c6e2-486a-b3d6-d6814f9fab67,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
8,2024-04-30,745260,Flyout,field_out,True,542303,622491,Marcell Ozuna,Luis Castillo,0,6baa002e-cc96-4a69-bedb-70fb4f0e0ab3,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-30,745260,Strikeout,strikeout,True,606115,622491,Orlando Arcia,Luis Castillo,0,5dfbd020-1c76-4016-bcaf-509fba433dd1,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-04-30,745260,Single,single,False,671739,622491,Michael Harris II,Luis Castillo,0,ab7c514f-ca11-47bd-b04d-a07a55eb9693,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-30,745260,Strikeout,strikeout,True,518595,622491,Travis d'Arnaud,Luis Castillo,0,7d2435ef-29f2-487b-958b-2921f791066d,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-30,745260,Lineout,field_out,True,663728,625643,Cal Raleigh,Reynaldo López,0,c7b392fe-fa86-4ef5-a21e-28e0143b219a,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
13,2024-04-30,745260,Flyout,field_out,True,571745,625643,Mitch Haniger,Reynaldo López,0,210c02a2-beb7-4535-9b3d-94ca4ce22ab5,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
14,2024-04-30,745260,Single,single,False,664034,625643,Ty France,Reynaldo López,0,c736ed61-5e9e-4254-9028-e344863f7c4b,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
15,2024-04-30,745260,Strikeout,strikeout,True,670042,625643,Luke Raley,Reynaldo López,0,5d9ffb9b-4f8e-4cde-a292-7ed14f3c5c82,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,0.57,0.281,0.039,1.2,,1.06,-4.55,95.4,86.0,,84.7,0.263,0.366,0.175,0.182,0.255,0.413,,,,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343,,,,,,,,,,,,,,,,,,
16,2024-04-30,745260,Flyout,field_out,True,672284,622491,Jarred Kelenic,Luis Castillo,0,ec95bb7a-294e-4aa0-8064-4f434dd538f9,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-30,745260,Strikeout,strikeout,True,660670,622491,Ronald Acuña Jr.,Luis Castillo,0,ad90cc80-142d-4016-9996-dbb846197d4a,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
