,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
0,2024-09-11,745525,Groundout,field_out,True,666624,554430,Christopher Morel,Zack Wheeler,0,393610db-860c-4a3e-bbc6-b8fd976f7196,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.6,2.95,179.2,104.0,106.0,108.0,0.75,9.97,2.45,6.26,0.9,1.08,0.259,0.342,0.211,0.3,0.421,111.0,101.0,107.0,101.0,107.0,110.0,111.0,103.0,107.0,128.0,106.0,115.0,93.0,98.0,95.0,95.0,107.0,108.0,0.188,0.409,0.1,0.074,0.125,0.104,0.81,-0.15,0.87,3.07,0.99,-0.6,95.2,91.1,86.1,94.6,84.8,81.7,0.213,0.4,0.29,0.181,0.241,0.139,0.135,0.258,0.333,0.194,0.403,0.381,0.254,0.407,0.185,0.159,0.227,0.406,,,,,,,,,,,,
1,2024-09-11,745525,Flyout,field_out,True,664040,554430,Brandon Lowe,Zack Wheeler,0,e3d6b371-98d1-4a11-9dab-7eea7d00e50b,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.6,2.95,179.2,104.0,106.0,108.0,0.75,9.97,2.45,6.26,0.9,1.08,0.259,0.342,0.211,0.3,0.421,111.0,101.0,107.0,101.0,107.0,110.0,111.0,103.0,107.0,128.0,106.0,115.0,93.0,98.0,95.0,95.0,107.0,108.0,0.188,0.409,0.1,0.074,0.125,0.104,0.81,-0.15,0.87,3.07,0.99,-0.6,95.2,91.1,86.1,94.6,84.8,81.7,0.213,0.4,0.29,0.181,0.241,0.139,0.135,0.258,0.333,0.194,0.403,0.381,0.254,0.407,0.185,0.159,0.227,0.406,,,,,,,,,,,,
2,2024-09-11,745525,Field Error,field_error,False,691406,554430,Junior Caminero,Zack Wheeler,0,6470a35d-7b1d-4fcd-8e72-380596490d21,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.6,2.95,179.2,104.0,106.0,108.0,0.75,9.97,2.45,6.26,0.9,1.08,0.259,0.342,0.211,0.3,0.421,111.0,101.0,107.0,101.0,107.0,110.0,111.0,103.0,107.0,128.0,106.0,115.0,93.0,98.0,95.0,95.0,107.0,108.0,0.188,0.409,0.1,0.074,0.125,0.104,0.81,-0.15,0.87,3.07,0.99,-0.6,95.2,91.1,86.1,94.6,84.8,81.7,0.213,0.4,0.29,0.181,0.241,0.139,0.135,0.258,0.333,0.194,0.403,0.381,0.254,0.407,0.185,0.159,0.227,0.406,,,,,,,,,,,,
3,2024-09-11,745525,Strikeout,strikeout,True,666139,554430,Josh Lowe,Zack Wheeler,0,24480a4f-3405-4d34-b439-9f237e73f215,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.6,2.95,179.2,104.0,106.0,108.0,0.75,9.97,2.45,6.26,0.9,1.08,0.259,0.342,0.211,0.3,0.421,111.0,101.0,107.0,101.0,107.0,110.0,111.0,103.0,107.0,128.0,106.0,115.0,93.0,98.0,95.0,95.0,107.0,108.0,0.188,0.409,0.1,0.074,0.125,0.104,0.81,-0.15,0.87,3.07,0.99,-0.6,95.2,91.1,86.1,94.6,84.8,81.7,0.213,0.4,0.29,0.181,0.241,0.139,0.135,0.258,0.333,0.194,0.403,0.381,0.254,0.407,0.185,0.159,0.227,0.406,,,,,,,,,,,,
4,2024-09-11,745525,Strikeout,strikeout,True,681082,669358,Bryson Stott,Shane Baz,0,bf35993d-d6fa-4cc0-bad7-2387dfc6a3c0,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,,,,,,,0.472,,,0.249,0.182,0.28,,,,-0.19,1.6,95.6,,,,87.4,83.8,0.276,0.398,0.216,,,,,,,0.185,0.241,0.278,,,,,,,86.0,98.0,96.0,0.098,3.06,88.3,0.18,0.44,0.211,0.105,0.105,0.268
5,2024-09-11,745525,Single,single,False,607208,669358,Trea Turner,Shane Baz,0,5dff23fc-d0aa-4c51-ba46-4c8ff956a24a,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,,,,,,,0.472,,,0.249,0.182,0.28,,,,-0.19,1.6,95.6,,,,87.4,83.8,0.276,0.398,0.216,,,,,,,0.185,0.241,0.278,,,,,,,86.0,98.0,96.0,0.098,3.06,88.3,0.18,0.44,0.211,0.105,0.105,0.268
6,2024-09-11,745525,Strikeout,strikeout,True,547180,669358,Bryce Harper,Shane Baz,0,893b80cd-fbba-4bb3-ac60-7b69e2049bf0,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,,,,,,,0.472,,,0.249,0.182,0.28,,,,-0.19,1.6,95.6,,,,87.4,83.8,0.276,0.398,0.216,,,,,,,0.185,0.241,0.278,,,,,,,86.0,98.0,96.0,0.098,3.06,88.3,0.18,0.44,0.211,0.105,0.105,0.268
7,2024-09-11,745525,Home Run,home_run,False,592206,669358,Nick Castellanos,Shane Baz,1,df8184ab-b39d-42ab-9304-797a363726bb,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,,,,,,,0.472,,,0.249,0.182,0.28,,,,-0.19,1.6,95.6,,,,87.4,83.8,0.276,0.398,0.216,,,,,,,0.185,0.241,0.278,,,,,,,86.0,98.0,96.0,0.098,3.06,88.3,0.18,0.44,0.211,0.105,0.105,0.268
8,2024-09-11,745525,Groundout,field_out,True,669016,669358,Brandon Marsh,Shane Baz,0,2f345a50-aef7-4539-9833-6299627a7f07,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,,,,,,,0.472,,,0.249,0.182,0.28,,,,-0.19,1.6,95.6,,,,87.4,83.8,0.276,0.398,0.216,,,,,,,0.185,0.241,0.278,,,,,,,86.0,98.0,96.0,0.098,3.06,88.3,0.18,0.44,0.211,0.105,0.105,0.268
9,2024-09-11,745525,Walk,walk,False,666185,554430,Dylan Carlson,Zack Wheeler,0,c8c00deb-3215-4714-aef6-f64cce374e26,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.6,2.95,179.2,104.0,106.0,108.0,0.75,9.97,2.45,6.26,0.9,1.08,0.259,0.342,0.211,0.3,0.421,111.0,101.0,107.0,101.0,107.0,110.0,111.0,103.0,107.0,128.0,106.0,115.0,93.0,98.0,95.0,95.0,107.0,108.0,0.188,0.409,0.1,0.074,0.125,0.104,0.81,-0.15,0.87,3.07,0.99,-0.6,95.2,91.1,86.1,94.6,84.8,81.7,0.213,0.4,0.29,0.181,0.241,0.139,0.135,0.258,0.333,0.194,0.403,0.381,0.254,0.407,0.185,0.159,0.227,0.406,,,,,,,,,,,,
