,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-24,744905,Pop Out,field_out,True,680700,684320,Richie Palacios,Yariel Rodríguez,0,c1ab6bbb-2f74-4c80-bc87-b86b79ad3d3b,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.6,4.16,40.0,98.0,96.0,97.0,0.777,9.45,4.5,6.75,0.68,1.0,0.25,0.423,0.163,0.288,0.414,93.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.091,0.455,0.083,0.258,0.113,1.09,-0.72,3.56,-0.06,-2.6,94.2,89.3,93.6,84.5,77.9,0.222,0.389,0.333,0.204,0.327,0.195,0.188,0.25,0.227,0.154,0.154,0.192,0.3,0.7,0.233,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-24,744905,Flyout,field_out,True,670623,684320,Isaac Paredes,Yariel Rodríguez,0,e2b8c8d4-a788-488f-bf2c-2978e796e212,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.6,4.16,40.0,98.0,96.0,97.0,0.777,9.45,4.5,6.75,0.68,1.0,0.25,0.423,0.163,0.288,0.414,93.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.091,0.455,0.083,0.258,0.113,1.09,-0.72,3.56,-0.06,-2.6,94.2,89.3,93.6,84.5,77.9,0.222,0.389,0.333,0.204,0.327,0.195,0.188,0.25,0.227,0.154,0.154,0.192,0.3,0.7,0.233,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-24,744905,Strikeout,strikeout,True,664040,684320,Brandon Lowe,Yariel Rodríguez,0,6d239e88-0f53-46f3-902d-285bbe5f9354,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.6,4.16,40.0,98.0,96.0,97.0,0.777,9.45,4.5,6.75,0.68,1.0,0.25,0.423,0.163,0.288,0.414,93.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.091,0.455,0.083,0.258,0.113,1.09,-0.72,3.56,-0.06,-2.6,94.2,89.3,93.6,84.5,77.9,0.222,0.389,0.333,0.204,0.327,0.195,0.188,0.25,0.227,0.154,0.154,0.192,0.3,0.7,0.233,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-24,744905,Strikeout,strikeout,True,543807,621107,George Springer,Zach Eflin,0,732880e4-bf47-42a4-b132-37982ca7d7f0,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.09,3.37,110.0,108.0,94.0,104.0,0.817,7.12,1.06,9.41,1.15,1.17,0.218,0.445,0.151,0.328,0.465,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.32,0.092,,0.1,0.193,-1.17,,0.49,1.33,-1.36,92.6,,91.7,79.9,79.1,0.184,0.447,0.241,0.244,0.415,0.272,,,,0.264,0.389,0.143,0.295,0.442,0.291,83.0,107.0,111.0,86.0,103.0,97.0,0.264,0.033,0.36,-2.17,87.8,84.9,0.262,0.437,0.176,0.263,0.474,0.12,,,,,,
4,2024-07-24,744905,Double,double,False,687462,621107,Spencer Horwitz,Zach Eflin,0,26640045-b5ee-48b6-b8d4-474b7a715b2d,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.09,3.37,110.0,108.0,94.0,104.0,0.817,7.12,1.06,9.41,1.15,1.17,0.218,0.445,0.151,0.328,0.465,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.32,0.092,,0.1,0.193,-1.17,,0.49,1.33,-1.36,92.6,,91.7,79.9,79.1,0.184,0.447,0.241,0.244,0.415,0.272,,,,0.264,0.389,0.143,0.295,0.442,0.291,83.0,107.0,111.0,86.0,103.0,97.0,0.264,0.033,0.36,-2.17,87.8,84.9,0.262,0.437,0.176,0.263,0.474,0.12,,,,,,
5,2024-07-24,744905,Single,single,False,665489,621107,Vladimir Guerrero Jr.,Zach Eflin,1,0b57900d-6371-460a-b643-a2fa450bca3e,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.09,3.37,110.0,108.0,94.0,104.0,0.817,7.12,1.06,9.41,1.15,1.17,0.218,0.445,0.151,0.328,0.465,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.32,0.092,,0.1,0.193,-1.17,,0.49,1.33,-1.36,92.6,,91.7,79.9,79.1,0.184,0.447,0.241,0.244,0.415,0.272,,,,0.264,0.389,0.143,0.295,0.442,0.291,83.0,107.0,111.0,86.0,103.0,97.0,0.264,0.033,0.36,-2.17,87.8,84.9,0.262,0.437,0.176,0.263,0.474,0.12,,,,,,
6,2024-07-24,744905,Single,single,False,457759,621107,Justin Turner,Zach Eflin,1,834c9edc-ee03-436a-807a-2cc8b544f616,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.09,3.37,110.0,108.0,94.0,104.0,0.817,7.12,1.06,9.41,1.15,1.17,0.218,0.445,0.151,0.328,0.465,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.32,0.092,,0.1,0.193,-1.17,,0.49,1.33,-1.36,92.6,,91.7,79.9,79.1,0.184,0.447,0.241,0.244,0.415,0.272,,,,0.264,0.389,0.143,0.295,0.442,0.291,83.0,107.0,111.0,86.0,103.0,97.0,0.264,0.033,0.36,-2.17,87.8,84.9,0.262,0.437,0.176,0.263,0.474,0.12,,,,,,
7,2024-07-24,744905,Flyout,field_out,True,662139,621107,Daulton Varsho,Zach Eflin,1,72e63156-a4b6-45ca-86cc-17ebcd39a13c,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.09,3.37,110.0,108.0,94.0,104.0,0.817,7.12,1.06,9.41,1.15,1.17,0.218,0.445,0.151,0.328,0.465,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.32,0.092,,0.1,0.193,-1.17,,0.49,1.33,-1.36,92.6,,91.7,79.9,79.1,0.184,0.447,0.241,0.244,0.415,0.272,,,,0.264,0.389,0.143,0.295,0.442,0.291,83.0,107.0,111.0,86.0,103.0,97.0,0.264,0.033,0.36,-2.17,87.8,84.9,0.262,0.437,0.176,0.263,0.474,0.12,,,,,,
8,2024-07-24,744905,Groundout,field_out,True,672386,621107,Alejandro Kirk,Zach Eflin,0,bb4cd2db-7e8c-49d7-afe5-74e1b72fb829,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.09,3.37,110.0,108.0,94.0,104.0,0.817,7.12,1.06,9.41,1.15,1.17,0.218,0.445,0.151,0.328,0.465,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.32,0.092,,0.1,0.193,-1.17,,0.49,1.33,-1.36,92.6,,91.7,79.9,79.1,0.184,0.447,0.241,0.244,0.415,0.272,,,,0.264,0.389,0.143,0.295,0.442,0.291,83.0,107.0,111.0,86.0,103.0,97.0,0.264,0.033,0.36,-2.17,87.8,84.9,0.262,0.437,0.176,0.263,0.474,0.12,,,,,,
9,2024-07-24,744905,Flyout,field_out,True,668227,684320,Randy Arozarena,Yariel Rodríguez,0,08af2c3c-d53c-4e26-9c52-eabf41ed4c0f,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.6,4.16,40.0,98.0,96.0,97.0,0.777,9.45,4.5,6.75,0.68,1.0,0.25,0.423,0.163,0.288,0.414,93.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.091,0.455,0.083,0.258,0.113,1.09,-0.72,3.56,-0.06,-2.6,94.2,89.3,93.6,84.5,77.9,0.222,0.389,0.333,0.204,0.327,0.195,0.188,0.25,0.227,0.154,0.154,0.192,0.3,0.7,0.233,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-24,744905,Strikeout,strikeout,True,666139,684320,Josh Lowe,Yariel Rodríguez,0,19807ed7-3040-42dd-8f37-e1415b76d8e2,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.6,4.16,40.0,98.0,96.0,97.0,0.777,9.45,4.5,6.75,0.68,1.0,0.25,0.423,0.163,0.288,0.414,93.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.091,0.455,0.083,0.258,0.113,1.09,-0.72,3.56,-0.06,-2.6,94.2,89.3,93.6,84.5,77.9,0.222,0.389,0.333,0.204,0.327,0.195,0.188,0.25,0.227,0.154,0.154,0.192,0.3,0.7,0.233,,,,,,,,,,,,,,,,,,,,,,,,
