,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-22,745036,Flyout,field_out,True,664770,669358,Nathan Lukes,Shane Baz,0,29208bf9-2fc4-48f0-8ba8-75d32fb44d39,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-22,745036,Strikeout,strikeout,True,676391,669358,Ernie Clement,Shane Baz,0,e002e5ba-1c08-49b2-9e1a-027a3685df68,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-22,745036,Groundout,field_out,True,665489,669358,Vladimir Guerrero Jr.,Shane Baz,0,bec14a68-ab66-4312-b7dd-dbcd2ebbbb3d,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-22,745036,Strikeout,strikeout,True,666185,621114,Dylan Carlson,Ryan Burr,0,9ed117b9-955d-4024-8fbd-5ea81eaced29,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,3.56,3.65,30.1,99.0,99.0,102.0,0.691,12.76,3.56,6.82,0.89,0.64,0.239,0.451,0.155,0.394,0.384,,,,,,,78.0,94.0,90.0,112.0,103.0,109.0,0.386,0.614,,,-0.7,1.47,,,94.1,,85.4,,0.256,0.487,0.205,,,,0.173,0.307,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-22,745036,Strikeout,strikeout,True,664040,621114,Brandon Lowe,Ryan Burr,0,5bc502ce-dfd7-4d39-8e0b-75a5707ec112,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,3.56,3.65,30.1,99.0,99.0,102.0,0.691,12.76,3.56,6.82,0.89,0.64,0.239,0.451,0.155,0.394,0.384,,,,,,,78.0,94.0,90.0,112.0,103.0,109.0,0.386,0.614,,,-0.7,1.47,,,94.1,,85.4,,0.256,0.487,0.205,,,,0.173,0.307,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-22,745036,Double,double,False,691406,621114,Junior Caminero,Ryan Burr,0,032c6dd1-adf6-4bba-9aa0-d880ddf62d9c,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,3.56,3.65,30.1,99.0,99.0,102.0,0.691,12.76,3.56,6.82,0.89,0.64,0.239,0.451,0.155,0.394,0.384,,,,,,,78.0,94.0,90.0,112.0,103.0,109.0,0.386,0.614,,,-0.7,1.47,,,94.1,,85.4,,0.256,0.487,0.205,,,,0.173,0.307,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-22,745036,Strikeout,strikeout,True,666018,621114,Jonathan Aranda,Ryan Burr,0,bdd085b0-33d2-443a-b39f-1ced7707ff18,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,3.56,3.65,30.1,99.0,99.0,102.0,0.691,12.76,3.56,6.82,0.89,0.64,0.239,0.451,0.155,0.394,0.384,,,,,,,78.0,94.0,90.0,112.0,103.0,109.0,0.386,0.614,,,-0.7,1.47,,,94.1,,85.4,,0.256,0.487,0.205,,,,0.173,0.307,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-22,745036,Hit By Pitch,hit_by_pitch,False,687462,669358,Spencer Horwitz,Shane Baz,0,99f5b5bf-871a-4d36-b929-5855a4799566,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-22,745036,Pop Out,field_out,True,680718,669358,Addison Barger,Shane Baz,0,d50fb29c-4fa6-43e5-9ab5-d9b02deded9d,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-22,745036,Lineout,field_out,True,677870,669358,Leo Jiménez,Shane Baz,1,a9b7561a-85e6-41bb-b5cb-53361f8954b3,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-22,745036,Flyout,field_out,True,682729,669358,Jonatan Clase,Shane Baz,0,25ea1b88-b4dd-47f2-bda1-5048468bf789,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-22,745036,Flyout,field_out,True,676356,621114,Jonny DeLuca,Ryan Burr,0,b0d79e56-8c4d-46c9-8aa8-d056669caaa6,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,3.56,3.65,30.1,99.0,99.0,102.0,0.691,12.76,3.56,6.82,0.89,0.64,0.239,0.451,0.155,0.394,0.384,,,,,,,78.0,94.0,90.0,112.0,103.0,109.0,0.386,0.614,,,-0.7,1.47,,,94.1,,85.4,,0.256,0.487,0.205,,,,0.173,0.307,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-22,745036,Strikeout,strikeout,True,666139,642232,Josh Lowe,Ryan Yarbrough,0,6f45edb7-2708-4dd6-9735-a76455b55bbb,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.32,4.17,95.0,99.0,82.0,96.0,0.8,5.87,3.03,6.25,1.04,1.02,0.248,0.406,0.183,0.252,0.442,76.0,104.0,86.0,96.0,100.0,111.0,85.0,101.0,95.0,,,,0.215,,0.275,0.15,0.94,,1.45,0.07,86.5,77.3,,71.2,0.204,0.389,0.163,0.117,0.223,0.348,,,,0.25,0.346,0.213,67.0,101.0,93.0,95.0,83.0,77.0,0.259,0.102,-4.36,2.44,83.8,86.0,0.21,0.305,0.088,0.4,0.75,0.193,,,,,,,,,,,,
13,2024-09-22,745036,Lineout,field_out,True,676609,642232,José Caballero,Ryan Yarbrough,0,99c56055-99e6-4162-9934-c34130d2ae70,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.32,4.17,95.0,99.0,82.0,96.0,0.8,5.87,3.03,6.25,1.04,1.02,0.248,0.406,0.183,0.252,0.442,76.0,104.0,86.0,96.0,100.0,111.0,85.0,101.0,95.0,,,,0.215,,0.275,0.15,0.94,,1.45,0.07,86.5,77.3,,71.2,0.204,0.389,0.163,0.117,0.223,0.348,,,,0.25,0.346,0.213,67.0,101.0,93.0,95.0,83.0,77.0,0.259,0.102,-4.36,2.44,83.8,86.0,0.21,0.305,0.088,0.4,0.75,0.193,,,,,,,,,,,,
14,2024-09-22,745036,Strikeout,strikeout,True,694388,669358,Joey Loperfido,Shane Baz,0,a1517669-c4ef-4f39-af04-0710843f5d8f,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-22,745036,Strikeout,strikeout,True,623168,669358,Tyler Heineman,Shane Baz,0,16f00e52-065a-4e73-9b70-6d2a3ca32447,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-22,745036,Strikeout,strikeout,True,664770,669358,Nathan Lukes,Shane Baz,0,737467ee-7fb8-4cd4-8f3f-989eac950855,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-22,745036,Strikeout,strikeout,True,666163,642232,Ben Rortvedt,Ryan Yarbrough,0,3b555414-5e48-492a-acb5-2e54da6b05e6,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.32,4.17,95.0,99.0,82.0,96.0,0.8,5.87,3.03,6.25,1.04,1.02,0.248,0.406,0.183,0.252,0.442,76.0,104.0,86.0,96.0,100.0,111.0,85.0,101.0,95.0,,,,0.215,,0.275,0.15,0.94,,1.45,0.07,86.5,77.3,,71.2,0.204,0.389,0.163,0.117,0.223,0.348,,,,0.25,0.346,0.213,67.0,101.0,93.0,95.0,83.0,77.0,0.259,0.102,-4.36,2.44,83.8,86.0,0.21,0.305,0.088,0.4,0.75,0.193,,,,,,,,,,,,
18,2024-09-22,745036,Strikeout,strikeout,True,670764,642232,Taylor Walls,Ryan Yarbrough,0,d980e655-31ab-43f7-8b74-b5f229fd1cbf,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.32,4.17,95.0,99.0,82.0,96.0,0.8,5.87,3.03,6.25,1.04,1.02,0.248,0.406,0.183,0.252,0.442,76.0,104.0,86.0,96.0,100.0,111.0,85.0,101.0,95.0,,,,0.215,,0.275,0.15,0.94,,1.45,0.07,86.5,77.3,,71.2,0.204,0.389,0.163,0.117,0.223,0.348,,,,0.25,0.346,0.213,67.0,101.0,93.0,95.0,83.0,77.0,0.259,0.102,-4.36,2.44,83.8,86.0,0.21,0.305,0.088,0.4,0.75,0.193,,,,,,,,,,,,
19,2024-09-22,745036,Walk,walk,False,666185,642232,Dylan Carlson,Ryan Yarbrough,0,f50efa4d-faba-41cd-953a-407182bf74b3,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.32,4.17,95.0,99.0,82.0,96.0,0.8,5.87,3.03,6.25,1.04,1.02,0.248,0.406,0.183,0.252,0.442,76.0,104.0,86.0,96.0,100.0,111.0,85.0,101.0,95.0,,,,0.215,,0.275,0.15,0.94,,1.45,0.07,86.5,77.3,,71.2,0.204,0.389,0.163,0.117,0.223,0.348,,,,0.25,0.346,0.213,67.0,101.0,93.0,95.0,83.0,77.0,0.259,0.102,-4.36,2.44,83.8,86.0,0.21,0.305,0.088,0.4,0.75,0.193,,,,,,,,,,,,
20,2024-09-22,745036,Strikeout,strikeout,True,664040,642232,Brandon Lowe,Ryan Yarbrough,0,ee7eeb46-2f8b-4330-8d84-6ede4590700b,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.32,4.17,95.0,99.0,82.0,96.0,0.8,5.87,3.03,6.25,1.04,1.02,0.248,0.406,0.183,0.252,0.442,76.0,104.0,86.0,96.0,100.0,111.0,85.0,101.0,95.0,,,,0.215,,0.275,0.15,0.94,,1.45,0.07,86.5,77.3,,71.2,0.204,0.389,0.163,0.117,0.223,0.348,,,,0.25,0.346,0.213,67.0,101.0,93.0,95.0,83.0,77.0,0.259,0.102,-4.36,2.44,83.8,86.0,0.21,0.305,0.088,0.4,0.75,0.193,,,,,,,,,,,,
21,2024-09-22,745036,Single,single,False,676391,669358,Ernie Clement,Shane Baz,0,dabfd103-6e71-47b9-91f4-21ce3a20d8a9,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-22,745036,Single,single,False,665489,669358,Vladimir Guerrero Jr.,Shane Baz,1,05d54cd1-0094-4608-a26f-96fbe2da5371,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.07,3.73,73.1,100.0,115.0,103.0,0.787,7.61,3.19,6.63,0.98,0.87,0.262,0.393,0.136,0.354,0.456,87.0,97.0,95.0,119.0,104.0,109.0,121.0,101.0,104.0,110.0,96.0,100.0,0.483,0.22,0.194,0.104,1.04,-0.11,1.33,2.56,95.6,88.1,87.3,83.5,0.244,0.345,0.224,0.191,0.279,0.278,0.167,0.407,0.215,0.125,0.125,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
