,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-05-09,746241,Flyout,field_out,True,672580,672282,Maikel Garcia,Reid Detmers,0,fcc0a9ee-0666-42bb-9214-be5ae1fc1d3f,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-09,746241,Pop Out,field_out,True,677951,672282,Bobby Witt Jr.,Reid Detmers,0,739955e2-c3c1-4fb8-8dd5-24924e069be5,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-09,746241,Strikeout,strikeout,True,686469,672282,Vinnie Pasquantino,Reid Detmers,0,2d616a4d-9d92-4c80-94e3-6931099e7ff7,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-09,746241,Flyout,field_out,True,694384,608379,Nolan Schanuel,Michael Wacha,0,5f68422f-05c6-4db7-ba93-26c98640f5a2,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,97.0,94.0,93.0,0.233,0.101,0.087,0.318,-0.61,-0.72,-0.88,2.13,93.5,81.4,84.0,75.0,0.321,0.513,0.15,0.3,0.4,0.442,0.18,0.316,0.352,0.278,0.556,0.138,79.0,101.0,87.0,81.0,96.0,91.0,0.152,0.109,-0.79,0.86,88.6,93.4,0.214,0.257,0.06,0.302,0.442,0.139,,,,,,
4,2024-05-09,746241,Groundout,field_out,True,666160,608379,Mickey Moniak,Michael Wacha,0,9c2beb7c-e6d6-45db-ac6e-6083894c2ff5,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,97.0,94.0,93.0,0.233,0.101,0.087,0.318,-0.61,-0.72,-0.88,2.13,93.5,81.4,84.0,75.0,0.321,0.513,0.15,0.3,0.4,0.442,0.18,0.316,0.352,0.278,0.556,0.138,79.0,101.0,87.0,81.0,96.0,91.0,0.152,0.109,-0.79,0.86,88.6,93.4,0.214,0.257,0.06,0.302,0.442,0.139,,,,,,
5,2024-05-09,746241,Flyout,field_out,True,621493,608379,Taylor Ward,Michael Wacha,0,5c0a1eb0-5927-4ba1-b092-a06384ccd83c,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,97.0,94.0,93.0,0.233,0.101,0.087,0.318,-0.61,-0.72,-0.88,2.13,93.5,81.4,84.0,75.0,0.321,0.513,0.15,0.3,0.4,0.442,0.18,0.316,0.352,0.278,0.556,0.138,79.0,101.0,87.0,81.0,96.0,91.0,0.152,0.109,-0.79,0.86,88.6,93.4,0.214,0.257,0.06,0.302,0.442,0.139,,,,,,
6,2024-05-09,746241,Pop Out,field_out,True,521692,672282,Salvador Perez,Reid Detmers,0,a49aa934-4935-4675-8dce-b812dcff2cac,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-09,746241,Strikeout,strikeout,True,676369,672282,Nelson Velázquez,Reid Detmers,0,fbd75ea3-bcfa-4745-91b4-0f62537a39d1,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-09,746241,Groundout,field_out,True,686681,672282,Michael Massey,Reid Detmers,0,04451a6a-e0ef-4738-b6dd-a7078e246488,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-09,746241,Pop Out,field_out,True,641432,608379,Willie Calhoun,Michael Wacha,0,b7763ee0-224d-4110-bc1a-a51af27fbfab,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,97.0,94.0,93.0,0.233,0.101,0.087,0.318,-0.61,-0.72,-0.88,2.13,93.5,81.4,84.0,75.0,0.321,0.513,0.15,0.3,0.4,0.442,0.18,0.316,0.352,0.278,0.556,0.138,79.0,101.0,87.0,81.0,96.0,91.0,0.152,0.109,-0.79,0.86,88.6,93.4,0.214,0.257,0.06,0.302,0.442,0.139,,,,,,
