,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-05-31,745331,Flyout,field_out,True,683011,663855,Anthony Volpe,Jordan Hicks,0,b830e428-f9fa-417d-92cf-f67c69a6784c,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-31,745331,Strikeout,strikeout,True,665742,663855,Juan Soto,Jordan Hicks,0,32f29740-38be-4532-9a47-4e96e0195d59,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-31,745331,Field Error,field_error,False,592450,663855,Aaron Judge,Jordan Hicks,0,454f0a83-ae45-42a4-854d-f27e4b8f82fb,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-31,745331,Groundout,field_out,True,657077,663855,Alex Verdugo,Jordan Hicks,1,78f682e0-2013-4616-84df-2b112a997440,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-31,745331,Groundout,field_out,True,682641,573186,Luis Matos,Marcus Stroman,0,dab03a4e-3a93-478f-89c1-699adafac487,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,82.0,99.0,94.0,0.363,0.034,0.105,0.177,-4.6,1.17,-0.02,-0.84,89.9,83.1,89.9,85.5,0.285,0.469,0.14,0.108,0.216,0.271,0.204,0.296,0.292,0.5,0.7,0.333,92.0,80.0,90.0,107.0,98.0,97.0,0.192,0.128,0.65,-0.91,88.0,81.8,0.222,0.472,0.192,0.27,0.514,0.306,0.0,0.0,0.429,,,,,,,,,,,,,,,
5,2024-05-31,745331,Groundout,field_out,True,573262,573186,Mike Yastrzemski,Marcus Stroman,0,bc3bf0a7-b13f-4699-8506-51551bc09ecc,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,82.0,99.0,94.0,0.363,0.034,0.105,0.177,-4.6,1.17,-0.02,-0.84,89.9,83.1,89.9,85.5,0.285,0.469,0.14,0.108,0.216,0.271,0.204,0.296,0.292,0.5,0.7,0.333,92.0,80.0,90.0,107.0,98.0,97.0,0.192,0.128,0.65,-0.91,88.0,81.8,0.222,0.472,0.192,0.27,0.514,0.306,0.0,0.0,0.429,,,,,,,,,,,,,,,
6,2024-05-31,745331,Single,single,False,642731,573186,Thairo Estrada,Marcus Stroman,0,7f3c3e1f-e102-490e-bdcf-74f07eac49c1,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,82.0,99.0,94.0,0.363,0.034,0.105,0.177,-4.6,1.17,-0.02,-0.84,89.9,83.1,89.9,85.5,0.285,0.469,0.14,0.108,0.216,0.271,0.204,0.296,0.292,0.5,0.7,0.333,92.0,80.0,90.0,107.0,98.0,97.0,0.192,0.128,0.65,-0.91,88.0,81.8,0.222,0.472,0.192,0.27,0.514,0.306,0.0,0.0,0.429,,,,,,,,,,,,,,,
7,2024-05-31,745331,Caught Stealing 2B,caught_stealing_2b,True,656305,573186,Matt Chapman,Marcus Stroman,0,f9a595ac-47e5-4f5b-b2a6-4e6955301635,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,82.0,99.0,94.0,0.363,0.034,0.105,0.177,-4.6,1.17,-0.02,-0.84,89.9,83.1,89.9,85.5,0.285,0.469,0.14,0.108,0.216,0.271,0.204,0.296,0.292,0.5,0.7,0.333,92.0,80.0,90.0,107.0,98.0,97.0,0.192,0.128,0.65,-0.91,88.0,81.8,0.222,0.472,0.192,0.27,0.514,0.306,0.0,0.0,0.429,,,,,,,,,,,,,,,
8,2024-05-31,745331,Strikeout,strikeout,True,650402,663855,Gleyber Torres,Jordan Hicks,0,545a6d73-8e59-456e-8d6d-0a6bd620fd64,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-31,745331,Groundout,field_out,True,519203,663855,Anthony Rizzo,Jordan Hicks,0,d4669a52-0d1a-4207-b9d1-3a1e4677362b,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
