,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff
0,2024-04-16,745593,Pop Out,field_out,True,453568,624133,Charlie Blackmon,Ranger Suárez,0,6ee2abba-cebc-4dea-9f65-7178b34208d8,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,
1,2024-04-16,745593,Strikeout,strikeout,True,678662,624133,Ezequiel Tovar,Ranger Suárez,0,ad957001-3870-4c05-8e93-f7ad9f8e76ed,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,
2,2024-04-16,745593,Groundout,field_out,True,641857,624133,Ryan McMahon,Ranger Suárez,0,d85f7809-1530-4587-993c-9647c552293e,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,
3,2024-04-16,745593,Groundout,field_out,True,656941,596295,Kyle Schwarber,Austin Gomber,0,0f956a05-ae95-4137-b9fb-1f80cf57da00,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,,,,78.0,111.0,105.0,0.218,0.82,77.1,0.274,0.532,0.162
4,2024-04-16,745593,Single,single,False,607208,596295,Trea Turner,Austin Gomber,0,9bc5a78a-13f1-48c7-b2b7-d293894ddd8a,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,,,,78.0,111.0,105.0,0.218,0.82,77.1,0.274,0.532,0.162
5,2024-04-16,745593,Strikeout,strikeout,True,547180,596295,Bryce Harper,Austin Gomber,0,36414b11-03e0-4a46-af72-bfb70fe51725,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,,,,78.0,111.0,105.0,0.218,0.82,77.1,0.274,0.532,0.162
6,2024-04-16,745593,Home Run,home_run,False,592663,596295,J.T. Realmuto,Austin Gomber,1,2624138a-a8be-44b8-821a-6b993cb0db1c,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,,,,78.0,111.0,105.0,0.218,0.82,77.1,0.274,0.532,0.162
7,2024-04-16,745593,Flyout,field_out,True,664761,596295,Alec Bohm,Austin Gomber,0,e4c76343-e7fd-48c5-81ec-a3dd3c7de1e0,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,,,,78.0,111.0,105.0,0.218,0.82,77.1,0.274,0.532,0.162
8,2024-04-16,745593,Single,single,False,553869,624133,Elias Díaz,Ranger Suárez,0,8e7b8005-a9c1-4342-9745-1809b264342f,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,
9,2024-04-16,745593,Forceout,force_out,True,666134,624133,Nolan Jones,Ranger Suárez,1,8140962f-3e04-47ff-bc1b-8b6b836f772c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,
