,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-04-17,745836,Strikeout,strikeout,True,669707,622663,Jared Triolo,Luis Severino,0,991fabe9-05e6-40c1-b7d0-5a9e0d901d65,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-17,745836,Strikeout,strikeout,True,643446,663559,Jeff McNeil,Bailey Falter,0,f06a7554-552f-4729-9130-2fae40cdaacc,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
12,2024-04-17,745836,Single,single,False,682626,663559,Francisco Alvarez,Bailey Falter,0,20b190ac-591b-4149-a37d-577627302638,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
13,2024-04-17,745836,Lineout,field_out,True,621438,663559,Tyrone Taylor,Bailey Falter,1,6de8bd63-0506-43fa-a1cf-69b70254b4be,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
14,2024-04-17,745836,Flyout,field_out,True,664056,663559,Harrison Bader,Bailey Falter,0,605b9c28-dc28-4dc6-88b2-b37ae2e2a389,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
15,2024-04-17,745836,Catcher Interference,catcher_interf,False,680779,622663,Henry Davis,Luis Severino,0,cafe21f8-f9ee-44d9-a0aa-936dd41f3747,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-04-17,745836,Single,single,False,675961,622663,Alika Williams,Luis Severino,1,076c7e26-634c-4214-8bfb-5c64171818a2,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-17,745836,Grounded Into DP,grounded_into_double_play,True,665833,622663,Oneil Cruz,Luis Severino,1,1a711aee-7c91-40c3-aeae-fe1b9457975e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-17,745836,Single,single,False,668804,622663,Bryan Reynolds,Luis Severino,1,697f696d-1447-4a13-a044-bfc52ca0fb5f,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-17,745836,Walk,walk,False,656582,622663,Connor Joe,Luis Severino,1,d923fe2d-2d30-4ca1-9b02-32ccbb876a25,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-17,745836,Lineout,field_out,True,642133,622663,Rowdy Tellez,Luis Severino,0,d1829c60-c840-49b8-ba6e-4701691ce00e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-17,745836,Walk,walk,False,670097,663559,Zack Short,Bailey Falter,0,567b82d9-bf1f-4ee3-9353-58ea66aa6ed1,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
22,2024-04-17,745836,Strikeout,strikeout,True,607043,663559,Brandon Nimmo,Bailey Falter,0,86af1d30-5b38-4c80-a8aa-ac5d3cc60251,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
23,2024-04-17,745836,Home Run,home_run,False,516782,663559,Starling Marte,Bailey Falter,1,c40d96ca-a2d1-4fe1-8dab-a7f0cba603c2,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
24,2024-04-17,745836,Pop Out,field_out,True,596019,663559,Francisco Lindor,Bailey Falter,0,b5636953-3ca8-4f97-bbb7-b13979920d3b,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
25,2024-04-17,745836,Flyout,field_out,True,624413,663559,Pete Alonso,Bailey Falter,0,039b6a07-a030-462b-a64b-67d52a5466b7,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
26,2024-04-17,745836,Walk,walk,False,658668,622663,Edward Olivares,Luis Severino,0,485dffd6-6de1-4038-bd0c-dd6ab578b174,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-17,745836,Forceout,force_out,True,669261,622663,Jack Suwinski,Luis Severino,1,313e9507-140b-452c-add8-ab242ef7a36f,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-17,745836,Groundout,field_out,True,669707,622663,Jared Triolo,Luis Severino,1,4e632526-8cc5-4a28-bde5-f93f9fa18a8c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-04-17,745836,Strikeout,strikeout,True,680779,622663,Henry Davis,Luis Severino,1,42821280-e5bc-4d7f-b280-146b8d515db3,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-04-17,745836,Pop Out,field_out,True,643446,663559,Jeff McNeil,Bailey Falter,0,759488e7-3804-4ddc-a555-f45373308636,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
31,2024-04-17,745836,Groundout,field_out,True,682626,663559,Francisco Alvarez,Bailey Falter,0,282455bd-b2de-4f33-9264-391154f8a950,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
32,2024-04-17,745836,Single,single,False,621438,663559,Tyrone Taylor,Bailey Falter,0,4692f9b3-bf30-4242-b778-a059112a2120,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,
