,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-21,745138,Strikeout,strikeout,True,668930,502043,Brice Turang,Kyle Gibson,0,d1cb5cb0-7ad3-464c-91f2-6eb21ca1c1ee,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,
1,2024-08-21,745138,Single,single,False,694192,502043,Jackson Chourio,Kyle Gibson,0,8e2ea4dd-71d7-4219-b38b-3a1a2a00366c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,
2,2024-08-21,745138,Walk,walk,False,669003,502043,Garrett Mitchell,Kyle Gibson,1,80b37c63-d19c-4624-9692-c13859654139,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,
3,2024-08-21,745138,Grounded Into DP,grounded_into_double_play,True,661388,502043,William Contreras,Kyle Gibson,1,f48d0aaa-ffc7-4b11-a5d9-dffe1dd46f29,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,
4,2024-08-21,745138,Strikeout,strikeout,True,691026,668964,Masyn Winn,Tobias Myers,0,73c82986-7465-442a-821d-c1bd403b0c7c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,,,,0.0,0.0,0.0,0.348,0.517,0.138,0.212,0.424,0.164,0.094,0.094,0.431,0.462,0.615,0.16,0.173,0.198,0.276,,,,,,
5,2024-08-21,745138,Groundout,field_out,True,676475,668964,Alec Burleson,Tobias Myers,0,de108605-a83d-4cd0-97c3-92aebff36b6f,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,,,,0.0,0.0,0.0,0.348,0.517,0.138,0.212,0.424,0.164,0.094,0.094,0.431,0.462,0.615,0.16,0.173,0.198,0.276,,,,,,
6,2024-08-21,745138,Single,single,False,575929,668964,Willson Contreras,Tobias Myers,0,de3835d7-f6b6-4001-a219-4ffa41a54f7a,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,,,,0.0,0.0,0.0,0.348,0.517,0.138,0.212,0.424,0.164,0.094,0.094,0.431,0.462,0.615,0.16,0.173,0.198,0.276,,,,,,
7,2024-08-21,745138,Groundout,field_out,True,680977,668964,Brendan Donovan,Tobias Myers,0,e102fc86-86bb-4e53-a9e3-21c0a349456c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,,,,0.0,0.0,0.0,0.348,0.517,0.138,0.212,0.424,0.164,0.094,0.094,0.431,0.462,0.615,0.16,0.173,0.198,0.276,,,,,,
8,2024-08-21,745138,Lineout,field_out,True,642715,502043,Willy Adames,Kyle Gibson,0,f6123cc3-ebd9-48e9-b1db-50d6412ab99c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,
9,2024-08-21,745138,Single,single,False,672012,502043,Tyler Black,Kyle Gibson,0,a37b1782-c32e-47d7-952d-1680d4d127f9,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,
