,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-07,745613,Strikeout,strikeout,True,663837,669620,Matt Vierling,Brady Basso,0,11f650ae-5e7c-45e3-8455-15525d49ad36,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.93,3.62,9.1,108.0,90.0,99.0,0.678,8.68,0.96,5.79,0.96,1.0,0.292,0.458,0.167,0.292,0.492,91.0,83.0,69.0,87.0,116.0,106.0,84.0,107.0,101.0,0.032,0.452,0.151,0.294,0.071,2.07,1.25,0.72,-0.12,13.76,92.5,88.6,87.2,92.6,76.4,0.2,0.467,0.194,0.25,0.25,0.5,0.0,0.0,0.333,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,745613,Single,single,False,628451,669620,Andy Ibáñez,Brady Basso,0,5c624c9d-5946-4d7f-bcd8-a058f23e29bb,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.93,3.62,9.1,108.0,90.0,99.0,0.678,8.68,0.96,5.79,0.96,1.0,0.292,0.458,0.167,0.292,0.492,91.0,83.0,69.0,87.0,116.0,106.0,84.0,107.0,101.0,0.032,0.452,0.151,0.294,0.071,2.07,1.25,0.72,-0.12,13.76,92.5,88.6,87.2,92.6,76.4,0.2,0.467,0.194,0.25,0.25,0.5,0.0,0.0,0.333,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,745613,Groundout,field_out,True,682985,669620,Riley Greene,Brady Basso,1,4308bdf1-d1e3-4bfc-8576-9eebd77707c2,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.93,3.62,9.1,108.0,90.0,99.0,0.678,8.68,0.96,5.79,0.96,1.0,0.292,0.458,0.167,0.292,0.492,91.0,83.0,69.0,87.0,116.0,106.0,84.0,107.0,101.0,0.032,0.452,0.151,0.294,0.071,2.07,1.25,0.72,-0.12,13.76,92.5,88.6,87.2,92.6,76.4,0.2,0.467,0.194,0.25,0.25,0.5,0.0,0.0,0.333,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,745613,Flyout,field_out,True,669234,669620,Justyn-Henry Malloy,Brady Basso,0,bfe0b66f-ee14-4c24-8de8-aa8b6f08c3c8,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.93,3.62,9.1,108.0,90.0,99.0,0.678,8.68,0.96,5.79,0.96,1.0,0.292,0.458,0.167,0.292,0.492,91.0,83.0,69.0,87.0,116.0,106.0,84.0,107.0,101.0,0.032,0.452,0.151,0.294,0.071,2.07,1.25,0.72,-0.12,13.76,92.5,88.6,87.2,92.6,76.4,0.2,0.467,0.194,0.25,0.25,0.5,0.0,0.0,0.333,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-07,745613,Strikeout,strikeout,True,671732,669724,Lawrence Butler,Brenan Hanifee,0,b426d826-b4ca-4e7b-bf05-930fa2be9dd8,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.42,2.53,19.0,106.0,89.0,103.0,0.848,5.68,1.42,7.58,0.95,2.53,0.213,0.492,0.279,0.246,0.438,98.0,95.0,89.0,,,,80.0,111.0,107.0,0.572,0.138,,,0.074,-0.61,,2.25,,-6.54,95.7,,88.7,95.0,,0.2,0.5,0.455,,,,0.4,1.0,0.182,,,,80.0,106.0,102.0,114.0,105.0,110.0,0.216,2.31,87.4,0.209,0.209,0.08,0.143,0.286,0.167,,,,,,,,,,,,,,,
5,2024-09-07,745613,Single,single,False,667670,669724,Brent Rooker,Brenan Hanifee,0,df2ff3cc-dbe2-4c03-bdf7-7dd7146b8139,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.42,2.53,19.0,106.0,89.0,103.0,0.848,5.68,1.42,7.58,0.95,2.53,0.213,0.492,0.279,0.246,0.438,98.0,95.0,89.0,,,,80.0,111.0,107.0,0.572,0.138,,,0.074,-0.61,,2.25,,-6.54,95.7,,88.7,95.0,,0.2,0.5,0.455,,,,0.4,1.0,0.182,,,,80.0,106.0,102.0,114.0,105.0,110.0,0.216,2.31,87.4,0.209,0.209,0.08,0.143,0.286,0.167,,,,,,,,,,,,,,,
6,2024-09-07,745613,Flyout,field_out,True,664913,669724,Seth Brown,Brenan Hanifee,0,94c7d23d-d050-44ce-aaee-3915a07dbfc2,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.42,2.53,19.0,106.0,89.0,103.0,0.848,5.68,1.42,7.58,0.95,2.53,0.213,0.492,0.279,0.246,0.438,98.0,95.0,89.0,,,,80.0,111.0,107.0,0.572,0.138,,,0.074,-0.61,,2.25,,-6.54,95.7,,88.7,95.0,,0.2,0.5,0.455,,,,0.4,1.0,0.182,,,,80.0,106.0,102.0,114.0,105.0,110.0,0.216,2.31,87.4,0.209,0.209,0.08,0.143,0.286,0.167,,,,,,,,,,,,,,,
7,2024-09-07,745613,Groundout,field_out,True,668709,676428,JJ Bleday,Brant Hurter,0,43029530-1ac0-4e13-984b-5ee955c7840e,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.0,2.47,33.0,101.0,90.0,94.0,0.811,7.91,1.09,7.36,0.82,1.59,0.196,0.392,0.186,0.247,0.492,61.0,93.0,80.0,,,,50.0,102.0,86.0,0.489,0.076,,,0.127,3.07,,1.75,,0.75,92.2,,85.8,92.5,,0.0,0.0,0.368,,,,0.154,0.308,0.259,,,,90.0,106.0,94.0,111.0,96.0,101.0,0.308,0.12,83.4,0.269,0.388,0.091,,,,0.189,0.378,0.361,,,,,,,,,,,,
8,2024-09-07,745613,Strikeout,strikeout,True,690993,669620,Colt Keith,Brady Basso,0,396c830e-6526-442a-a529-3271a658f773,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.93,3.62,9.1,108.0,90.0,99.0,0.678,8.68,0.96,5.79,0.96,1.0,0.292,0.458,0.167,0.292,0.492,91.0,83.0,69.0,87.0,116.0,106.0,84.0,107.0,101.0,0.032,0.452,0.151,0.294,0.071,2.07,1.25,0.72,-0.12,13.76,92.5,88.6,87.2,92.6,76.4,0.2,0.467,0.194,0.25,0.25,0.5,0.0,0.0,0.333,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-07,745613,Lineout,field_out,True,679529,669620,Spencer Torkelson,Brady Basso,0,a607cd51-0b38-4a34-a785-395b0fcb1894,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.93,3.62,9.1,108.0,90.0,99.0,0.678,8.68,0.96,5.79,0.96,1.0,0.292,0.458,0.167,0.292,0.492,91.0,83.0,69.0,87.0,116.0,106.0,84.0,107.0,101.0,0.032,0.452,0.151,0.294,0.071,2.07,1.25,0.72,-0.12,13.76,92.5,88.6,87.2,92.6,76.4,0.2,0.467,0.194,0.25,0.25,0.5,0.0,0.0,0.333,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
