,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-07-29,746684,Groundout,field_out,True,663538,686730,Nico Hoerner,Carson Spiers,0,ee47b873-d9f1-496b-84d3-30781eb9148e,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,74.0,103.0,95.0,76.0,109.0,101.0,121.0,108.0,114.0,82.0,103.0,98.0,0.174,0.281,0.183,0.226,0.136,-0.69,-0.26,1.2,-1.29,-5.15,92.2,87.8,86.5,92.0,81.3,0.209,0.384,0.219,0.3,0.567,0.322,0.286,0.518,0.14,0.292,0.458,0.198,0.388,0.735,0.185,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
1,2024-07-29,746684,Walk,walk,False,683737,686730,Michael Busch,Carson Spiers,0,066e2d25-8ad5-43e8-834c-a678e4864d87,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,74.0,103.0,95.0,76.0,109.0,101.0,121.0,108.0,114.0,82.0,103.0,98.0,0.174,0.281,0.183,0.226,0.136,-0.69,-0.26,1.2,-1.29,-5.15,92.2,87.8,86.5,92.0,81.3,0.209,0.384,0.219,0.3,0.567,0.322,0.286,0.518,0.14,0.292,0.458,0.198,0.388,0.735,0.185,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
2,2024-07-29,746684,Forceout,force_out,True,673548,686730,Seiya Suzuki,Carson Spiers,1,06a42788-e05f-42f4-b0af-66be4b8f70dc,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,74.0,103.0,95.0,76.0,109.0,101.0,121.0,108.0,114.0,82.0,103.0,98.0,0.174,0.281,0.183,0.226,0.136,-0.69,-0.26,1.2,-1.29,-5.15,92.2,87.8,86.5,92.0,81.3,0.209,0.384,0.219,0.3,0.567,0.322,0.286,0.518,0.14,0.292,0.458,0.198,0.388,0.735,0.185,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
3,2024-07-29,746684,Single,single,False,664023,686730,Ian Happ,Carson Spiers,1,d5a208f2-b232-4f3e-bc1d-94d61ad36694,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,74.0,103.0,95.0,76.0,109.0,101.0,121.0,108.0,114.0,82.0,103.0,98.0,0.174,0.281,0.183,0.226,0.136,-0.69,-0.26,1.2,-1.29,-5.15,92.2,87.8,86.5,92.0,81.3,0.209,0.384,0.219,0.3,0.567,0.322,0.286,0.518,0.14,0.292,0.458,0.198,0.388,0.735,0.185,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
4,2024-07-29,746684,Strikeout,strikeout,True,643565,686730,Mike Tauchman,Carson Spiers,0,53fa281e-4f48-4913-81f6-26879b7ed67d,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,74.0,103.0,95.0,76.0,109.0,101.0,121.0,108.0,114.0,82.0,103.0,98.0,0.174,0.281,0.183,0.226,0.136,-0.69,-0.26,1.2,-1.29,-5.15,92.2,87.8,86.5,92.0,81.3,0.209,0.384,0.219,0.3,0.567,0.322,0.286,0.518,0.14,0.292,0.458,0.198,0.388,0.735,0.185,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
5,2024-07-29,746684,Single,single,False,663697,592791,Jonathan India,Jameson Taillon,0,7eb89a86-e4cf-4450-a00d-cb2f79ecd26e,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.043,-0.42,2.08,0.74,0.75,-4.08,92.4,86.6,86.1,92.7,80.6,0.292,0.518,0.139,0.186,0.314,0.34,0.268,0.39,0.093,0.266,0.323,0.186,0.32,0.68,0.116,,,,106.0,112.0,113.0,0.158,-1.53,79.7,0.253,0.462,0.229,,,,,,,,,,,,
6,2024-07-29,746684,Flyout,field_out,True,670770,592791,TJ Friedl,Jameson Taillon,0,49d83b25-be25-423e-8198-6dd70c1db085,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.043,-0.42,2.08,0.74,0.75,-4.08,92.4,86.6,86.1,92.7,80.6,0.292,0.518,0.139,0.186,0.314,0.34,0.268,0.39,0.093,0.266,0.323,0.186,0.32,0.68,0.116,,,,106.0,112.0,113.0,0.158,-1.53,79.7,0.253,0.462,0.229,,,,,,,,,,,,
7,2024-07-29,746684,Pop Out,field_out,True,668715,592791,Spencer Steer,Jameson Taillon,0,0a17de32-cae1-4d33-972e-380160c852ba,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.043,-0.42,2.08,0.74,0.75,-4.08,92.4,86.6,86.1,92.7,80.6,0.292,0.518,0.139,0.186,0.314,0.34,0.268,0.39,0.093,0.266,0.323,0.186,0.32,0.68,0.116,,,,106.0,112.0,113.0,0.158,-1.53,79.7,0.253,0.462,0.229,,,,,,,,,,,,
8,2024-07-29,746684,Strikeout,strikeout,True,600869,592791,Jeimer Candelario,Jameson Taillon,1,c327edf7-1b31-40e0-926a-fde02a050851,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.043,-0.42,2.08,0.74,0.75,-4.08,92.4,86.6,86.1,92.7,80.6,0.292,0.518,0.139,0.186,0.314,0.34,0.268,0.39,0.093,0.266,0.323,0.186,0.32,0.68,0.116,,,,106.0,112.0,113.0,0.158,-1.53,79.7,0.253,0.462,0.229,,,,,,,,,,,,
9,2024-07-29,746684,Walk,walk,False,621020,686730,Dansby Swanson,Carson Spiers,0,c1ee077e-0f56-4b6d-923a-1689afce1e16,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,74.0,103.0,95.0,76.0,109.0,101.0,121.0,108.0,114.0,82.0,103.0,98.0,0.174,0.281,0.183,0.226,0.136,-0.69,-0.26,1.2,-1.29,-5.15,92.2,87.8,86.5,92.0,81.3,0.209,0.384,0.219,0.3,0.567,0.322,0.286,0.518,0.14,0.292,0.458,0.198,0.388,0.735,0.185,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
