,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-13,747004,Groundout,field_out,True,669743,669432,Alex Call,Trevor Rogers,0,d3a1997c-f963-474e-890e-335d0af5f225,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,747004,Double,double,False,682928,669432,CJ Abrams,Trevor Rogers,0,89b7c92b-473b-4893-96b3-e7865f27676a,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,747004,Walk,walk,False,660766,669432,Juan Yepez,Trevor Rogers,0,20aa89cf-6dc8-4291-a163-662f76463512,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,747004,Pop Out,field_out,True,660688,669432,Keibert Ruiz,Trevor Rogers,0,69c7b813-743e-404a-854b-c5b690e6ce60,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
4,2024-08-13,747004,Single,single,False,695578,669432,James Wood,Trevor Rogers,1,328baf0a-46fa-413c-bc39-c65fca538c27,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
5,2024-08-13,747004,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,665953,669432,Andrés Chaparro,Trevor Rogers,1,fd498bfc-1f18-4eee-8680-f155eef5f470,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
6,2024-08-13,747004,Groundout,field_out,True,681297,663623,Colton Cowser,Jake Irvin,0,d06b7ad3-4dff-46ad-a336-9fdc8ea49bb1,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,82.0,106.0,99.0,94.0,105.0,105.0,110.0,116.0,118.0,0.184,0.375,0.004,0.033,0.61,-0.78,-14.36,0.77,94.0,88.4,93.2,85.9,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,,,,111.0,105.0,106.0,78.0,103.0,93.0,0.076,0.328,-0.21,0.43,89.9,81.1,0.215,0.419,0.249,0.295,0.545,0.202,,,
7,2024-08-13,747004,Flyout,field_out,True,623993,663623,Anthony Santander,Jake Irvin,0,8146509a-5288-4f9d-927f-b5377349005a,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,82.0,106.0,99.0,94.0,105.0,105.0,110.0,116.0,118.0,0.184,0.375,0.004,0.033,0.61,-0.78,-14.36,0.77,94.0,88.4,93.2,85.9,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,,,,111.0,105.0,106.0,78.0,103.0,93.0,0.076,0.328,-0.21,0.43,89.9,81.1,0.215,0.419,0.249,0.295,0.545,0.202,,,
8,2024-08-13,747004,Strikeout,strikeout,True,683002,663623,Gunnar Henderson,Jake Irvin,0,ff1298c9-5ef6-4fde-a8a1-a66ebfa78fd5,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,82.0,106.0,99.0,94.0,105.0,105.0,110.0,116.0,118.0,0.184,0.375,0.004,0.033,0.61,-0.78,-14.36,0.77,94.0,88.4,93.2,85.9,0.204,0.376,0.243,0.182,0.182,0.303,0.333,0.492,0.124,,,,111.0,105.0,106.0,78.0,103.0,93.0,0.076,0.328,-0.21,0.43,89.9,81.1,0.215,0.419,0.249,0.295,0.545,0.202,,,
9,2024-08-13,747004,Flyout,field_out,True,665953,669432,Andrés Chaparro,Trevor Rogers,0,083f98ae-186d-4b2f-89bc-9c650064729e,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,0.238,-0.23,-0.35,-1.98,-1.28,91.9,85.6,91.5,82.4,0.252,0.467,0.234,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
