,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-10,745248,Pop Out,field_out,True,667452,669302,Corey Julks,Logan Gilbert,0,d506ba7a-5508-44f4-bb6e-6e8c4d5464c9,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
1,2024-06-10,745248,Strikeout,strikeout,True,670032,669302,Nicky Lopez,Logan Gilbert,0,96b56ea5-1b8c-4242-b9cb-c044897ba60e,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
2,2024-06-10,745248,Flyout,field_out,True,673357,669302,Luis Robert Jr.,Logan Gilbert,0,88581a7c-3860-46d7-9e64-021cf93f1a68,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
3,2024-06-10,745248,Flyout,field_out,True,641487,607200,J.P. Crawford,Erick Fedde,0,8b1a2ee9-dacc-4a0a-a333-4ca5e2d4aead,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,,,,0.306,0.001,0.299,,0.198,,-1.85,1.18,,0.74,0.47,,94.1,90.1,,93.2,83.7,,0.184,0.382,0.26,,,,0.242,0.387,0.258,,,,,,,85.0,111.0,108.0,0.196,0.17,87.9,0.246,0.358,0.203,0.216,0.295,0.142
4,2024-06-10,745248,Flyout,field_out,True,668942,607200,Josh Rojas,Erick Fedde,0,43bca771-94ec-4470-a704-7435bd67a2c0,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,,,,0.306,0.001,0.299,,0.198,,-1.85,1.18,,0.74,0.47,,94.1,90.1,,93.2,83.7,,0.184,0.382,0.26,,,,0.242,0.387,0.258,,,,,,,85.0,111.0,108.0,0.196,0.17,87.9,0.246,0.358,0.203,0.216,0.295,0.142
5,2024-06-10,745248,Flyout,field_out,True,677594,607200,Julio Rodríguez,Erick Fedde,0,5a0c207c-7ffb-4a55-bec3-afd6013c3273,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,,,,0.306,0.001,0.299,,0.198,,-1.85,1.18,,0.74,0.47,,94.1,90.1,,93.2,83.7,,0.184,0.382,0.26,,,,0.242,0.387,0.258,,,,,,,85.0,111.0,108.0,0.196,0.17,87.9,0.246,0.358,0.203,0.216,0.295,0.142
6,2024-06-10,745248,Strikeout,strikeout,True,657757,669302,Gavin Sheets,Logan Gilbert,0,e65f4ff2-1964-416b-9265-886b02781bc2,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
7,2024-06-10,745248,Single,single,False,683734,669302,Andrew Vaughn,Logan Gilbert,0,52ae9cb9-fcdb-4d80-ab45-94a35c91ecbb,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
8,2024-06-10,745248,Forceout,force_out,True,657557,669302,Paul DeJong,Logan Gilbert,1,8268fade-a0e2-43f7-a611-7db056218294,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
9,2024-06-10,745248,Single,single,False,672820,669302,Lenyn Sosa,Logan Gilbert,1,a1afb84d-aff1-4102-85d6-1807156ae0b2,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
