,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,vSC (sc),Stf+ FC,Loc+ FC,Pit+ FC,FC%,SC%,wFC/C,wSC/C,vFC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SC_ba,SC_slg,SC_whiff,KC%,wKC/C,vKC
0,2024-08-21,744812,Flyout,field_out,True,453568,680730,Charlie Blackmon,Mitchell Parker,0,f60c5ff6-02b0-4ecb-ad21-3d377be14701,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-21,744812,Pop Out,field_out,True,678662,680730,Ezequiel Tovar,Mitchell Parker,0,5240ee3a-97ea-4d16-bb02-acaa0d4dc896,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-21,744812,Double,double,False,686668,680730,Brenton Doyle,Mitchell Parker,0,1b095a90-38fa-4e25-ba0e-0b88b8add8f4,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-21,744812,Strikeout,strikeout,True,641857,680730,Ryan McMahon,Mitchell Parker,0,c97a4233-4335-4fb8-9e3e-63f45b632ba0,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-21,744812,Groundout,field_out,True,669743,685299,Alex Call,Tanner Gordon,0,316bc3a9-c560-462f-a9ed-71b89598b3c6,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,,,,0.487,,0.272,0.039,-1.45,,-0.25,-18.97,92.1,,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,,,,0.241,0.379,0.299,86.0,105.0,102.0,101.0,114.0,106.0,0.011,0.191,6.91,-3.15,84.0,93.3,0.333,0.667,0.239,,,,,,,,,,,,,,,,,,,,,
5,2024-08-21,744812,Flyout,field_out,True,682928,685299,CJ Abrams,Tanner Gordon,0,19ec87a9-9388-41d4-b0fe-cc5b2f97cfe6,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,,,,0.487,,0.272,0.039,-1.45,,-0.25,-18.97,92.1,,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,,,,0.241,0.379,0.299,86.0,105.0,102.0,101.0,114.0,106.0,0.011,0.191,6.91,-3.15,84.0,93.3,0.333,0.667,0.239,,,,,,,,,,,,,,,,,,,,,
6,2024-08-21,744812,Single,single,False,695578,685299,James Wood,Tanner Gordon,1,4e81fc3f-c069-4439-b002-795b3d6d7a89,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,,,,0.487,,0.272,0.039,-1.45,,-0.25,-18.97,92.1,,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,,,,0.241,0.379,0.299,86.0,105.0,102.0,101.0,114.0,106.0,0.011,0.191,6.91,-3.15,84.0,93.3,0.333,0.667,0.239,,,,,,,,,,,,,,,,,,,,,
7,2024-08-21,744812,Flyout,field_out,True,660688,685299,Keibert Ruiz,Tanner Gordon,0,97ee32a3-46cd-43c0-895c-de521764ff6e,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,,,,0.487,,0.272,0.039,-1.45,,-0.25,-18.97,92.1,,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,,,,0.241,0.379,0.299,86.0,105.0,102.0,101.0,114.0,106.0,0.011,0.191,6.91,-3.15,84.0,93.3,0.333,0.667,0.239,,,,,,,,,,,,,,,,,,,,,
8,2024-08-21,744812,Single,single,False,663898,680730,Brendan Rodgers,Mitchell Parker,0,82c16a96-625b-4e0f-b0c4-904310389c76,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-21,744812,Strikeout,strikeout,True,669911,680730,Michael Toglia,Mitchell Parker,0,1be3d20b-0c0d-4fdf-9064-b2906c9ccb31,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
