,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-09-18,745199,Lineout,field_out,True,650402,682243,Gleyber Torres,Bryce Miller,0,41316e65-2a47-4537-8566-a640b6709c0d,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
1,2024-09-18,745199,Walk,walk,False,665742,682243,Juan Soto,Bryce Miller,0,e7e1572b-a35f-48e0-a87d-cfd3ecc24b2f,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
2,2024-09-18,745199,Strikeout,strikeout,True,592450,682243,Aaron Judge,Bryce Miller,0,e8f7f865-ade6-4cdc-90df-e41bf581eccf,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
3,2024-09-18,745199,Strikeout,strikeout,True,669224,682243,Austin Wells,Bryce Miller,1,99b7895a-5ec3-498e-a149-bd1eb5248a36,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
4,2024-09-18,745199,Strikeout,strikeout,True,677594,641482,Julio Rodríguez,Nestor Cortes,0,9ad1bec4-26ac-49cd-ba98-174d60b9b15b,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.65,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,100.0,98.0,101.0,,,,109.0,100.0,103.0,,,,0.014,0.442,0.28,,0.168,,0.26,1.33,,1.38,-1.27,,92.1,87.5,,90.3,78.2,,0.235,0.443,0.215,0.143,0.143,0.316,,,,0.284,0.511,0.25,0.364,0.727,0.167,,,,0.249,0.378,0.251,86.0,102.0,94.0,0.097,-0.87,83.6,0.226,0.369,0.326
5,2024-09-18,745199,Pop Out,field_out,True,663728,641482,Cal Raleigh,Nestor Cortes,0,960e76ca-8fa6-4c0d-818e-d6f4ed33f886,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.65,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,100.0,98.0,101.0,,,,109.0,100.0,103.0,,,,0.014,0.442,0.28,,0.168,,0.26,1.33,,1.38,-1.27,,92.1,87.5,,90.3,78.2,,0.235,0.443,0.215,0.143,0.143,0.316,,,,0.284,0.511,0.25,0.364,0.727,0.167,,,,0.249,0.378,0.251,86.0,102.0,94.0,0.097,-0.87,83.6,0.226,0.369,0.326
6,2024-09-18,745199,Strikeout,strikeout,True,668227,641482,Randy Arozarena,Nestor Cortes,0,2b581a95-9877-4736-a21d-e0111036fa5b,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.65,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,100.0,98.0,101.0,,,,109.0,100.0,103.0,,,,0.014,0.442,0.28,,0.168,,0.26,1.33,,1.38,-1.27,,92.1,87.5,,90.3,78.2,,0.235,0.443,0.215,0.143,0.143,0.316,,,,0.284,0.511,0.25,0.364,0.727,0.167,,,,0.249,0.378,0.251,86.0,102.0,94.0,0.097,-0.87,83.6,0.226,0.369,0.326
7,2024-09-18,745199,Groundout,field_out,True,665862,682243,Jazz Chisholm Jr.,Bryce Miller,0,98a496a0-a1c7-45c7-85b8-416d1f2f0d0a,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
8,2024-09-18,745199,Walk,walk,False,691176,682243,Jasson Domínguez,Bryce Miller,0,01018e0f-9870-442a-8cc2-c4a1c766f6e6,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
9,2024-09-18,745199,Single,single,False,519203,682243,Anthony Rizzo,Bryce Miller,1,acebcc92-6220-4bd8-b261-af8c820e5422,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,94.0,107.0,110.0,0.171,0.423,0.023,0.171,0.168,0.044,1.53,0.15,1.52,1.55,-0.2,-0.39,95.2,92.1,84.4,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.148,0.225,0.29,0.24,0.4,0.188,0.243,0.568,0.261,0.231,0.308,0.378,0.25,0.333,0.207,,,,,,,,,
