,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-07-07,744993,Single,single,False,650490,543135,Yandy Díaz,Nathan Eovaldi,0,985177d7-d93d-4bf3-bef6-b8f7274212c2,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
1,2024-07-07,744993,Grounded Into DP,grounded_into_double_play,True,664040,543135,Brandon Lowe,Nathan Eovaldi,1,a70f7bf3-fe07-46b2-8abc-c23612173078,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
2,2024-07-07,744993,Strikeout,strikeout,True,670623,543135,Isaac Paredes,Nathan Eovaldi,0,2d7da322-a895-4140-a0b7-f0266d2fcd42,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
3,2024-07-07,744993,Groundout,field_out,True,543760,641793,Marcus Semien,Zack Littell,0,087058f8-14a7-4abb-bcbc-cba8fd310cd5,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,56.0,111.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.207,,0.226,0.413,,-0.92,,-1.86,1.08,,92.6,,83.0,85.7,,0.313,0.484,0.209,0.283,0.485,0.346,,,,,,,0.375,0.5,0.085,73.0,103.0,91.0,0.154,-1.56,91.9,0.309,0.485,0.147,,,,,,,,,
4,2024-07-07,744993,Double,double,False,608369,641793,Corey Seager,Zack Littell,0,7e91d575-b240-44e5-bfcd-16c29bf4b300,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,56.0,111.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.207,,0.226,0.413,,-0.92,,-1.86,1.08,,92.6,,83.0,85.7,,0.313,0.484,0.209,0.283,0.485,0.346,,,,,,,0.375,0.5,0.085,73.0,103.0,91.0,0.154,-1.56,91.9,0.309,0.485,0.147,,,,,,,,,
5,2024-07-07,744993,Strikeout,strikeout,True,669701,641793,Josh Smith,Zack Littell,0,bdb9f205-98f3-43a7-9efd-fe5cb0df47d8,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,56.0,111.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.207,,0.226,0.413,,-0.92,,-1.86,1.08,,92.6,,83.0,85.7,,0.313,0.484,0.209,0.283,0.485,0.346,,,,,,,0.375,0.5,0.085,73.0,103.0,91.0,0.154,-1.56,91.9,0.309,0.485,0.147,,,,,,,,,
6,2024-07-07,744993,Double,double,False,694671,641793,Wyatt Langford,Zack Littell,1,fd576bca-a3cc-4c48-9105-88795ec1218b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,56.0,111.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.207,,0.226,0.413,,-0.92,,-1.86,1.08,,92.6,,83.0,85.7,,0.313,0.484,0.209,0.283,0.485,0.346,,,,,,,0.375,0.5,0.085,73.0,103.0,91.0,0.154,-1.56,91.9,0.309,0.485,0.147,,,,,,,,,
7,2024-07-07,744993,Strikeout,strikeout,True,663993,641793,Nathaniel Lowe,Zack Littell,0,b493612a-d79c-4b96-baf7-0896454135b5,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,56.0,111.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.207,,0.226,0.413,,-0.92,,-1.86,1.08,,92.6,,83.0,85.7,,0.313,0.484,0.209,0.283,0.485,0.346,,,,,,,0.375,0.5,0.085,73.0,103.0,91.0,0.154,-1.56,91.9,0.309,0.485,0.147,,,,,,,,,
8,2024-07-07,744993,Flyout,field_out,True,666139,543135,Josh Lowe,Nathan Eovaldi,0,5eda5297-fd3d-4e0b-bf2f-52df16979e72,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
9,2024-07-07,744993,Groundout,field_out,True,668227,543135,Randy Arozarena,Nathan Eovaldi,0,64ee43f9-ba46-4b72-8cf5-395e8164d2f7,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
