,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C,ST_ba,ST_slg,ST_whiff
0,2024-09-08,745453,Home Run,home_run,False,682928,683003,CJ Abrams,Jared Jones,0,5ea17c9e-2640-488f-8d70-7f504a3cb1c0,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.82,3.83,108.1,102.0,127.0,109.0,0.718,9.55,2.58,7.39,1.33,0.94,0.235,0.391,0.156,0.339,0.465,116.0,101.0,109.0,99.0,95.0,99.0,133.0,103.0,110.0,128.0,104.0,111.0,0.488,0.36,0.085,0.066,0.14,1.6,-1.1,-3.57,97.3,89.8,88.7,81.1,0.226,0.426,0.264,0.187,0.329,0.385,0.324,0.595,0.219,0.263,0.684,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-08,745453,Groundout,field_out,True,695578,683003,James Wood,Jared Jones,0,15704078-3aa2-4d44-8acf-ce09cccd7104,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.82,3.83,108.1,102.0,127.0,109.0,0.718,9.55,2.58,7.39,1.33,0.94,0.235,0.391,0.156,0.339,0.465,116.0,101.0,109.0,99.0,95.0,99.0,133.0,103.0,110.0,128.0,104.0,111.0,0.488,0.36,0.085,0.066,0.14,1.6,-1.1,-3.57,97.3,89.8,88.7,81.1,0.226,0.426,0.264,0.187,0.329,0.385,0.324,0.595,0.219,0.263,0.684,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-08,745453,Pop Out,field_out,True,665953,683003,Andrés Chaparro,Jared Jones,0,606de8b8-4aae-422f-981c-140a9923cdc0,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.82,3.83,108.1,102.0,127.0,109.0,0.718,9.55,2.58,7.39,1.33,0.94,0.235,0.391,0.156,0.339,0.465,116.0,101.0,109.0,99.0,95.0,99.0,133.0,103.0,110.0,128.0,104.0,111.0,0.488,0.36,0.085,0.066,0.14,1.6,-1.1,-3.57,97.3,89.8,88.7,81.1,0.226,0.426,0.264,0.187,0.329,0.385,0.324,0.595,0.219,0.263,0.684,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-08,745453,Strikeout,strikeout,True,671277,683003,Luis García Jr.,Jared Jones,0,0a9d4cb8-f7e9-4199-88f7-02f56f815061,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.82,3.83,108.1,102.0,127.0,109.0,0.718,9.55,2.58,7.39,1.33,0.94,0.235,0.391,0.156,0.339,0.465,116.0,101.0,109.0,99.0,95.0,99.0,133.0,103.0,110.0,128.0,104.0,111.0,0.488,0.36,0.085,0.066,0.14,1.6,-1.1,-3.57,97.3,89.8,88.7,81.1,0.226,0.426,0.264,0.187,0.329,0.385,0.324,0.595,0.219,0.263,0.684,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-08,745453,Single,single,False,643396,571578,Isiah Kiner-Falefa,Patrick Corbin,0,accb3e0a-d7e0-418a-80d2-a238bd0e4343,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,72.0,102.0,97.0,54.0,97.0,84.0,87.0,97.0,96.0,0.081,0.335,0.016,0.037,-1.39,-0.04,-2.88,-5.53,91.3,81.0,80.0,70.2,0.311,0.578,0.133,0.232,0.369,0.357,0.409,0.773,0.279,0.667,1.667,0.556,71.0,104.0,92.0,77.0,107.0,99.0,0.344,0.187,0.001,-0.34,-1.6,4.68,85.5,91.5,63.2,0.335,0.551,0.092,0.293,0.447,0.223,,,,,,
5,2024-09-08,745453,Flyout,field_out,True,668804,571578,Bryan Reynolds,Patrick Corbin,0,3aeee4cf-871f-4b70-9ba1-0da8673ab45a,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,72.0,102.0,97.0,54.0,97.0,84.0,87.0,97.0,96.0,0.081,0.335,0.016,0.037,-1.39,-0.04,-2.88,-5.53,91.3,81.0,80.0,70.2,0.311,0.578,0.133,0.232,0.369,0.357,0.409,0.773,0.279,0.667,1.667,0.556,71.0,104.0,92.0,77.0,107.0,99.0,0.344,0.187,0.001,-0.34,-1.6,4.68,85.5,91.5,63.2,0.335,0.551,0.092,0.293,0.447,0.223,,,,,,
6,2024-09-08,745453,Home Run,home_run,False,663698,571578,Joey Bart,Patrick Corbin,1,f03ca21d-4979-4e18-a109-1f74953d0331,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,72.0,102.0,97.0,54.0,97.0,84.0,87.0,97.0,96.0,0.081,0.335,0.016,0.037,-1.39,-0.04,-2.88,-5.53,91.3,81.0,80.0,70.2,0.311,0.578,0.133,0.232,0.369,0.357,0.409,0.773,0.279,0.667,1.667,0.556,71.0,104.0,92.0,77.0,107.0,99.0,0.344,0.187,0.001,-0.34,-1.6,4.68,85.5,91.5,63.2,0.335,0.551,0.092,0.293,0.447,0.223,,,,,,
7,2024-09-08,745453,Strikeout,strikeout,True,457705,571578,Andrew McCutchen,Patrick Corbin,0,2fb1273b-d672-4987-9479-6affd84ab7e9,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,72.0,102.0,97.0,54.0,97.0,84.0,87.0,97.0,96.0,0.081,0.335,0.016,0.037,-1.39,-0.04,-2.88,-5.53,91.3,81.0,80.0,70.2,0.311,0.578,0.133,0.232,0.369,0.357,0.409,0.773,0.279,0.667,1.667,0.556,71.0,104.0,92.0,77.0,107.0,99.0,0.344,0.187,0.001,-0.34,-1.6,4.68,85.5,91.5,63.2,0.335,0.551,0.092,0.293,0.447,0.223,,,,,,
8,2024-09-08,745453,Single,single,False,693304,571578,Nick Gonzales,Patrick Corbin,0,aad7c3a0-93af-4aa8-bcf4-7e022e9b82e3,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,72.0,102.0,97.0,54.0,97.0,84.0,87.0,97.0,96.0,0.081,0.335,0.016,0.037,-1.39,-0.04,-2.88,-5.53,91.3,81.0,80.0,70.2,0.311,0.578,0.133,0.232,0.369,0.357,0.409,0.773,0.279,0.667,1.667,0.556,71.0,104.0,92.0,77.0,107.0,99.0,0.344,0.187,0.001,-0.34,-1.6,4.68,85.5,91.5,63.2,0.335,0.551,0.092,0.293,0.447,0.223,,,,,,
9,2024-09-08,745453,Double,double,False,650559,571578,Bryan De La Cruz,Patrick Corbin,1,3433b56d-2227-487f-b081-50df661d4c9f,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,72.0,102.0,97.0,54.0,97.0,84.0,87.0,97.0,96.0,0.081,0.335,0.016,0.037,-1.39,-0.04,-2.88,-5.53,91.3,81.0,80.0,70.2,0.311,0.578,0.133,0.232,0.369,0.357,0.409,0.773,0.279,0.667,1.667,0.556,71.0,104.0,92.0,77.0,107.0,99.0,0.344,0.187,0.001,-0.34,-1.6,4.68,85.5,91.5,63.2,0.335,0.551,0.092,0.293,0.447,0.223,,,,,,
