,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-07-07,745477,Flyout,field_out,True,596019,682847,Francisco Lindor,Luis L. Ortiz,0,4c47897c-34e3-49de-bf9f-c4e0bcf1ffed,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.21,0.346,0.293,0.25,0.353,0.134,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-07,745477,Strikeout,strikeout,True,607043,682847,Brandon Nimmo,Luis L. Ortiz,0,f155fba8-f4b8-4f25-bd82-94b77d35a8ed,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.21,0.346,0.293,0.25,0.353,0.134,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-07,745477,Strikeout,strikeout,True,502110,682847,J.D. Martinez,Luis L. Ortiz,0,cf7008cc-fd14-4f09-94bd-0e5a5b29dc14,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.21,0.346,0.293,0.25,0.353,0.134,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-07,745477,Walk,walk,False,457705,640455,Andrew McCutchen,Sean Manaea,0,d1fe0d80-27cd-4e3f-bd78-5f2a7f64cfcc,640455.0,seanmanaea,Manaea,Left,Sean Manaea,0.143,0.429,0.328,0.229,0.344,0.19,0.227,0.295,0.213,0.242,0.273,0.178,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,
4,2024-07-07,745477,Grounded Into DP,grounded_into_double_play,True,668804,640455,Bryan Reynolds,Sean Manaea,1,8dfe31d4-3965-45f3-b698-531b8e443750,640455.0,seanmanaea,Manaea,Left,Sean Manaea,0.143,0.429,0.328,0.229,0.344,0.19,0.227,0.295,0.213,0.242,0.273,0.178,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,
5,2024-07-07,745477,Walk,walk,False,656582,640455,Connor Joe,Sean Manaea,0,0f09c2ed-92cf-4567-a810-f7763a63c217,640455.0,seanmanaea,Manaea,Left,Sean Manaea,0.143,0.429,0.328,0.229,0.344,0.19,0.227,0.295,0.213,0.242,0.273,0.178,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,
6,2024-07-07,745477,Flyout,field_out,True,693304,640455,Nick Gonzales,Sean Manaea,0,4cf9596b-f7b4-4720-acdb-24957764ad3d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,0.143,0.429,0.328,0.229,0.344,0.19,0.227,0.295,0.213,0.242,0.273,0.178,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,
7,2024-07-07,745477,Single,single,False,624413,682847,Pete Alonso,Luis L. Ortiz,0,da7d931d-e1f0-4688-b90e-6257a9db46a7,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.21,0.346,0.293,0.25,0.353,0.134,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-07,745477,Grounded Into DP,grounded_into_double_play,True,682626,682847,Francisco Alvarez,Luis L. Ortiz,1,f71690c4-ac05-4ce3-84a9-69e8288bb5c6,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.21,0.346,0.293,0.25,0.353,0.134,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-07,745477,Lineout,field_out,True,621466,682847,DJ Stewart,Luis L. Ortiz,0,67208137-3ce9-4b9e-b36c-67c0d7d2eafc,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.21,0.346,0.293,0.25,0.353,0.134,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
