,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-09-21,745124,Flyout,field_out,True,682657,571945,Angel Martínez,Miles Mikolas,0,e2a47853-9ec0-40dd-9cf6-5adf04cff1b8,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
1,2024-09-21,745124,Strikeout,strikeout,True,700932,571945,Kyle Manzardo,Miles Mikolas,0,392ddb6a-6f65-4fae-a810-ee74d35ef11c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
2,2024-09-21,745124,Flyout,field_out,True,608070,571945,José Ramírez,Miles Mikolas,0,2af0e7af-34d8-49bc-815b-c30bdf63e899,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
3,2024-09-21,745124,Pop Out,field_out,True,691026,571510,Masyn Winn,Matthew Boyd,0,21229c8c-74a5-4d76-9943-9739f85f55db,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.11,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,85.0,100.0,98.0,66.0,100.0,91.0,78.0,101.0,90.0,75.0,101.0,98.0,0.102,0.383,0.173,0.081,,0.262,1.48,-2.47,1.15,1.42,,0.04,92.0,80.9,91.8,79.5,74.1,,0.32,0.64,0.071,0.148,0.222,0.449,0.15,0.25,0.246,0.167,0.25,0.474,0.261,0.37,0.352,,,,,,,,,,,,,,,,,,,,,
4,2024-09-21,745124,Pop Out,field_out,True,663609,571510,Luken Baker,Matthew Boyd,0,fe993b96-79a1-4ba9-ac47-70984393871b,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.11,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,85.0,100.0,98.0,66.0,100.0,91.0,78.0,101.0,90.0,75.0,101.0,98.0,0.102,0.383,0.173,0.081,,0.262,1.48,-2.47,1.15,1.42,,0.04,92.0,80.9,91.8,79.5,74.1,,0.32,0.64,0.071,0.148,0.222,0.449,0.15,0.25,0.246,0.167,0.25,0.474,0.261,0.37,0.352,,,,,,,,,,,,,,,,,,,,,
5,2024-09-21,745124,Single,single,False,502671,571510,Paul Goldschmidt,Matthew Boyd,0,9dd55870-4702-4ea0-b035-24e0b05361ee,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.11,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,85.0,100.0,98.0,66.0,100.0,91.0,78.0,101.0,90.0,75.0,101.0,98.0,0.102,0.383,0.173,0.081,,0.262,1.48,-2.47,1.15,1.42,,0.04,92.0,80.9,91.8,79.5,74.1,,0.32,0.64,0.071,0.148,0.222,0.449,0.15,0.25,0.246,0.167,0.25,0.474,0.261,0.37,0.352,,,,,,,,,,,,,,,,,,,,,
6,2024-09-21,745124,Strikeout,strikeout,True,571448,571510,Nolan Arenado,Matthew Boyd,0,52097eda-3b9e-41f9-a19e-63ff0e613520,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.11,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,85.0,100.0,98.0,66.0,100.0,91.0,78.0,101.0,90.0,75.0,101.0,98.0,0.102,0.383,0.173,0.081,,0.262,1.48,-2.47,1.15,1.42,,0.04,92.0,80.9,91.8,79.5,74.1,,0.32,0.64,0.071,0.148,0.222,0.449,0.15,0.25,0.246,0.167,0.25,0.474,0.261,0.37,0.352,,,,,,,,,,,,,,,,,,,,,
7,2024-09-21,745124,Lineout,field_out,True,647304,571945,Josh Naylor,Miles Mikolas,0,9234fe27-97ef-44d7-9220-de547ebceb28,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
8,2024-09-21,745124,Single,single,False,657041,571945,Lane Thomas,Miles Mikolas,0,25c68ec2-c1ce-427d-9cae-074359cd1958,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
9,2024-09-21,745124,Single,single,True,665926,571945,Andrés Giménez,Miles Mikolas,1,c6209af6-702d-4864-952f-74546c26df40,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
10,2024-09-21,745124,Strikeout,strikeout,True,678877,571945,Jhonkensy Noel,Miles Mikolas,0,c4cf2114-c824-4046-87a6-75ad40f7ae04,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.47,166.2,109.0,88.0,103.0,0.86,6.37,1.3,10.1,1.35,1.16,0.246,0.403,0.151,0.337,0.493,86.0,103.0,97.0,95.0,108.0,106.0,66.0,108.0,98.0,81.0,111.0,98.0,116.0,112.0,114.0,0.232,0.277,0.285,0.116,0.005,0.086,0.15,1.27,-0.92,-1.86,4.26,-3.96,93.2,85.6,92.4,85.6,76.5,69.6,0.242,0.39,0.109,0.296,0.5,0.157,0.293,0.46,0.176,0.264,0.514,0.235,0.381,0.746,0.164,0.25,0.438,0.28,,,,,,,,,,,,,,,,,,
