,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff
0,2024-04-22,746723,Strikeout,strikeout,True,656941,668881,Kyle Schwarber,Hunter Greene,0,5eb4e35f-b859-4f9b-8496-dc51059a1319,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-22,746723,Flyout,field_out,True,607208,668881,Trea Turner,Hunter Greene,0,78dcedcd-c72f-4303-bd29-ba4b0c8bc3a6,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-22,746723,Strikeout,strikeout,True,592663,668881,J.T. Realmuto,Hunter Greene,0,32f19be6-2f7a-4e7f-a8ed-8fe59c276294,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-22,746723,Single,single,False,656413,624133,Stuart Fairchild,Ranger Suárez,0,a57ec8f2-3a9e-4846-9d15-256f1843d2fc,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,22.0,85.0,77.0,,,,0.19,,0.001,0.199,1.37,,-4.76,1.5,92.0,,81.3,74.5,0.208,0.299,0.184,,,,,,,0.171,0.289,0.335,75.0,104.0,103.0,87.0,106.0,103.0,102.0,98.0,94.0,0.319,0.125,0.166,-1.66,1.26,0.71,86.6,80.3,90.9,0.241,0.354,0.109,0.181,0.25,0.393,0.308,0.615,0.125
4,2024-04-22,746723,Strikeout Double Play,strikeout_double_play,True,668715,624133,Spencer Steer,Ranger Suárez,1,2eccb6eb-fe7a-4a8a-ba88-9c12c94f2638,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,22.0,85.0,77.0,,,,0.19,,0.001,0.199,1.37,,-4.76,1.5,92.0,,81.3,74.5,0.208,0.299,0.184,,,,,,,0.171,0.289,0.335,75.0,104.0,103.0,87.0,106.0,103.0,102.0,98.0,94.0,0.319,0.125,0.166,-1.66,1.26,0.71,86.6,80.3,90.9,0.241,0.354,0.109,0.181,0.25,0.393,0.308,0.615,0.125
5,2024-04-22,746723,Groundout,field_out,True,663886,624133,Tyler Stephenson,Ranger Suárez,0,365020d3-56b2-4bee-aa1f-4fe08216071c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,22.0,85.0,77.0,,,,0.19,,0.001,0.199,1.37,,-4.76,1.5,92.0,,81.3,74.5,0.208,0.299,0.184,,,,,,,0.171,0.289,0.335,75.0,104.0,103.0,87.0,106.0,103.0,102.0,98.0,94.0,0.319,0.125,0.166,-1.66,1.26,0.71,86.6,80.3,90.9,0.241,0.354,0.109,0.181,0.25,0.393,0.308,0.615,0.125
6,2024-04-22,746723,Groundout,field_out,True,669016,668881,Brandon Marsh,Hunter Greene,0,d52e1b3b-dd8b-4d40-af46-4dc3bc695b1c,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-22,746723,Single,single,False,664761,668881,Alec Bohm,Hunter Greene,0,39c16425-3f6b-4006-ac81-2649d2da6dde,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-22,746723,Single,single,False,592206,668881,Nick Castellanos,Hunter Greene,1,8ca5d933-aac1-4a51-af70-d839b38b33af,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-22,746723,Sac Fly,sac_fly,True,681082,668881,Bryson Stott,Hunter Greene,1,34a6c99a-03bb-4ed4-98e2-a606a7982188,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
