,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,wFA/C,wFC/C,wSL/C,vFA,vFC,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff
0,2024-07-14,745962,Pop Out,field_out,True,682928,642239,CJ Abrams,Rob Zastryzny,0,9d89beb9-93a8-48bc-b8c8-24d09f289915,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,0.0,1.42,5.2,95.0,91.0,91.0,0.711,6.35,1.59,0.0,0.0,0.57,0.417,0.333,0.333,0.25,0.439,77.0,100.0,91.0,98.0,86.0,106.0,101.0,90.0,88.0,0.47,0.47,0.061,5.38,3.31,7.06,91.4,86.7,80.9,0.0,0.0,0.381,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-14,745962,Strikeout,strikeout,True,695578,642239,James Wood,Rob Zastryzny,0,415c0cb5-c816-4d18-b6e6-d41ac051b30c,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,0.0,1.42,5.2,95.0,91.0,91.0,0.711,6.35,1.59,0.0,0.0,0.57,0.417,0.333,0.333,0.25,0.439,77.0,100.0,91.0,98.0,86.0,106.0,101.0,90.0,88.0,0.47,0.47,0.061,5.38,3.31,7.06,91.4,86.7,80.9,0.0,0.0,0.381,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-14,745962,Flyout,field_out,True,657041,642239,Lane Thomas,Rob Zastryzny,0,0a026f46-0454-440b-9dfc-661ffd169bf9,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,0.0,1.42,5.2,95.0,91.0,91.0,0.711,6.35,1.59,0.0,0.0,0.57,0.417,0.333,0.333,0.25,0.439,77.0,100.0,91.0,98.0,86.0,106.0,101.0,90.0,88.0,0.47,0.47,0.061,5.38,3.31,7.06,91.4,86.7,80.9,0.0,0.0,0.381,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-14,745962,Groundout,field_out,True,668930,663623,Brice Turang,Jake Irvin,0,042289bd-4c83-4435-92af-62b5125c697b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,84.0,106.0,99.0,136.0,80.0,109.0,77.0,103.0,94.0,0.355,0.09,0.004,0.64,-0.24,2.31,94.1,89.9,86.3,0.208,0.364,0.231,0.275,0.525,0.216,104.0,91.0,95.0,111.0,106.0,106.0,97.0,104.0,106.0,0.178,0.35,0.022,-0.13,0.76,-1.04,88.0,93.4,81.0,0.199,0.363,0.263,0.311,0.456,0.119,,,,,,,,,,,,,,,
4,2024-07-14,745962,Flyout,field_out,True,661388,663623,William Contreras,Jake Irvin,0,ebb0f44d-2e92-4f4c-9484-8c02d4be28ae,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,84.0,106.0,99.0,136.0,80.0,109.0,77.0,103.0,94.0,0.355,0.09,0.004,0.64,-0.24,2.31,94.1,89.9,86.3,0.208,0.364,0.231,0.275,0.525,0.216,104.0,91.0,95.0,111.0,106.0,106.0,97.0,104.0,106.0,0.178,0.35,0.022,-0.13,0.76,-1.04,88.0,93.4,81.0,0.199,0.363,0.263,0.311,0.456,0.119,,,,,,,,,,,,,,,
5,2024-07-14,745962,Double,double,False,592885,663623,Christian Yelich,Jake Irvin,0,fca277db-1f76-4deb-9e62-6c09f2a2ef61,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,84.0,106.0,99.0,136.0,80.0,109.0,77.0,103.0,94.0,0.355,0.09,0.004,0.64,-0.24,2.31,94.1,89.9,86.3,0.208,0.364,0.231,0.275,0.525,0.216,104.0,91.0,95.0,111.0,106.0,106.0,97.0,104.0,106.0,0.178,0.35,0.022,-0.13,0.76,-1.04,88.0,93.4,81.0,0.199,0.363,0.263,0.311,0.456,0.119,,,,,,,,,,,,,,,
6,2024-07-14,745962,Double,double,False,642715,663623,Willy Adames,Jake Irvin,1,2c263563-d494-410c-8681-f61f063826b6,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,84.0,106.0,99.0,136.0,80.0,109.0,77.0,103.0,94.0,0.355,0.09,0.004,0.64,-0.24,2.31,94.1,89.9,86.3,0.208,0.364,0.231,0.275,0.525,0.216,104.0,91.0,95.0,111.0,106.0,106.0,97.0,104.0,106.0,0.178,0.35,0.022,-0.13,0.76,-1.04,88.0,93.4,81.0,0.199,0.363,0.263,0.311,0.456,0.119,,,,,,,,,,,,,,,
7,2024-07-14,745962,Groundout,field_out,True,686217,663623,Sal Frelick,Jake Irvin,0,f3e439db-f552-4860-8a10-9a891ca931d0,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,84.0,106.0,99.0,136.0,80.0,109.0,77.0,103.0,94.0,0.355,0.09,0.004,0.64,-0.24,2.31,94.1,89.9,86.3,0.208,0.364,0.231,0.275,0.525,0.216,104.0,91.0,95.0,111.0,106.0,106.0,97.0,104.0,106.0,0.178,0.35,0.022,-0.13,0.76,-1.04,88.0,93.4,81.0,0.199,0.363,0.263,0.311,0.456,0.119,,,,,,,,,,,,,,,
8,2024-07-14,745962,Groundout,field_out,True,608385,642239,Jesse Winker,Rob Zastryzny,0,00aefdcb-3c73-4b50-a1af-05a3ba1ea518,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,0.0,1.42,5.2,95.0,91.0,91.0,0.711,6.35,1.59,0.0,0.0,0.57,0.417,0.333,0.333,0.25,0.439,77.0,100.0,91.0,98.0,86.0,106.0,101.0,90.0,88.0,0.47,0.47,0.061,5.38,3.31,7.06,91.4,86.7,80.9,0.0,0.0,0.381,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-14,745962,Walk,walk,False,660766,607067,Juan Yepez,Colin Rea,0,2717cd10-2dcc-4ca9-8f77-f972b693c595,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,69.0,109.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.172,0.226,0.171,-0.12,-0.36,3.37,92.7,87.8,82.1,0.23,0.365,0.239,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,0.306,0.043,,-0.27,-5.02,,,92.3,78.3,0.444,0.833,0.111,0.276,0.44,0.109,78.0,98.0,100.0,0.082,-0.32,86.4,0.062,0.077,0.227,0.243,0.297,0.26,,,
