,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-02,745631,Flyout,field_out,True,660271,683155,Shohei Ohtani,Joey Estes,0,fe667d64-fdc8-4b08-b5af-a6d0d03dd79b,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
1,2024-08-02,745631,Strikeout,strikeout,True,669257,683155,Will Smith,Joey Estes,0,36653356-93e1-4b80-9e11-c5f7caf37b0a,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
2,2024-08-02,745631,Single,single,False,666158,683155,Gavin Lux,Joey Estes,0,af48a600-e14a-489a-9b31-fc8a7d3ec9a6,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
3,2024-08-02,745631,Home Run,home_run,False,606192,683155,Teoscar Hernández,Joey Estes,1,dac4bc78-2f02-4a46-886c-51e654b19688,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
4,2024-08-02,745631,Strikeout,strikeout,True,518792,683155,Jason Heyward,Joey Estes,0,d366d87e-68bd-40b0-bafd-3508cd903cec,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
5,2024-08-02,745631,Strikeout,strikeout,True,671732,694813,Lawrence Butler,Gavin Stone,0,7fa00839-d16e-4869-af5c-89e98daf3ca7,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.265,0.44,0.67,-0.84,1.03,0.98,94.9,92.3,87.4,95.3,88.7,0.235,0.378,0.163,0.182,0.182,0.143,0.241,0.322,0.354,0.177,0.338,0.37,0.318,0.515,0.138,93.0,103.0,102.0,0.041,1.43,83.4,0.32,0.48,0.183,0.286,0.357,0.179,,,,,,
6,2024-08-02,745631,Single,single,False,609280,694813,Miguel Andujar,Gavin Stone,0,c7d9b89e-7383-4cab-9b8c-96e982703d14,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.265,0.44,0.67,-0.84,1.03,0.98,94.9,92.3,87.4,95.3,88.7,0.235,0.378,0.163,0.182,0.182,0.143,0.241,0.322,0.354,0.177,0.338,0.37,0.318,0.515,0.138,93.0,103.0,102.0,0.041,1.43,83.4,0.32,0.48,0.183,0.286,0.357,0.179,,,,,,
7,2024-08-02,745631,Single,single,False,668709,694813,JJ Bleday,Gavin Stone,1,f98add54-1bdd-474c-ac03-49b9c2b94dd6,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.265,0.44,0.67,-0.84,1.03,0.98,94.9,92.3,87.4,95.3,88.7,0.235,0.378,0.163,0.182,0.182,0.143,0.241,0.322,0.354,0.177,0.338,0.37,0.318,0.515,0.138,93.0,103.0,102.0,0.041,1.43,83.4,0.32,0.48,0.183,0.286,0.357,0.179,,,,,,
8,2024-08-02,745631,Lineout,field_out,True,667670,694813,Brent Rooker,Gavin Stone,0,b1a23788-3191-412f-94fa-44c737ef1498,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.265,0.44,0.67,-0.84,1.03,0.98,94.9,92.3,87.4,95.3,88.7,0.235,0.378,0.163,0.182,0.182,0.143,0.241,0.322,0.354,0.177,0.338,0.37,0.318,0.515,0.138,93.0,103.0,102.0,0.041,1.43,83.4,0.32,0.48,0.183,0.286,0.357,0.179,,,,,,
9,2024-08-02,745631,Strikeout,strikeout,True,669127,694813,Shea Langeliers,Gavin Stone,0,a2968fd9-9052-4845-ad5a-a0f968fa7367,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.265,0.44,0.67,-0.84,1.03,0.98,94.9,92.3,87.4,95.3,88.7,0.235,0.378,0.163,0.182,0.182,0.143,0.241,0.322,0.354,0.177,0.338,0.37,0.318,0.515,0.138,93.0,103.0,102.0,0.041,1.43,83.4,0.32,0.48,0.183,0.286,0.357,0.179,,,,,,
10,2024-08-02,745631,Pop Out,field_out,True,624415,683155,Cavan Biggio,Joey Estes,0,38713493-cc7c-4052-9dfa-3f743627d6a7,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
11,2024-08-02,745631,Lineout,field_out,True,571771,683155,Enrique Hernández,Joey Estes,0,bcb73d74-96cb-4a67-81ba-24e5d9da85ac,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
