,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-20,745645,Groundout,field_out,True,679845,687765,Nick Loftin,Mitch Spence,0,240beaca-3890-482d-a8c9-e498739002ce,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
1,2024-06-20,745645,Strikeout,strikeout,True,677951,687765,Bobby Witt Jr.,Mitch Spence,0,d9f95874-2f1a-4b3a-85e8-601f89e53c2c,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
2,2024-06-20,745645,Groundout,field_out,True,686469,687765,Vinnie Pasquantino,Mitch Spence,0,0f29734a-69ac-471c-8e10-724cc9220192,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
3,2024-06-20,745645,Strikeout,strikeout,True,680474,607625,Max Schuemann,Seth Lugo,0,9381e045-a2c0-412b-8ca1-b0ce97d9429d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.069,0.141,0.268,0.057,0.22,0.6,-0.63,1.06,0.16,91.0,87.5,92.3,85.3,79.3,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,0.278,0.426,0.124,0.2,0.25,0.321,76.0,103.0,95.0,0.248,0.026,1.99,0.95,92.4,85.6,0.183,0.275,0.159,0.269,0.365,0.326,0.091,0.364,0.273
4,2024-06-20,745645,Walk,walk,False,668709,607625,JJ Bleday,Seth Lugo,0,19f68ec2-d8a1-4146-8e25-59064a4a19d2,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.069,0.141,0.268,0.057,0.22,0.6,-0.63,1.06,0.16,91.0,87.5,92.3,85.3,79.3,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,0.278,0.426,0.124,0.2,0.25,0.321,76.0,103.0,95.0,0.248,0.026,1.99,0.95,92.4,85.6,0.183,0.275,0.159,0.269,0.365,0.326,0.091,0.364,0.273
5,2024-06-20,745645,Grounded Into DP,grounded_into_double_play,True,609280,607625,Miguel Andujar,Seth Lugo,1,f69a45df-7d17-4827-82c5-e423c1cdb08f,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.069,0.141,0.268,0.057,0.22,0.6,-0.63,1.06,0.16,91.0,87.5,92.3,85.3,79.3,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,0.278,0.426,0.124,0.2,0.25,0.321,76.0,103.0,95.0,0.248,0.026,1.99,0.95,92.4,85.6,0.183,0.275,0.159,0.269,0.365,0.326,0.091,0.364,0.273
6,2024-06-20,745645,Flyout,field_out,True,521692,687765,Salvador Perez,Mitch Spence,0,2bcca597-c7c7-4125-b4f2-16abfcc16624,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
7,2024-06-20,745645,Home Run,home_run,False,666023,687765,Freddy Fermin,Mitch Spence,0,8aacb4e3-3816-4a2d-976d-2d6fee6742c6,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
8,2024-06-20,745645,Double,double,False,669004,687765,MJ Melendez,Mitch Spence,0,aa6f31bb-8d45-407e-8d65-6be669d475fb,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
9,2024-06-20,745645,Single,single,False,680118,687765,Dairon Blanco,Mitch Spence,0,78a0f6ea-0d0b-4cf6-bad0-a2486abe4492,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
