,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-09,747180,Single,single,False,672284,668678,Jarred Kelenic,Zac Gallen,0,7a70204d-183f-4765-9042-445ba447f35e,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
1,2024-07-09,747180,Pop Out,field_out,True,645277,668678,Ozzie Albies,Zac Gallen,0,a20ef441-8c93-404e-b63f-b8d2437f4157,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
2,2024-07-09,747180,Strikeout,strikeout,True,663586,668678,Austin Riley,Zac Gallen,0,6a4f7622-187f-40a8-9da7-72054acd08c5,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
3,2024-07-09,747180,Strikeout,strikeout,True,621566,668678,Matt Olson,Zac Gallen,0,67697318-593c-43cc-8892-bcdf488fdfd1,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
4,2024-07-09,747180,Single,single,False,606466,519242,Ketel Marte,Chris Sale,0,5fadc9d5-a182-4aa4-8260-1d5e48af9389,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.27,0.475,0.241,,,,0.116,0.145,0.231,0.165,0.233,0.419,,,,0.324,0.471,0.153,,,,,,
5,2024-07-09,747180,Lineout,field_out,True,545341,519242,Randal Grichuk,Chris Sale,0,5c389baa-501c-4588-aa3b-3decdff88748,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.27,0.475,0.241,,,,0.116,0.145,0.231,0.165,0.233,0.419,,,,0.324,0.471,0.153,,,,,,
6,2024-07-09,747180,Walk,walk,False,666971,519242,Lourdes Gurriel Jr.,Chris Sale,1,0a31f333-17d2-4ba7-9814-ef7dc12c41f8,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.27,0.475,0.241,,,,0.116,0.145,0.231,0.165,0.233,0.419,,,,0.324,0.471,0.153,,,,,,
7,2024-07-09,747180,Strikeout,strikeout,True,572233,519242,Christian Walker,Chris Sale,0,368b8abc-692a-43ba-8d3a-6ed5499073cb,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.27,0.475,0.241,,,,0.116,0.145,0.231,0.165,0.233,0.419,,,,0.324,0.471,0.153,,,,,,
8,2024-07-09,747180,Walk,walk,False,672515,519242,Gabriel Moreno,Chris Sale,1,8b492a15-6e0d-4b59-8092-7fd2cf70bd62,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.27,0.475,0.241,,,,0.116,0.145,0.231,0.165,0.233,0.419,,,,0.324,0.471,0.153,,,,,,
9,2024-07-09,747180,Groundout,field_out,True,664983,519242,Jake McCarthy,Chris Sale,0,5439d25c-af99-4bce-adc6-93ab36abdd82,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.27,0.475,0.241,,,,0.116,0.145,0.231,0.165,0.233,0.419,,,,0.324,0.471,0.153,,,,,,
