,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,wFA/C,wFC/C,wFS/C,vFA,vFC,vFS,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
10,2024-08-14,746677,Strikeout,strikeout,True,668715,502043,Spencer Steer,Kyle Gibson,0,1e87738e-f1e7-4db5-a740-2d727dd44f51,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
11,2024-08-14,746677,Groundout,field_out,True,600869,502043,Jeimer Candelario,Kyle Gibson,0,f93ee0b5-f5e5-4d1a-b0b2-fac6e92496a9,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
12,2024-08-14,746677,Groundout,field_out,True,663457,594580,Lars Nootbaar,Sam Moll,0,3475ddf9-0446-43f4-9e40-c4c766fb418d,594580.0,sammoll,Moll,Left,Sam Moll,CIN,2.8,2.54,35.1,100.0,106.0,100.0,0.755,9.42,2.8,6.62,0.51,1.27,0.198,0.473,0.132,0.22,0.433,149.0,105.0,107.0,,,,,,,0.386,,,-0.36,,,93.3,,,0.25,0.404,0.261,,,,,,,67.0,94.0,101.0,,,,72.0,98.0,84.0,94.0,98.0,109.0,0.284,0.241,,0.089,3.34,2.94,,-0.58,85.2,92.0,81.2,,0.118,0.147,0.4,0.2,0.3,0.097,0.3,0.3,0.375,,,,,,
13,2024-08-14,746677,Strikeout,strikeout,True,502054,594580,Tommy Pham,Sam Moll,0,a84fcbff-acf8-4aad-8a59-1332b6ee25b2,594580.0,sammoll,Moll,Left,Sam Moll,CIN,2.8,2.54,35.1,100.0,106.0,100.0,0.755,9.42,2.8,6.62,0.51,1.27,0.198,0.473,0.132,0.22,0.433,149.0,105.0,107.0,,,,,,,0.386,,,-0.36,,,93.3,,,0.25,0.404,0.261,,,,,,,67.0,94.0,101.0,,,,72.0,98.0,84.0,94.0,98.0,109.0,0.284,0.241,,0.089,3.34,2.94,,-0.58,85.2,92.0,81.2,,0.118,0.147,0.4,0.2,0.3,0.097,0.3,0.3,0.375,,,,,,
14,2024-08-14,746677,Strikeout,strikeout,True,687363,594580,Victor Scott II,Sam Moll,0,ab145f11-93f2-4323-a38d-412205561936,594580.0,sammoll,Moll,Left,Sam Moll,CIN,2.8,2.54,35.1,100.0,106.0,100.0,0.755,9.42,2.8,6.62,0.51,1.27,0.198,0.473,0.132,0.22,0.433,149.0,105.0,107.0,,,,,,,0.386,,,-0.36,,,93.3,,,0.25,0.404,0.261,,,,,,,67.0,94.0,101.0,,,,72.0,98.0,84.0,94.0,98.0,109.0,0.284,0.241,,0.089,3.34,2.94,,-0.58,85.2,92.0,81.2,,0.118,0.147,0.4,0.2,0.3,0.097,0.3,0.3,0.375,,,,,,
15,2024-08-14,746677,Groundout,field_out,True,641584,502043,Jake Fraley,Kyle Gibson,0,78b6cdcc-91ad-48c7-9820-acf221b88a07,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
16,2024-08-14,746677,Walk,walk,False,666181,502043,Will Benson,Kyle Gibson,0,df5b9a06-3c89-4e92-8153-2c308fc7f3ff,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
17,2024-08-14,746677,Single,single,False,682622,502043,Noelvi Marte,Kyle Gibson,1,181ff344-2742-4d50-a3bb-128d8104dabd,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
18,2024-08-14,746677,Home Run,home_run,False,663697,502043,Jonathan India,Kyle Gibson,1,ef3b7a53-8637-4df7-956d-723108437c6b,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
19,2024-08-14,746677,Flyout,field_out,True,682829,502043,Elly De La Cruz,Kyle Gibson,0,0c9c7706-86e7-479c-abc3-75842261933e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
20,2024-08-14,746677,Home Run,home_run,False,663886,502043,Tyler Stephenson,Kyle Gibson,0,651f4f86-fbcc-4e42-ab33-e32851efdeaf,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
21,2024-08-14,746677,Strikeout,strikeout,True,670770,502043,TJ Friedl,Kyle Gibson,0,a4d13d2e-3e13-4fa1-aa84-a3fc0a0d33f7,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
22,2024-08-14,746677,Groundout,field_out,True,691026,686730,Masyn Winn,Carson Spiers,0,82f4f0d8-ca18-4081-b86b-fa4c3098ce0a,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,74.0,103.0,95.0,82.0,103.0,98.0,,,,0.281,0.183,,-0.69,-0.26,,92.2,87.8,,0.209,0.384,0.219,0.292,0.458,0.198,,,,70.0,102.0,90.0,,,,76.0,109.0,101.0,121.0,108.0,114.0,0.174,0.226,,0.136,1.2,-1.29,,-5.15,86.5,92.0,81.3,,0.3,0.567,0.322,0.286,0.518,0.14,0.388,0.735,0.185,,,,0.0,0.0,0.167
23,2024-08-14,746677,Lineout,field_out,True,676475,686730,Alec Burleson,Carson Spiers,0,005e24c0-664d-46d9-b3a8-ab97b8777c73,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,74.0,103.0,95.0,82.0,103.0,98.0,,,,0.281,0.183,,-0.69,-0.26,,92.2,87.8,,0.209,0.384,0.219,0.292,0.458,0.198,,,,70.0,102.0,90.0,,,,76.0,109.0,101.0,121.0,108.0,114.0,0.174,0.226,,0.136,1.2,-1.29,,-5.15,86.5,92.0,81.3,,0.3,0.567,0.322,0.286,0.518,0.14,0.388,0.735,0.185,,,,0.0,0.0,0.167
24,2024-08-14,746677,Single,single,False,575929,686730,Willson Contreras,Carson Spiers,0,e1b8b909-29c7-4945-b474-482ac5fb2442,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,74.0,103.0,95.0,82.0,103.0,98.0,,,,0.281,0.183,,-0.69,-0.26,,92.2,87.8,,0.209,0.384,0.219,0.292,0.458,0.198,,,,70.0,102.0,90.0,,,,76.0,109.0,101.0,121.0,108.0,114.0,0.174,0.226,,0.136,1.2,-1.29,,-5.15,86.5,92.0,81.3,,0.3,0.567,0.322,0.286,0.518,0.14,0.388,0.735,0.185,,,,0.0,0.0,0.167
25,2024-08-14,746677,Pop Out,field_out,True,571448,686730,Nolan Arenado,Carson Spiers,0,b981de27-687f-4c58-bfdd-1620755eefe9,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,74.0,103.0,95.0,82.0,103.0,98.0,,,,0.281,0.183,,-0.69,-0.26,,92.2,87.8,,0.209,0.384,0.219,0.292,0.458,0.198,,,,70.0,102.0,90.0,,,,76.0,109.0,101.0,121.0,108.0,114.0,0.174,0.226,,0.136,1.2,-1.29,,-5.15,86.5,92.0,81.3,,0.3,0.567,0.322,0.286,0.518,0.14,0.388,0.735,0.185,,,,0.0,0.0,0.167
26,2024-08-14,746677,Walk,walk,False,668715,502043,Spencer Steer,Kyle Gibson,0,7db67be6-8994-4d82-ab1d-bebda91236fa,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
27,2024-08-14,746677,Strikeout,strikeout,True,600869,502043,Jeimer Candelario,Kyle Gibson,0,8bacacb1-65d4-4329-b4d9-938791c26bb9,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
28,2024-08-14,746677,Single,single,False,641584,502043,Jake Fraley,Kyle Gibson,1,3c845b79-65f5-49b7-a421-802509891aef,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
29,2024-08-14,746677,Strikeout,strikeout,True,666181,502043,Will Benson,Kyle Gibson,0,9c77d2b1-9979-47c9-8d10-b69279df6ce5,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
30,2024-08-14,746677,Forceout,force_out,True,682622,502043,Noelvi Marte,Kyle Gibson,1,a1e935cf-e2e7-4956-8041-67d22b2ef382,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,81.0,89.0,84.0,94.0,95.0,91.0,,,,0.125,0.209,,-0.95,0.01,,91.4,88.7,,0.255,0.564,0.056,0.33,0.505,0.209,,,,97.0,92.0,87.0,104.0,103.0,103.0,85.0,101.0,96.0,104.0,103.0,105.0,0.271,0.219,0.087,0.089,0.51,0.56,-2.04,0.49,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.208,0.292,0.343,0.313,0.719,0.451,,,
31,2024-08-14,746677,Double,double,False,680977,686730,Brendan Donovan,Carson Spiers,0,ed21b3ec-00e7-4c22-9c9a-f54b44c02f73,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,74.0,103.0,95.0,82.0,103.0,98.0,,,,0.281,0.183,,-0.69,-0.26,,92.2,87.8,,0.209,0.384,0.219,0.292,0.458,0.198,,,,70.0,102.0,90.0,,,,76.0,109.0,101.0,121.0,108.0,114.0,0.174,0.226,,0.136,1.2,-1.29,,-5.15,86.5,92.0,81.3,,0.3,0.567,0.322,0.286,0.518,0.14,0.388,0.735,0.185,,,,0.0,0.0,0.167
32,2024-08-14,746677,Groundout,field_out,True,502671,686730,Paul Goldschmidt,Carson Spiers,0,93b028d7-0e1e-4b7f-bf2a-df57a948d8d0,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,74.0,103.0,95.0,82.0,103.0,98.0,,,,0.281,0.183,,-0.69,-0.26,,92.2,87.8,,0.209,0.384,0.219,0.292,0.458,0.198,,,,70.0,102.0,90.0,,,,76.0,109.0,101.0,121.0,108.0,114.0,0.174,0.226,,0.136,1.2,-1.29,,-5.15,86.5,92.0,81.3,,0.3,0.567,0.322,0.286,0.518,0.14,0.388,0.735,0.185,,,,0.0,0.0,0.167
