,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-13,746423,Flyout,field_out,True,683002,689225,Gunnar Henderson,Beau Brieske,0,40da3a56-ee74-45bb-9e36-e54535239c28,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,746423,Strikeout,strikeout,True,623993,689225,Anthony Santander,Beau Brieske,0,1ccda6a2-aa59-4f28-a844-d5e010a5d59b,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,746423,Flyout,field_out,True,656775,689225,Cedric Mullins,Beau Brieske,0,01045074-d5f6-4f7d-aacb-3e7730e29103,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,746423,Lineout,field_out,True,678009,621107,Parker Meadows,Zach Eflin,0,214795a9-35f2-4244-968c-cdb0e54ae471,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
4,2024-09-13,746423,Home Run,home_run,False,681481,621107,Kerry Carpenter,Zach Eflin,0,8cfc2ac5-2956-4f51-9b6f-391f9e6d077b,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
5,2024-09-13,746423,Groundout,field_out,True,663837,621107,Matt Vierling,Zach Eflin,0,00eb8804-4443-4731-b980-bb7a951c88a6,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
6,2024-09-13,746423,Groundout,field_out,True,682985,621107,Riley Greene,Zach Eflin,0,750512da-eb94-4d4d-bb2f-f5a6b6b8dec3,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
7,2024-09-13,746423,Groundout,field_out,True,668939,689225,Adley Rutschman,Beau Brieske,0,51f212da-9368-4164-806d-2003a6cb3cf6,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-13,746423,Groundout,field_out,True,656811,676428,Ryan O'Hearn,Brant Hurter,0,e346b196-2e89-46b6-a472-3df9eb8d12bf,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.56,2.18,38.2,102.0,90.0,95.0,0.799,8.61,1.16,6.28,0.7,1.79,0.179,0.406,0.17,0.255,0.485,60.0,94.0,81.0,56.0,104.0,90.0,88.0,107.0,94.0,111.0,97.0,102.0,0.497,0.075,0.308,0.119,2.98,2.54,0.46,1.0,92.1,85.7,92.3,83.2,0.0,0.0,0.381,0.143,0.286,0.25,0.237,0.342,0.097,,,,,,,,,,,,,,,,,,,,,,0.163,0.326,0.403,,,,,,,,,
9,2024-09-13,746423,Groundout,field_out,True,650391,676428,Eloy Jiménez,Brant Hurter,0,a9076465-02d7-445c-8963-a26f646fb4fb,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.56,2.18,38.2,102.0,90.0,95.0,0.799,8.61,1.16,6.28,0.7,1.79,0.179,0.406,0.17,0.255,0.485,60.0,94.0,81.0,56.0,104.0,90.0,88.0,107.0,94.0,111.0,97.0,102.0,0.497,0.075,0.308,0.119,2.98,2.54,0.46,1.0,92.1,85.7,92.3,83.2,0.0,0.0,0.381,0.143,0.286,0.25,0.237,0.342,0.097,,,,,,,,,,,,,,,,,,,,,,0.163,0.326,0.403,,,,,,,,,
10,2024-09-13,746423,Groundout,field_out,True,690993,621107,Colt Keith,Zach Eflin,0,84fd3ac4-7e78-4994-af44-2cfe3037c4e7,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
11,2024-09-13,746423,Groundout,field_out,True,679529,621107,Spencer Torkelson,Zach Eflin,0,4ba91965-6a3c-415a-9a0f-dd059e461f4c,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
12,2024-09-13,746423,Flyout,field_out,True,672761,621107,Wenceel Pérez,Zach Eflin,0,fb90a0b0-d9fc-4520-a273-8db87ee71779,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
13,2024-09-13,746423,Strikeout,strikeout,True,681297,676428,Colton Cowser,Brant Hurter,0,1c808b95-ef2b-4c0e-b33c-33dbb33ed353,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.56,2.18,38.2,102.0,90.0,95.0,0.799,8.61,1.16,6.28,0.7,1.79,0.179,0.406,0.17,0.255,0.485,60.0,94.0,81.0,56.0,104.0,90.0,88.0,107.0,94.0,111.0,97.0,102.0,0.497,0.075,0.308,0.119,2.98,2.54,0.46,1.0,92.1,85.7,92.3,83.2,0.0,0.0,0.381,0.143,0.286,0.25,0.237,0.342,0.097,,,,,,,,,,,,,,,,,,,,,,0.163,0.326,0.403,,,,,,,,,
14,2024-09-13,746423,Groundout,field_out,True,656896,676428,Emmanuel Rivera,Brant Hurter,0,f97dc384-6560-46ad-99ca-9ddd5e7efeaa,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.56,2.18,38.2,102.0,90.0,95.0,0.799,8.61,1.16,6.28,0.7,1.79,0.179,0.406,0.17,0.255,0.485,60.0,94.0,81.0,56.0,104.0,90.0,88.0,107.0,94.0,111.0,97.0,102.0,0.497,0.075,0.308,0.119,2.98,2.54,0.46,1.0,92.1,85.7,92.3,83.2,0.0,0.0,0.381,0.143,0.286,0.25,0.237,0.342,0.097,,,,,,,,,,,,,,,,,,,,,,0.163,0.326,0.403,,,,,,,,,
15,2024-09-13,746423,Strikeout,strikeout,True,702616,676428,Jackson Holliday,Brant Hurter,0,dcc7b0b8-6165-4fb1-ba88-aaacb962df39,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.56,2.18,38.2,102.0,90.0,95.0,0.799,8.61,1.16,6.28,0.7,1.79,0.179,0.406,0.17,0.255,0.485,60.0,94.0,81.0,56.0,104.0,90.0,88.0,107.0,94.0,111.0,97.0,102.0,0.497,0.075,0.308,0.119,2.98,2.54,0.46,1.0,92.1,85.7,92.3,83.2,0.0,0.0,0.381,0.143,0.286,0.25,0.237,0.342,0.097,,,,,,,,,,,,,,,,,,,,,,0.163,0.326,0.403,,,,,,,,,
16,2024-09-13,746423,Walk,walk,False,700242,621107,Trey Sweeney,Zach Eflin,0,fa254ea5-9752-4471-ab98-c25ed295c0b9,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
17,2024-09-13,746423,Strikeout,strikeout,True,693307,621107,Dillon Dingler,Zach Eflin,0,6c74b9a9-f73d-4f54-91f1-6b4714ad114c,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.55,3.4,154.2,107.0,92.0,103.0,0.806,7.45,1.05,9.08,1.16,1.14,0.229,0.446,0.172,0.319,0.454,84.0,99.0,101.0,61.0,105.0,94.0,91.0,109.0,105.0,120.0,106.0,111.0,0.289,0.095,0.092,0.05,-0.79,0.34,0.84,-1.8,92.4,85.3,91.7,79.8,0.255,0.436,0.248,0.225,0.425,0.123,0.28,0.382,0.131,,,,108.0,113.0,109.0,86.0,105.0,98.0,0.279,0.195,1.63,-1.36,88.1,78.8,0.217,0.338,0.221,0.296,0.48,0.329,0.208,0.479,0.213,,,,,,,,,
