,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-20,746637,Strikeout,strikeout,True,596019,594902,Francisco Lindor,Ben Lively,0,60b4c324-8dfe-4d18-a7f9-8e93f08e3cc0,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-20,746637,Groundout,field_out,True,624413,594902,Pete Alonso,Ben Lively,0,cd6e68a2-e758-4f79-a863-5e1b475eb5dd,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-20,746637,Lineout,field_out,True,607043,594902,Brandon Nimmo,Ben Lively,0,e10ec394-3524-4ffa-8fd6-a0a739b2f229,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-20,746637,Flyout,field_out,True,671289,656731,Tyler Freeman,Tylor Megill,0,f0d2b9e5-3487-44b6-8f43-dc9f651bfdaa,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
4,2024-05-20,746637,Strikeout,strikeout,True,665926,656731,Andrés Giménez,Tylor Megill,0,10536430-3bb9-48f0-a12d-1deb6ba274d1,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
5,2024-05-20,746637,Single,single,False,608070,656731,José Ramírez,Tylor Megill,0,03a11398-1a4d-4560-b291-d109b6c1b7e9,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
6,2024-05-20,746637,Single,single,False,647304,656731,Josh Naylor,Tylor Megill,1,1a35b358-a791-4450-8e30-b0436730efae,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
7,2024-05-20,746637,Single,single,False,681807,656731,David Fry,Tylor Megill,1,98d1511f-96d2-41f0-854d-f9b3b4f041ca,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
8,2024-05-20,746637,Walk,walk,False,686823,656731,Will Brennan,Tylor Megill,1,15acbf70-5731-4db1-9d18-9fe875e78c12,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
9,2024-05-20,746637,Flyout,field_out,True,700932,656731,Kyle Manzardo,Tylor Megill,0,b5f5f8bd-eced-4389-95c2-ec833c46c01d,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,,,,100.0,99.0,104.0,,0.512,0.136,0.093,0.028,-1.06,,-1.75,1.81,-4.37,95.6,87.2,,85.1,77.0,,,,0.262,0.446,0.226,0.25,1.0,0.143,0.5,0.5,0.111,0.091,0.182,0.414,98.0,94.0,92.0,92.0,89.0,98.0,0.151,0.079,1.03,2.75,90.4,84.3,0.3,0.433,0.238,0.059,0.059,0.5,,,,,,
