,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff
0,2024-08-14,745869,Single,single,False,624428,686973,Adam Frazier,Louie Varland,0,5c13f365-46ee-4f46-a53f-f8fd1685bf16,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-14,745869,Pop Out,field_out,True,677951,686973,Bobby Witt Jr.,Louie Varland,0,3caba841-5210-45de-a5a2-dae8e763acdb,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-14,745869,Walk,walk,False,686469,686973,Vinnie Pasquantino,Louie Varland,1,c82b93fb-2b42-4a06-9e54-016546fe8187,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-14,745869,Strikeout,strikeout,True,521692,686973,Salvador Perez,Louie Varland,0,74da27bf-ef1b-4cba-8364-b14c5410b6f9,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-14,745869,Flyout,field_out,True,592669,686973,Hunter Renfroe,Louie Varland,0,419ff4e9-0641-47e2-8fe5-a875abb9a624,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-14,745869,Pop Out,field_out,True,622534,666142,Manuel Margot,Cole Ragans,0,30ad94c9-499c-4136-a46b-8473bf30802c,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,101.0,94.0,99.0,89.0,95.0,91.0,,0.414,0.119,0.097,0.245,0.74,0.4,,1.19,1.14,95.5,90.9,84.9,,80.8,0.213,0.382,0.237,0.344,0.443,0.217,0.154,0.154,0.328,0.196,0.301,0.477,,,,132.0,104.0,113.0,0.125,-0.41,86.3,0.213,0.326,0.338,,,,,,,,,,,,,,,
6,2024-08-14,745869,Pop Out,field_out,True,668904,666142,Royce Lewis,Cole Ragans,0,63485005-1368-41e6-aeae-419cbeeb9e77,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,101.0,94.0,99.0,89.0,95.0,91.0,,0.414,0.119,0.097,0.245,0.74,0.4,,1.19,1.14,95.5,90.9,84.9,,80.8,0.213,0.382,0.237,0.344,0.443,0.217,0.154,0.154,0.328,0.196,0.301,0.477,,,,132.0,104.0,113.0,0.125,-0.41,86.3,0.213,0.326,0.338,,,,,,,,,,,,,,,
7,2024-08-14,745869,Strikeout,strikeout,True,467793,666142,Carlos Santana,Cole Ragans,0,dc4d9ae3-084c-4cca-8c62-a4d4952871b5,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,101.0,94.0,99.0,89.0,95.0,91.0,,0.414,0.119,0.097,0.245,0.74,0.4,,1.19,1.14,95.5,90.9,84.9,,80.8,0.213,0.382,0.237,0.344,0.443,0.217,0.154,0.154,0.328,0.196,0.301,0.477,,,,132.0,104.0,113.0,0.125,-0.41,86.3,0.213,0.326,0.338,,,,,,,,,,,,,,,
8,2024-08-14,745869,Groundout,field_out,True,669004,686973,MJ Melendez,Louie Varland,0,41a4773c-38b2-494c-9c78-580bec7b7d96,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-14,745869,Double,double,False,657557,686973,Paul DeJong,Louie Varland,0,a16dcb85-f182-4d22-85bc-bbb9309f69ad,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,
