,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-29,745282,Walk,walk,False,680977,806185,Brendan Donovan,Hayden Birdsong,0,d587d3ca-367f-44d2-a635-055c7c2da19c,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,745282,Flyout,field_out,True,676475,806185,Alec Burleson,Hayden Birdsong,0,e52b5ee5-9822-46c3-a05a-6debe7816345,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,745282,Strikeout,strikeout,True,502671,806185,Paul Goldschmidt,Hayden Birdsong,0,88f185c5-f2aa-4020-93b7-bd6bf36a9f61,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,745282,Strikeout,strikeout,True,663457,806185,Lars Nootbaar,Hayden Birdsong,0,bd750d62-ac5a-44da-99d0-883bfe2b3e55,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
4,2024-09-29,745282,Groundout,field_out,True,573262,700241,Mike Yastrzemski,Michael McGreevy,0,043622de-a489-4a6a-8d68-3f0dfc9a6b00,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.44,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.277,0.447,46.0,110.0,100.0,88.0,96.0,98.0,67.0,117.0,105.0,117.0,107.0,113.0,0.196,0.19,0.061,0.093,2.76,0.41,-0.51,-0.49,93.0,87.3,84.3,79.8,0.083,0.25,0.31,0.25,0.25,0.5,0.333,0.333,0.182,0.222,0.444,0.345,87.0,105.0,99.0,63.0,97.0,84.0,0.35,0.109,2.29,3.74,88.9,91.9,0.184,0.211,0.06,0.2,0.4,0.294,,,
5,2024-09-29,745282,Groundout,field_out,True,666464,700241,Jerar Encarnacion,Michael McGreevy,0,edb9afb8-824a-48e4-a5e0-60f546751947,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.44,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.277,0.447,46.0,110.0,100.0,88.0,96.0,98.0,67.0,117.0,105.0,117.0,107.0,113.0,0.196,0.19,0.061,0.093,2.76,0.41,-0.51,-0.49,93.0,87.3,84.3,79.8,0.083,0.25,0.31,0.25,0.25,0.5,0.333,0.333,0.182,0.222,0.444,0.345,87.0,105.0,99.0,63.0,97.0,84.0,0.35,0.109,2.29,3.74,88.9,91.9,0.184,0.211,0.06,0.2,0.4,0.294,,,
6,2024-09-29,745282,Bunt Groundout,field_out,True,664774,700241,LaMonte Wade Jr.,Michael McGreevy,0,b7ae01cf-e995-448d-9a80-1f41d0fd034c,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.44,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.277,0.447,46.0,110.0,100.0,88.0,96.0,98.0,67.0,117.0,105.0,117.0,107.0,113.0,0.196,0.19,0.061,0.093,2.76,0.41,-0.51,-0.49,93.0,87.3,84.3,79.8,0.083,0.25,0.31,0.25,0.25,0.5,0.333,0.333,0.182,0.222,0.444,0.345,87.0,105.0,99.0,63.0,97.0,84.0,0.35,0.109,2.29,3.74,88.9,91.9,0.184,0.211,0.06,0.2,0.4,0.294,,,
7,2024-09-29,745282,Single,single,False,572761,806185,Matt Carpenter,Hayden Birdsong,0,5bdcd3f0-65fb-4d7b-8f73-b5c936f3ba25,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
8,2024-09-29,745282,Strikeout,strikeout,True,691023,806185,Jordan Walker,Hayden Birdsong,0,f5198b85-f25c-4b03-b6d2-579f49d84157,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
9,2024-09-29,745282,Strikeout,strikeout,True,695336,806185,Thomas Saggese,Hayden Birdsong,0,b68f04a2-dbde-438e-a1d9-dd1c6eccc518,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
10,2024-09-29,745282,Strikeout,strikeout,True,686780,806185,Pedro Pagés,Hayden Birdsong,0,3e316b11-c714-4492-b22f-801d39f3ef1c,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.71,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,0.446,0.184,0.187,0.184,-0.02,-0.26,0.82,-0.87,95.8,88.1,86.4,80.5,0.216,0.44,0.178,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.479,,,,,,,,,,,,,,,,,,,,,
11,2024-09-29,745282,Groundout,field_out,True,656305,700241,Matt Chapman,Michael McGreevy,0,74435725-0faa-430f-9ec4-e9df70fcff62,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.44,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.277,0.447,46.0,110.0,100.0,88.0,96.0,98.0,67.0,117.0,105.0,117.0,107.0,113.0,0.196,0.19,0.061,0.093,2.76,0.41,-0.51,-0.49,93.0,87.3,84.3,79.8,0.083,0.25,0.31,0.25,0.25,0.5,0.333,0.333,0.182,0.222,0.444,0.345,87.0,105.0,99.0,63.0,97.0,84.0,0.35,0.109,2.29,3.74,88.9,91.9,0.184,0.211,0.06,0.2,0.4,0.294,,,
