,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FC_slg,FC_whiff
0,2024-08-12,746192,Single,single,False,676391,669721,Ernie Clement,Davis Daniel,0,b1eacf46-0d81-4bb3-8784-810020bb47c3,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-12,746192,Groundout,field_out,True,662139,669721,Daulton Varsho,Davis Daniel,1,bd931fbe-0cf6-474e-9dcf-034c252f7802,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-12,746192,Walk,walk,False,665489,669721,Vladimir Guerrero Jr.,Davis Daniel,0,371e3b44-5e4d-4aa5-8471-19adcf783008,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-12,746192,Pop Out,field_out,True,687462,669721,Spencer Horwitz,Davis Daniel,0,70e80cb7-676a-4cd3-b266-9aa74cda30af,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-12,746192,Strikeout,strikeout,True,672386,669721,Alejandro Kirk,Davis Daniel,0,e88e727f-2883-4c96-a3f9-2303fe9594e6,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-12,746192,Flyout,field_out,True,694384,670102,Nolan Schanuel,Bowden Francis,0,8240cbd8-cfaf-4e93-9409-53169a082b04,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,,,,102.0,93.0,100.0,95.0,105.0,106.0,96.0,95.0,93.0,0.523,0.083,0.195,,2.2,-3.78,-2.19,,93.3,,82.5,73.6,0.175,0.362,0.184,0.353,0.824,0.395,,,,0.318,0.614,0.221,90.0,117.0,109.0,106.0,105.0,110.0,0.015,0.184,2.01,6.38,83.9,91.7,0.156,0.156,0.222,0.25,0.25,0.071,,,,,,,,,,,,,,,
6,2024-08-12,746192,Flyout,field_out,True,687263,670102,Zach Neto,Bowden Francis,0,fe54ddf1-4a63-4bac-9615-a68ea968482b,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,,,,102.0,93.0,100.0,95.0,105.0,106.0,96.0,95.0,93.0,0.523,0.083,0.195,,2.2,-3.78,-2.19,,93.3,,82.5,73.6,0.175,0.362,0.184,0.353,0.824,0.395,,,,0.318,0.614,0.221,90.0,117.0,109.0,106.0,105.0,110.0,0.015,0.184,2.01,6.38,83.9,91.7,0.156,0.156,0.222,0.25,0.25,0.071,,,,,,,,,,,,,,,
7,2024-08-12,746192,Strikeout,strikeout,True,681351,670102,Logan O'Hoppe,Bowden Francis,0,9aaef92e-97d5-46c9-ab63-99b5919de351,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,,,,102.0,93.0,100.0,95.0,105.0,106.0,96.0,95.0,93.0,0.523,0.083,0.195,,2.2,-3.78,-2.19,,93.3,,82.5,73.6,0.175,0.362,0.184,0.353,0.824,0.395,,,,0.318,0.614,0.221,90.0,117.0,109.0,106.0,105.0,110.0,0.015,0.184,2.01,6.38,83.9,91.7,0.156,0.156,0.222,0.25,0.25,0.071,,,,,,,,,,,,,,,
8,2024-08-12,746192,Double,double,False,695238,669721,Will Wagner,Davis Daniel,0,60ce18a9-ae6e-46d3-b21e-e0c951b3e119,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-12,746192,Strikeout,strikeout,True,677870,669721,Leo Jiménez,Davis Daniel,0,1da42d15-b49a-4905-bafa-79a9e89e970f,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
