,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff
0,2024-05-12,745092,Triple,triple,False,683011,641302,Anthony Volpe,Tyler Alexander,0,e03d905b-fc7b-4397-b636-935cccfa6f0f,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
1,2024-05-12,745092,Sac Fly,sac_fly,True,665742,641302,Juan Soto,Tyler Alexander,1,52334b5e-03bc-4de7-b8a9-431caa11695f,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
2,2024-05-12,745092,Single,single,False,592450,641302,Aaron Judge,Tyler Alexander,0,a9be6746-b4f8-42cb-8e10-8f1d8d045434,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
3,2024-05-12,745092,Strikeout,strikeout,True,519317,641302,Giancarlo Stanton,Tyler Alexander,0,14029f8b-a162-4809-8fa3-7cafe2133fb4,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
4,2024-05-12,745092,Flyout,field_out,True,519203,641302,Anthony Rizzo,Tyler Alexander,0,c40b1b96-8ae5-4765-b1ef-32932cb22033,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
5,2024-05-12,745092,Groundout,field_out,True,650490,661563,Yandy Díaz,Luis Gil,0,273b56a2-6a0b-4bdf-99a8-879d0c54fb79,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,,,,108.0,91.0,100.0,,,,,0.519,,0.194,0.287,0.69,,,2.08,0.38,96.7,,91.7,,87.6,,,,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,
6,2024-05-12,745092,Groundout,field_out,True,666139,661563,Josh Lowe,Luis Gil,0,91654a8f-ab3f-4e91-b791-56c4a6f74191,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,,,,108.0,91.0,100.0,,,,,0.519,,0.194,0.287,0.69,,,2.08,0.38,96.7,,91.7,,87.6,,,,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,
7,2024-05-12,745092,Walk,walk,False,668227,661563,Randy Arozarena,Luis Gil,0,18daafe4-8fb1-4c42-936b-aebd622e571b,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,,,,108.0,91.0,100.0,,,,,0.519,,0.194,0.287,0.69,,,2.08,0.38,96.7,,91.7,,87.6,,,,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,
8,2024-05-12,745092,Flyout,field_out,True,670623,661563,Isaac Paredes,Luis Gil,1,3f92106a-0857-4eda-92c8-8af665af7c7d,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,,,,108.0,91.0,100.0,,,,,0.519,,0.194,0.287,0.69,,,2.08,0.38,96.7,,91.7,,87.6,,,,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,
9,2024-05-12,745092,Flyout,field_out,True,650402,641302,Gleyber Torres,Tyler Alexander,0,be4d2916-02e6-4384-94f1-7fe2f2e21cef,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
10,2024-05-12,745092,Groundout,field_out,True,542932,641302,Jon Berti,Tyler Alexander,0,0e756606-f965-476c-8189-e28ae93a8c72,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
11,2024-05-12,745092,Groundout,field_out,True,624431,641302,Jose Trevino,Tyler Alexander,0,5703ddf4-0d78-405f-983a-5ab979630ab2,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,
