,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-09-19,745041,Pop Out,field_out,True,680776,641793,Jarren Duran,Zack Littell,0,b232c318-1b30-4364-a213-4c73be0d5ee6,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.56,4.17,151.2,104.0,82.0,99.0,0.788,7.95,1.84,9.32,1.25,0.8,0.224,0.403,0.147,0.284,0.453,54.0,110.0,91.0,68.0,103.0,91.0,102.0,100.0,99.0,105.0,106.0,113.0,0.15,0.224,0.228,0.398,0.72,-1.02,-0.4,0.5,92.5,83.1,91.7,85.7,0.256,0.417,0.227,0.26,0.435,0.331,0.233,0.35,0.195,0.26,0.427,0.145,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-19,745041,Strikeout,strikeout,True,646240,641793,Rafael Devers,Zack Littell,0,cdafb003-9385-4523-9b6c-4cf0a1762c9f,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.56,4.17,151.2,104.0,82.0,99.0,0.788,7.95,1.84,9.32,1.25,0.8,0.224,0.403,0.147,0.284,0.453,54.0,110.0,91.0,68.0,103.0,91.0,102.0,100.0,99.0,105.0,106.0,113.0,0.15,0.224,0.228,0.398,0.72,-1.02,-0.4,0.5,92.5,83.1,91.7,85.7,0.256,0.417,0.227,0.26,0.435,0.331,0.233,0.35,0.195,0.26,0.427,0.145,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-19,745041,Flyout,field_out,True,641933,641793,Tyler O'Neill,Zack Littell,0,47203d8d-cf1e-41e5-b9e5-26bca9a9247d,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.56,4.17,151.2,104.0,82.0,99.0,0.788,7.95,1.84,9.32,1.25,0.8,0.224,0.403,0.147,0.284,0.453,54.0,110.0,91.0,68.0,103.0,91.0,102.0,100.0,99.0,105.0,106.0,113.0,0.15,0.224,0.228,0.398,0.72,-1.02,-0.4,0.5,92.5,83.1,91.7,85.7,0.256,0.417,0.227,0.26,0.435,0.331,0.233,0.35,0.195,0.26,0.427,0.145,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-19,745041,Strikeout,strikeout,True,666185,678394,Dylan Carlson,Brayan Bello,0,535eca9f-8b82-4260-81c1-f2a7f728fee1,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.47,158.1,100.0,101.0,103.0,0.753,8.47,3.52,8.81,1.08,1.86,0.222,0.386,0.151,0.31,0.403,73.0,109.0,101.0,103.0,99.0,101.0,114.0,98.0,110.0,,,,0.4,0.047,,0.281,0.75,,-0.46,-0.5,95.6,,95.7,86.8,0.266,0.396,0.343,,,,0.083,0.125,0.222,0.32,0.456,0.104,,,,88.0,100.0,98.0,0.271,0.17,87.6,0.178,0.356,0.374,,,,,,,,,,,,,,,,,,
4,2024-09-19,745041,Single,single,False,664040,678394,Brandon Lowe,Brayan Bello,0,99fca3a1-6def-44c4-88c6-fbe0c55c2ee5,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.47,158.1,100.0,101.0,103.0,0.753,8.47,3.52,8.81,1.08,1.86,0.222,0.386,0.151,0.31,0.403,73.0,109.0,101.0,103.0,99.0,101.0,114.0,98.0,110.0,,,,0.4,0.047,,0.281,0.75,,-0.46,-0.5,95.6,,95.7,86.8,0.266,0.396,0.343,,,,0.083,0.125,0.222,0.32,0.456,0.104,,,,88.0,100.0,98.0,0.271,0.17,87.6,0.178,0.356,0.374,,,,,,,,,,,,,,,,,,
5,2024-09-19,745041,Groundout,field_out,True,650490,678394,Yandy Díaz,Brayan Bello,1,afafb682-9517-4e28-96e4-e19b69b9aa29,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.47,158.1,100.0,101.0,103.0,0.753,8.47,3.52,8.81,1.08,1.86,0.222,0.386,0.151,0.31,0.403,73.0,109.0,101.0,103.0,99.0,101.0,114.0,98.0,110.0,,,,0.4,0.047,,0.281,0.75,,-0.46,-0.5,95.6,,95.7,86.8,0.266,0.396,0.343,,,,0.083,0.125,0.222,0.32,0.456,0.104,,,,88.0,100.0,98.0,0.271,0.17,87.6,0.178,0.356,0.374,,,,,,,,,,,,,,,,,,
6,2024-09-19,745041,Groundout,field_out,True,666018,678394,Jonathan Aranda,Brayan Bello,0,3e30feac-0e34-4036-b709-9a2988c13a37,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.47,158.1,100.0,101.0,103.0,0.753,8.47,3.52,8.81,1.08,1.86,0.222,0.386,0.151,0.31,0.403,73.0,109.0,101.0,103.0,99.0,101.0,114.0,98.0,110.0,,,,0.4,0.047,,0.281,0.75,,-0.46,-0.5,95.6,,95.7,86.8,0.266,0.396,0.343,,,,0.083,0.125,0.222,0.32,0.456,0.104,,,,88.0,100.0,98.0,0.271,0.17,87.6,0.178,0.356,0.374,,,,,,,,,,,,,,,,,,
7,2024-09-19,745041,Flyout,field_out,True,807799,641793,Masataka Yoshida,Zack Littell,0,d4069667-681d-42e6-a160-ba7e90e2728a,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.56,4.17,151.2,104.0,82.0,99.0,0.788,7.95,1.84,9.32,1.25,0.8,0.224,0.403,0.147,0.284,0.453,54.0,110.0,91.0,68.0,103.0,91.0,102.0,100.0,99.0,105.0,106.0,113.0,0.15,0.224,0.228,0.398,0.72,-1.02,-0.4,0.5,92.5,83.1,91.7,85.7,0.256,0.417,0.227,0.26,0.435,0.331,0.233,0.35,0.195,0.26,0.427,0.145,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-19,745041,Strikeout,strikeout,True,596115,641793,Trevor Story,Zack Littell,0,8369a9e8-f34c-457e-aa3f-cacde91e050e,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.56,4.17,151.2,104.0,82.0,99.0,0.788,7.95,1.84,9.32,1.25,0.8,0.224,0.403,0.147,0.284,0.453,54.0,110.0,91.0,68.0,103.0,91.0,102.0,100.0,99.0,105.0,106.0,113.0,0.15,0.224,0.228,0.398,0.72,-1.02,-0.4,0.5,92.5,83.1,91.7,85.7,0.256,0.417,0.227,0.26,0.435,0.331,0.233,0.35,0.195,0.26,0.427,0.145,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-19,745041,Strikeout,strikeout,True,671213,641793,Triston Casas,Zack Littell,0,65490064-2fa4-4e36-a6cd-0dadde4a03a6,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.56,4.17,151.2,104.0,82.0,99.0,0.788,7.95,1.84,9.32,1.25,0.8,0.224,0.403,0.147,0.284,0.453,54.0,110.0,91.0,68.0,103.0,91.0,102.0,100.0,99.0,105.0,106.0,113.0,0.15,0.224,0.228,0.398,0.72,-1.02,-0.4,0.5,92.5,83.1,91.7,85.7,0.256,0.417,0.227,0.26,0.435,0.331,0.233,0.35,0.195,0.26,0.427,0.145,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-19,745041,Lineout,field_out,True,666139,678394,Josh Lowe,Brayan Bello,0,a78369b1-1667-425f-a85c-9eed195a6cbe,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.47,158.1,100.0,101.0,103.0,0.753,8.47,3.52,8.81,1.08,1.86,0.222,0.386,0.151,0.31,0.403,73.0,109.0,101.0,103.0,99.0,101.0,114.0,98.0,110.0,,,,0.4,0.047,,0.281,0.75,,-0.46,-0.5,95.6,,95.7,86.8,0.266,0.396,0.343,,,,0.083,0.125,0.222,0.32,0.456,0.104,,,,88.0,100.0,98.0,0.271,0.17,87.6,0.178,0.356,0.374,,,,,,,,,,,,,,,,,,
11,2024-09-19,745041,Lineout,field_out,True,676609,678394,José Caballero,Brayan Bello,0,e0283570-ecaf-4bd1-9ab7-4c60074dd2be,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.47,158.1,100.0,101.0,103.0,0.753,8.47,3.52,8.81,1.08,1.86,0.222,0.386,0.151,0.31,0.403,73.0,109.0,101.0,103.0,99.0,101.0,114.0,98.0,110.0,,,,0.4,0.047,,0.281,0.75,,-0.46,-0.5,95.6,,95.7,86.8,0.266,0.396,0.343,,,,0.083,0.125,0.222,0.32,0.456,0.104,,,,88.0,100.0,98.0,0.271,0.17,87.6,0.178,0.356,0.374,,,,,,,,,,,,,,,,,,
