,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-27,745864,Groundout,field_out,True,593160,680573,Whit Merrifield,Simeon Woods Richardson,0,2f40d3ad-d909-41a0-ab61-de597541e205,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,745864,Groundout,field_out,True,624585,680573,Jorge Soler,Simeon Woods Richardson,0,87001d4d-22fa-4f51-aa23-4ab9b9c94176,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,745864,Groundout,field_out,True,542303,680573,Marcell Ozuna,Simeon Woods Richardson,0,da4d1b2f-69a4-405c-a28e-16d9b5bd1001,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,745864,Walk,walk,False,650489,680885,Willi Castro,Spencer Schwellenbach,0,53099e1b-d9bb-4201-95e3-1c8864e01038,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,,,,99.0,101.0,105.0,109.0,108.0,108.0,112.0,112.0,118.0,0.267,0.201,0.151,,0.12,0.83,0.48,,96.0,,87.0,80.3,0.25,0.45,0.247,0.198,0.296,0.299,,,,0.227,0.432,0.444,93.0,106.0,106.0,95.0,100.0,98.0,83.0,103.0,104.0,0.075,0.166,0.139,-0.21,1.84,0.46,92.7,84.3,95.1,0.145,0.255,0.466,0.32,0.58,0.211,0.25,0.35,0.103,,,
4,2024-08-27,745864,Strikeout,strikeout,True,663616,680885,Trevor Larnach,Spencer Schwellenbach,0,860a57dc-098d-4dbf-86eb-0a154168365e,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,,,,99.0,101.0,105.0,109.0,108.0,108.0,112.0,112.0,118.0,0.267,0.201,0.151,,0.12,0.83,0.48,,96.0,,87.0,80.3,0.25,0.45,0.247,0.198,0.296,0.299,,,,0.227,0.432,0.444,93.0,106.0,106.0,95.0,100.0,98.0,83.0,103.0,104.0,0.075,0.166,0.139,-0.21,1.84,0.46,92.7,84.3,95.1,0.145,0.255,0.466,0.32,0.58,0.211,0.25,0.35,0.103,,,
5,2024-08-27,745864,Strikeout,strikeout,True,670242,680885,Matt Wallner,Spencer Schwellenbach,0,36b96a2b-83f5-4f4a-8033-4cca8d8a82fa,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,,,,99.0,101.0,105.0,109.0,108.0,108.0,112.0,112.0,118.0,0.267,0.201,0.151,,0.12,0.83,0.48,,96.0,,87.0,80.3,0.25,0.45,0.247,0.198,0.296,0.299,,,,0.227,0.432,0.444,93.0,106.0,106.0,95.0,100.0,98.0,83.0,103.0,104.0,0.075,0.166,0.139,-0.21,1.84,0.46,92.7,84.3,95.1,0.145,0.255,0.466,0.32,0.58,0.211,0.25,0.35,0.103,,,
6,2024-08-27,745864,Strikeout,strikeout,True,666397,680885,Edouard Julien,Spencer Schwellenbach,0,b74f16f7-8cd3-4b48-9bd2-1a1b5fd95fa5,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,,,,99.0,101.0,105.0,109.0,108.0,108.0,112.0,112.0,118.0,0.267,0.201,0.151,,0.12,0.83,0.48,,96.0,,87.0,80.3,0.25,0.45,0.247,0.198,0.296,0.299,,,,0.227,0.432,0.444,93.0,106.0,106.0,95.0,100.0,98.0,83.0,103.0,104.0,0.075,0.166,0.139,-0.21,1.84,0.46,92.7,84.3,95.1,0.145,0.255,0.466,0.32,0.58,0.211,0.25,0.35,0.103,,,
7,2024-08-27,745864,Double,double,False,621566,680573,Matt Olson,Simeon Woods Richardson,0,d48c812d-3718-4bc4-a1fa-6f4787afbfc4,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-27,745864,Groundout,field_out,True,518595,680573,Travis d'Arnaud,Simeon Woods Richardson,0,8b3041d5-b172-44b5-a0df-779627b0708a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-27,745864,Home Run,home_run,False,671739,680573,Michael Harris II,Simeon Woods Richardson,1,56417c7e-a036-49ce-b62b-ab6952776701,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
