,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-04-20,746651,Flyout,field_out,True,665923,671106,Esteury Ruiz,Logan Allen,0,45154cfa-db5b-4158-a5ac-bfa5d82be997,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-20,746651,Walk,walk,False,663527,671106,Tyler Nevin,Logan Allen,0,9b76558e-1421-445c-a620-4ccc50cebe9f,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-20,746651,Flyout,field_out,True,680869,671106,Zack Gelof,Logan Allen,0,81d38ec7-a2dd-4d10-9e0a-2106e6d917f5,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-20,746651,Walk,walk,False,667670,671106,Brent Rooker,Logan Allen,1,6c9a5b30-1c85-4e47-a297-93653ce7e70d,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-20,746651,Forceout,force_out,True,647351,671106,Abraham Toro,Logan Allen,1,23510755-1212-4b3d-b20f-d09adca24f58,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-20,746651,Groundout,field_out,True,680757,622072,Steven Kwan,Alex Wood,0,c826a8cf-7737-46d1-8efe-8f312274ccd1,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
6,2024-04-20,746651,Single,single,False,681807,622072,David Fry,Alex Wood,0,cdbdbd17-9574-4e17-ab29-c6dab0c53557,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
7,2024-04-20,746651,Double,double,False,608070,622072,José Ramírez,Alex Wood,1,a5d03f1b-ca7b-4ed0-9891-15a56c965b66,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
8,2024-04-20,746651,Strikeout,strikeout,True,647304,622072,Josh Naylor,Alex Wood,0,034f6891-6cc8-48b2-920a-f461614111c0,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
9,2024-04-20,746651,Double,double,False,657656,622072,Ramón Laureano,Alex Wood,1,4660d89e-0afc-4e2a-bcaa-f2b7184448e8,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
10,2024-04-20,746651,Caught Stealing 3B,caught_stealing_3b,True,671289,622072,Tyler Freeman,Alex Wood,0,2ea7112d-58a0-48c7-bd92-31f2969d95f3,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
11,2024-04-20,746651,Field Error,field_error,False,669127,671106,Shea Langeliers,Logan Allen,0,4ee8a147-3853-4374-a682-5cc2a24f0ba6,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-20,746651,Forceout,force_out,True,676116,671106,Ryan Noda,Logan Allen,1,15a024c8-796d-4aef-96c1-461f60d9b8e9,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-20,746651,Strikeout,strikeout,True,669397,671106,Nick Allen,Logan Allen,0,7a48d015-e4cb-43fb-ba6d-17a56d3c132c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-04-20,746651,Flyout,field_out,True,680474,671106,Max Schuemann,Logan Allen,0,b36727f3-98fe-414c-9248-20541609f7b9,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-04-20,746651,Flyout,field_out,True,671289,622072,Tyler Freeman,Alex Wood,0,5728156c-8904-4d0d-b2ff-6aa5d411c486,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
16,2024-04-20,746651,Single,single,False,672356,622072,Gabriel Arias,Alex Wood,0,84027a56-8b8c-4428-a752-a2d2436d98d6,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
17,2024-04-20,746651,Flyout,field_out,True,595978,622072,Austin Hedges,Alex Wood,0,7c9c75af-05a5-45e9-8338-0c13b27bdbaa,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
18,2024-04-20,746651,Flyout,field_out,True,677587,622072,Brayan Rocchio,Alex Wood,0,d2dc2703-20e6-46e3-b4d1-9e7a587dbf4e,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,74.0,94.0,91.0,,,,,,0.315,0.224,,,-0.4,-2.72,,,84.5,81.4,,,,0.4,0.6,0.149,0.205,0.25,0.288,,,,83.0,100.0,94.0,0.462,-1.94,90.5,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
19,2024-04-20,746651,Walk,walk,False,665923,671106,Esteury Ruiz,Logan Allen,0,1691ba13-87cd-4163-9745-236d92887d0c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-20,746651,Flyout,field_out,True,663527,671106,Tyler Nevin,Logan Allen,1,12c13681-20c3-4652-8584-5b692da05f0c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,91.0,98.0,86.0,92.0,99.0,97.0,0.483,0.15,0.183,0.183,-1.5,0.37,-2.18,-1.11,91.2,85.4,81.6,78.6,0.329,0.593,0.159,0.254,0.479,0.278,0.263,0.509,0.355,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
