,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff,FS%,wFS/C,vFS,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-23,745870,Lineout,field_out,True,691026,701581,Masyn Winn,David Festa,0,8d9bd492-9c06-43b0-94fe-b7ad14372868,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,745870,Strikeout,strikeout,True,676475,701581,Alec Burleson,David Festa,0,6970d4e8-be98-4fde-a02a-c63a992e4f66,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,745870,Strikeout,strikeout,True,575929,701581,Willson Contreras,David Festa,0,a937753b-51df-4312-bf6d-ab26f0ca9477,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,745870,Walk,walk,False,650489,669467,Willi Castro,Andre Pallante,0,7a6ea011-19f1-4199-8619-b8758a820868,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,,,87.0,90.0,93.0,114.0,102.0,108.0,0.516,0.161,,1.43,-0.29,,94.7,,87.9,0.238,0.302,0.177,0.302,0.415,0.284,,,,83.0,99.0,88.0,88.0,98.0,107.0,0.195,0.128,0.28,-1.13,95.0,79.9,0.234,0.344,0.14,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,
4,2024-08-23,745870,Strikeout,strikeout,True,663616,669467,Trevor Larnach,Andre Pallante,0,66f172c3-9fa6-4335-840b-97ddcc92329d,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,,,87.0,90.0,93.0,114.0,102.0,108.0,0.516,0.161,,1.43,-0.29,,94.7,,87.9,0.238,0.302,0.177,0.302,0.415,0.284,,,,83.0,99.0,88.0,88.0,98.0,107.0,0.195,0.128,0.28,-1.13,95.0,79.9,0.234,0.344,0.14,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,
5,2024-08-23,745870,Single,single,False,668904,669467,Royce Lewis,Andre Pallante,1,089ec5ce-2572-4a2b-bc12-70ba50e28b3f,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,,,87.0,90.0,93.0,114.0,102.0,108.0,0.516,0.161,,1.43,-0.29,,94.7,,87.9,0.238,0.302,0.177,0.302,0.415,0.284,,,,83.0,99.0,88.0,88.0,98.0,107.0,0.195,0.128,0.28,-1.13,95.0,79.9,0.234,0.344,0.14,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,
6,2024-08-23,745870,Grounded Into DP,grounded_into_double_play,True,670242,669467,Matt Wallner,Andre Pallante,1,76df794a-9807-4bbc-a964-a9e8584d2222,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,,,87.0,90.0,93.0,114.0,102.0,108.0,0.516,0.161,,1.43,-0.29,,94.7,,87.9,0.238,0.302,0.177,0.302,0.415,0.284,,,,83.0,99.0,88.0,88.0,98.0,107.0,0.195,0.128,0.28,-1.13,95.0,79.9,0.234,0.344,0.14,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,
7,2024-08-23,745870,Flyout,field_out,True,680977,701581,Brendan Donovan,David Festa,0,351eb04e-0ce5-4fcb-bbe8-b7c23d7619bb,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-23,745870,Lineout,field_out,True,571448,701581,Nolan Arenado,David Festa,0,1863e67e-5a23-463e-ba28-f59cefcefdae,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-23,745870,Strikeout,strikeout,True,663457,701581,Lars Nootbaar,David Festa,0,59194768-fc5f-4fea-a7d1-8a52db646112,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
