,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-08-26,745133,Groundout,field_out,True,444482,502043,David Peralta,Kyle Gibson,0,b18b8cd7-7fb4-464f-acd6-d33302e138d1,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
11,2024-08-26,745133,Walk,walk,False,543309,502043,Kyle Higashioka,Kyle Gibson,0,c0e9670d-07cd-46b8-ab3d-5de9c2336e53,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
12,2024-08-26,745133,Forceout,force_out,True,669200,502043,Mason McCoy,Kyle Gibson,1,91c77f1c-7ea1-4d29-9f25-b00d369887a4,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
13,2024-08-26,745133,Strikeout,strikeout,True,671056,681190,Iván Herrera,Randy Vásquez,0,1ce623e9-65da-4d0c-b88e-7458f18978a2,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
14,2024-08-26,745133,Triple,triple,False,680977,681190,Brendan Donovan,Randy Vásquez,0,0999f623-bc5c-4e2a-bb84-92579befc88a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
15,2024-08-26,745133,Single,single,False,502671,681190,Paul Goldschmidt,Randy Vásquez,1,61c4c00a-e60b-40fd-a3ff-73873480a5fd,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
16,2024-08-26,745133,Pop Out,field_out,True,572761,681190,Matt Carpenter,Randy Vásquez,0,3a250092-55f5-4c86-8f63-61a7d6d58878,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
17,2024-08-26,745133,Groundout,field_out,True,687363,681190,Victor Scott II,Randy Vásquez,0,7219938a-6a18-4046-91cd-8525c764bd4a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
18,2024-08-26,745133,Single,single,False,650333,502043,Luis Arraez,Kyle Gibson,0,abb0821c-f344-4cd7-a59d-99ef7088674c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
19,2024-08-26,745133,Walk,walk,False,595777,502043,Jurickson Profar,Kyle Gibson,1,6fa5bacc-2e48-4212-b107-e4241b77f789,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
20,2024-08-26,745133,Flyout,field_out,True,630105,502043,Jake Cronenworth,Kyle Gibson,1,3cd7cccf-9e0c-4b2d-ac78-1bc633c8a046,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
21,2024-08-26,745133,Intent Walk,intent_walk,False,592518,502043,Manny Machado,Kyle Gibson,0,07451336-0226-1003-000c-f08cd117d70a,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
22,2024-08-26,745133,Forceout,force_out,True,593428,502043,Xander Bogaerts,Kyle Gibson,1,038f39b5-63ef-4ff1-9964-d2a2a80bb492,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
23,2024-08-26,745133,Single,single,False,701538,502043,Jackson Merrill,Kyle Gibson,1,931bc95c-27f4-458f-82d3-a435d3bb660e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
24,2024-08-26,745133,Flyout,field_out,True,444482,502043,David Peralta,Kyle Gibson,0,fbaf944d-59f6-4a67-b5f5-ab00d763f5f6,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
25,2024-08-26,745133,Walk,walk,False,691026,681190,Masyn Winn,Randy Vásquez,0,a8db2317-f640-4c64-83eb-2d4c294447d6,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
26,2024-08-26,745133,Single,single,False,676475,681190,Alec Burleson,Randy Vásquez,1,34acc775-c52d-445a-ba59-ca97a8c92bb0,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
27,2024-08-26,745133,Flyout,field_out,True,571448,681190,Nolan Arenado,Randy Vásquez,0,6d794442-dfca-4c49-bf35-8983ceefd410,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
28,2024-08-26,745133,Grounded Into DP,grounded_into_double_play,True,663457,681190,Lars Nootbaar,Randy Vásquez,1,dfd9a818-0333-4ef6-a68e-d3ffe6987c88,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.244,0.439,0.239,0.433,0.597,0.119,0.208,0.271,0.16,0.321,0.488,0.218,0.383,0.638,0.103,0.213,0.393,0.242,,,,,,,,,,,,
29,2024-08-26,745133,Groundout,field_out,True,543309,502043,Kyle Higashioka,Kyle Gibson,0,bb9ec0e7-8b32-4d34-8266-85e268f87443,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
30,2024-08-26,745133,Strikeout,strikeout,True,669200,502043,Mason McCoy,Kyle Gibson,0,a32f4e58-d20b-4542-8c20-30953f28dd48,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,0.255,0.564,0.056,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,
