,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FC,Loc+ FC,Pit+ FC
0,2024-06-19,747106,Single,single,False,672761,625643,Wenceel Pérez,Reynaldo López,0,17a8e9b5-7134-402f-8381-edd6b6e80e13,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-19,747106,Lineout,field_out,True,690993,625643,Colt Keith,Reynaldo López,0,bdf864b0-c7a6-4d64-bb33-5f19255ff756,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-19,747106,Strikeout,strikeout,True,682985,625643,Riley Greene,Reynaldo López,1,089367aa-705b-4fb5-a0de-5336d5435a65,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-19,747106,Strikeout,strikeout,True,592192,625643,Mark Canha,Reynaldo López,0,ac025efb-122d-4da6-b567-29f41a8f569a,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-19,747106,Flyout,field_out,True,672284,669373,Jarred Kelenic,Tarik Skubal,0,8e6b63a2-1ea3-4244-8bf1-a95233fb8cfa,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,112.0,103.0,103.0,110.0,102.0,105.0,0.317,0.154,,0.272,1.19,1.72,,0.42,96.8,86.0,88.7,,0.195,0.333,0.264,0.16,0.26,0.386,0.143,0.143,0.214,0.217,0.37,0.468,97.0,107.0,106.0,99.0,90.0,100.0,0.21,0.047,1.96,2.55,96.7,78.6,0.17,0.27,0.171,,,,,,,,,
5,2024-06-19,747106,Single,single,False,645277,669373,Ozzie Albies,Tarik Skubal,0,f6150930-9d48-4eda-99cc-aeafeb0deeb0,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,112.0,103.0,103.0,110.0,102.0,105.0,0.317,0.154,,0.272,1.19,1.72,,0.42,96.8,86.0,88.7,,0.195,0.333,0.264,0.16,0.26,0.386,0.143,0.143,0.214,0.217,0.37,0.468,97.0,107.0,106.0,99.0,90.0,100.0,0.21,0.047,1.96,2.55,96.7,78.6,0.17,0.27,0.171,,,,,,,,,
6,2024-06-19,747106,Walk,walk,False,542303,669373,Marcell Ozuna,Tarik Skubal,1,b376b43a-1c47-417f-b6ea-6e4581669f97,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,112.0,103.0,103.0,110.0,102.0,105.0,0.317,0.154,,0.272,1.19,1.72,,0.42,96.8,86.0,88.7,,0.195,0.333,0.264,0.16,0.26,0.386,0.143,0.143,0.214,0.217,0.37,0.468,97.0,107.0,106.0,99.0,90.0,100.0,0.21,0.047,1.96,2.55,96.7,78.6,0.17,0.27,0.171,,,,,,,,,
7,2024-06-19,747106,Lineout,field_out,True,621566,669373,Matt Olson,Tarik Skubal,0,7a76e660-fc00-4efc-a115-ed989cedae79,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,112.0,103.0,103.0,110.0,102.0,105.0,0.317,0.154,,0.272,1.19,1.72,,0.42,96.8,86.0,88.7,,0.195,0.333,0.264,0.16,0.26,0.386,0.143,0.143,0.214,0.217,0.37,0.468,97.0,107.0,106.0,99.0,90.0,100.0,0.21,0.047,1.96,2.55,96.7,78.6,0.17,0.27,0.171,,,,,,,,,
8,2024-06-19,747106,Hit By Pitch,hit_by_pitch,False,663586,669373,Austin Riley,Tarik Skubal,1,8da52a70-68bf-4aeb-a607-3f2874efb374,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,112.0,103.0,103.0,110.0,102.0,105.0,0.317,0.154,,0.272,1.19,1.72,,0.42,96.8,86.0,88.7,,0.195,0.333,0.264,0.16,0.26,0.386,0.143,0.143,0.214,0.217,0.37,0.468,97.0,107.0,106.0,99.0,90.0,100.0,0.21,0.047,1.96,2.55,96.7,78.6,0.17,0.27,0.171,,,,,,,,,
9,2024-06-19,747106,Groundout,field_out,True,594807,669373,Adam Duvall,Tarik Skubal,0,b1172d50-470e-49e9-b0da-41b8a6d22897,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,112.0,103.0,103.0,110.0,102.0,105.0,0.317,0.154,,0.272,1.19,1.72,,0.42,96.8,86.0,88.7,,0.195,0.333,0.264,0.16,0.26,0.386,0.143,0.143,0.214,0.217,0.37,0.468,97.0,107.0,106.0,99.0,90.0,100.0,0.21,0.047,1.96,2.55,96.7,78.6,0.17,0.27,0.171,,,,,,,,,
