,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-25,747144,Strikeout,strikeout,True,573262,668678,Mike Yastrzemski,Zac Gallen,0,07d9cf30-1cee-4ef9-b928-7a153de55ecf,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
1,2024-09-25,747144,Walk,walk,False,671218,668678,Heliot Ramos,Zac Gallen,0,bcdfcf18-54de-4142-94de-0161a7259e27,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
2,2024-09-25,747144,Strikeout,strikeout,True,664774,668678,LaMonte Wade Jr.,Zac Gallen,0,12029ed7-124d-45bc-bcc3-8bab081e12e1,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
3,2024-09-25,747144,Forceout,force_out,True,656305,668678,Matt Chapman,Zac Gallen,1,1c6fae5e-e7f3-4551-b3f5-971b20ba8fa3,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
4,2024-09-25,747144,Single,single,False,682998,696131,Corbin Carroll,Mason Black,0,da40eb45-7cfd-4c4c-9e48-7719cb3c860c,696131.0,masonblack,Black,Right,Mason Black,SFG,6.44,6.12,36.1,101.0,99.0,99.0,0.858,7.68,3.72,11.39,1.73,0.69,0.225,0.392,0.167,0.367,0.431,92.0,88.0,77.0,86.0,103.0,98.0,101.0,100.0,97.0,109.0,97.0,101.0,,,,,,,0.285,0.321,,0.371,,0.023,-2.69,,-1.0,-0.68,,-13.48,92.4,,87.6,92.6,83.3,,0.333,0.548,0.236,,,,0.667,0.833,0.0,0.0,0.0,0.179,,,,0.326,0.535,0.08,0.318,0.591,0.16,,,,,,,,,,,,
5,2024-09-25,747144,Strikeout Double Play,strikeout_double_play,True,606466,696131,Ketel Marte,Mason Black,1,57cd8aa2-0ac7-4224-a7de-d0db5e35cf8a,696131.0,masonblack,Black,Right,Mason Black,SFG,6.44,6.12,36.1,101.0,99.0,99.0,0.858,7.68,3.72,11.39,1.73,0.69,0.225,0.392,0.167,0.367,0.431,92.0,88.0,77.0,86.0,103.0,98.0,101.0,100.0,97.0,109.0,97.0,101.0,,,,,,,0.285,0.321,,0.371,,0.023,-2.69,,-1.0,-0.68,,-13.48,92.4,,87.6,92.6,83.3,,0.333,0.548,0.236,,,,0.667,0.833,0.0,0.0,0.0,0.179,,,,0.326,0.535,0.08,0.318,0.591,0.16,,,,,,,,,,,,
6,2024-09-25,747144,Strikeout,strikeout,True,592626,696131,Joc Pederson,Mason Black,0,358a7667-2d15-417e-82e2-17c9f616c069,696131.0,masonblack,Black,Right,Mason Black,SFG,6.44,6.12,36.1,101.0,99.0,99.0,0.858,7.68,3.72,11.39,1.73,0.69,0.225,0.392,0.167,0.367,0.431,92.0,88.0,77.0,86.0,103.0,98.0,101.0,100.0,97.0,109.0,97.0,101.0,,,,,,,0.285,0.321,,0.371,,0.023,-2.69,,-1.0,-0.68,,-13.48,92.4,,87.6,92.6,83.3,,0.333,0.548,0.236,,,,0.667,0.833,0.0,0.0,0.0,0.179,,,,0.326,0.535,0.08,0.318,0.591,0.16,,,,,,,,,,,,
7,2024-09-25,747144,Walk,walk,False,624424,668678,Michael Conforto,Zac Gallen,0,0a6e95f8-7351-44b6-96d4-90904365dc90,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
8,2024-09-25,747144,Strikeout,strikeout,True,672275,668678,Patrick Bailey,Zac Gallen,0,4edd8241-3d7d-4797-aafa-9c17ffb130e4,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
9,2024-09-25,747144,Double,double,False,666149,668678,Tyler Fitzgerald,Zac Gallen,1,d7311fc3-4e59-468e-acf8-e7c1080dea49,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
10,2024-09-25,747144,Strikeout,strikeout,True,687529,668678,Grant McCray,Zac Gallen,0,ab870c2a-5180-44c6-88ce-3bfda1dc70ff,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.94,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.349,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.277,0.14,-0.55,-0.78,-1.02,-0.56,2.29,0.43,93.7,90.3,86.6,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.25,0.625,0.36,,,,,,,,,,,,,,,,,,
