,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,FS%,CU%,CH%,wFS/C,wCU/C,wCH/C,vFS,vCH,vCU,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,KC%,wKC/C,vKC
0,2024-05-24,745087,Groundout,field_out,True,672580,542888,Maikel Garcia,Shawn Armstrong,0,9f625843-c9e4-46ce-8e75-eb45aec7416d,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-24,745087,Strikeout,strikeout,True,677951,542888,Bobby Witt Jr.,Shawn Armstrong,0,143bf0ba-9b66-41d2-a6d0-e9519006ca26,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-24,745087,Pop Out,field_out,True,686469,542888,Vinnie Pasquantino,Shawn Armstrong,0,5ff45cf5-067c-417d-a853-9f8a304c77f1,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-24,745087,Flyout,field_out,True,650490,607625,Yandy Díaz,Seth Lugo,0,6a7b0b3a-89a6-460a-97ea-2ef0486adde8,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,1.99,0.22,0.6,-0.63,92.4,91.0,92.3,85.3,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.278,0.556,0.172,94.0,98.0,96.0,124.0,103.0,112.0,0.026,0.268,0.057,0.95,1.06,0.16,85.6,87.5,79.3,0.175,0.275,0.366,0.269,0.365,0.326,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
4,2024-05-24,745087,Single,single,False,664040,607625,Brandon Lowe,Seth Lugo,0,2a88e14d-eed4-437b-b424-2234a417e50c,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,1.99,0.22,0.6,-0.63,92.4,91.0,92.3,85.3,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.278,0.556,0.172,94.0,98.0,96.0,124.0,103.0,112.0,0.026,0.268,0.057,0.95,1.06,0.16,85.6,87.5,79.3,0.175,0.275,0.366,0.269,0.365,0.326,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
5,2024-05-24,745087,Hit By Pitch,hit_by_pitch,False,676356,607625,Jonny DeLuca,Seth Lugo,1,db52ffe6-b64e-4fd9-8403-1c0dabee0d35,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,1.99,0.22,0.6,-0.63,92.4,91.0,92.3,85.3,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.278,0.556,0.172,94.0,98.0,96.0,124.0,103.0,112.0,0.026,0.268,0.057,0.95,1.06,0.16,85.6,87.5,79.3,0.175,0.275,0.366,0.269,0.365,0.326,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
6,2024-05-24,745087,Single,single,False,670623,607625,Isaac Paredes,Seth Lugo,1,7f3f18f1-ad88-40a4-9080-516b7c037fcc,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,1.99,0.22,0.6,-0.63,92.4,91.0,92.3,85.3,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.278,0.556,0.172,94.0,98.0,96.0,124.0,103.0,112.0,0.026,0.268,0.057,0.95,1.06,0.16,85.6,87.5,79.3,0.175,0.275,0.366,0.269,0.365,0.326,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
7,2024-05-24,745087,Forceout,force_out,True,666018,607625,Jonathan Aranda,Seth Lugo,1,dcca5271-65bf-4e3b-95ba-444d753d5eff,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,1.99,0.22,0.6,-0.63,92.4,91.0,92.3,85.3,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.278,0.556,0.172,94.0,98.0,96.0,124.0,103.0,112.0,0.026,0.268,0.057,0.95,1.06,0.16,85.6,87.5,79.3,0.175,0.275,0.366,0.269,0.365,0.326,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
8,2024-05-24,745087,Flyout,field_out,True,668227,607625,Randy Arozarena,Seth Lugo,0,f3da4a55-12a4-4506-8e37-4ceda6c52a61,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,1.99,0.22,0.6,-0.63,92.4,91.0,92.3,85.3,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.278,0.556,0.172,94.0,98.0,96.0,124.0,103.0,112.0,0.026,0.268,0.057,0.95,1.06,0.16,85.6,87.5,79.3,0.175,0.275,0.366,0.269,0.365,0.326,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
9,2024-05-24,745087,Groundout,field_out,True,521692,542888,Salvador Perez,Shawn Armstrong,0,296033a2-9e8a-4a19-8250-31d605ac5528,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
