,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-05-10,745340,Groundout,field_out,True,670770,657277,TJ Friedl,Logan Webb,0,9c76188f-2b4e-4853-9b16-f0c890650fa5,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,
1,2024-05-10,745340,Single,single,False,682829,657277,Elly De La Cruz,Logan Webb,0,c9568bce-34e4-4a38-b3c2-d17fe69ceee7,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,
2,2024-05-10,745340,Groundout,field_out,True,645801,657277,Mike Ford,Logan Webb,1,2b14ad97-44fb-4121-8ca4-6fc3b0631e48,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,
3,2024-05-10,745340,Double,double,False,668715,657277,Spencer Steer,Logan Webb,1,95907bef-3c39-4ee9-bfe0-52539b5800a9,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,
4,2024-05-10,745340,Strikeout,strikeout,True,641584,657277,Jake Fraley,Logan Webb,0,2cbbd8e4-484b-4efe-ba50-bb2fe2bdd022,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,
5,2024-05-10,745340,Groundout,field_out,True,596103,671096,Austin Slater,Andrew Abbott,0,125e0e51-a002-48b8-983c-f2fa6f371f3c,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.167,0.379,0.285,,,,0.188,0.302,0.253,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,
6,2024-05-10,745340,Home Run,home_run,False,642731,671096,Thairo Estrada,Andrew Abbott,0,20ec52fa-827c-42ff-b831-922e0364a7f4,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.167,0.379,0.285,,,,0.188,0.302,0.253,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,
7,2024-05-10,745340,Flyout,field_out,True,664774,671096,LaMonte Wade Jr.,Andrew Abbott,0,365e1b2a-4927-4173-b8a0-31ba0f7383a0,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.167,0.379,0.285,,,,0.188,0.302,0.253,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,
8,2024-05-10,745340,Double,double,False,527038,671096,Wilmer Flores,Andrew Abbott,0,790d954d-100b-4eee-a71f-16b647d6cb09,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.167,0.379,0.285,,,,0.188,0.302,0.253,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,
9,2024-05-10,745340,Strikeout,strikeout,True,656305,671096,Matt Chapman,Andrew Abbott,0,f31ad41f-9e42-48e2-a6fa-f2c13125ac7d,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.167,0.379,0.285,,,,0.188,0.302,0.253,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,
