,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP
0,2024-04-19,745352,Single,single,False,606466,605483,Ketel Marte,Blake Snell,0,565554f8-408a-480c-b3b2-2b83ab199ced,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-19,745352,Lineout,field_out,True,682998,605483,Corbin Carroll,Blake Snell,0,231079fc-b4e1-426a-a1bd-677f5f3317f4,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-19,745352,Forceout,force_out,True,666971,605483,Lourdes Gurriel Jr.,Blake Snell,1,27457b74-457c-4983-8a8d-d3faf59ce53c,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-19,745352,Forceout,force_out,True,572233,605483,Christian Walker,Blake Snell,1,0a2b39b4-f908-4fd9-8d76-0900eafa1d2a,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-19,745352,Groundout,field_out,True,596103,656756,Austin Slater,Jordan Montgomery,0,5ac5ef30-854c-41c7-a6ff-81974d9a1f00,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,102.0,90.0,85.0,0.164,0.022,0.292,0.19,-1.97,4.12,-0.37,-2.03,91.9,82.8,83.4,79.0,0.34,0.44,0.17,0.268,0.437,0.315,0.319,0.638,0.382,0.0,0.0,0.7,90.0,96.0,93.0,0.332,-1.73,91.7,0.371,0.567,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-19,745352,Groundout,field_out,True,527038,656756,Wilmer Flores,Jordan Montgomery,0,d46ce05d-4a1c-4bf2-9d87-98befb764a58,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,102.0,90.0,85.0,0.164,0.022,0.292,0.19,-1.97,4.12,-0.37,-2.03,91.9,82.8,83.4,79.0,0.34,0.44,0.17,0.268,0.437,0.315,0.319,0.638,0.382,0.0,0.0,0.7,90.0,96.0,93.0,0.332,-1.73,91.7,0.371,0.567,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-19,745352,Groundout,field_out,True,624585,656756,Jorge Soler,Jordan Montgomery,0,8390a538-511e-4b4d-ac58-20899a6694f4,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,102.0,90.0,85.0,0.164,0.022,0.292,0.19,-1.97,4.12,-0.37,-2.03,91.9,82.8,83.4,79.0,0.34,0.44,0.17,0.268,0.437,0.315,0.319,0.638,0.382,0.0,0.0,0.7,90.0,96.0,93.0,0.332,-1.73,91.7,0.371,0.567,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-19,745352,Groundout,field_out,True,553993,605483,Eugenio Suárez,Blake Snell,0,6c869d93-1cda-4c19-83e5-f48dcc1649db,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-19,745352,Flyout,field_out,True,545341,605483,Randal Grichuk,Blake Snell,0,57e011e9-6646-4fd1-8374-a650a7909071,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-19,745352,Strikeout,strikeout,True,672515,605483,Gabriel Moreno,Blake Snell,0,4eded507-0af3-4130-adc0-cdabe9f0c60b,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
