,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-09-27,746580,Flyout,field_out,True,676694,676282,Jake Meyers,Joey Cantillo,0,0816d566-8935-4be0-b5b9-9f1a92f83c5e,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-27,746580,Walk,walk,False,643289,676282,Mauricio Dubón,Joey Cantillo,0,6833e8d2-eeba-4e18-84b8-9859c2cae957,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-27,746580,Strikeout,strikeout,True,666197,676282,Grae Kessinger,Joey Cantillo,1,e003603f-f63c-4e94-9bc4-1f9197dbdb85,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-27,746580,Strikeout,strikeout,True,514888,676282,Jose Altuve,Joey Cantillo,0,c53a3b1d-c092-4ab5-a726-8555b2b62dd5,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-27,746580,Groundout,field_out,True,657041,669854,Lane Thomas,Ronel Blanco,0,a0afc349-65a6-4508-bd62-18c793177036,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-27,746580,Field Error,field_error,False,665926,669854,Andrés Giménez,Ronel Blanco,0,1ddec8df-742f-41a1-b54a-3cbf1ac7068e,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-27,746580,Grounded Into DP,grounded_into_double_play,True,686823,669854,Will Brennan,Ronel Blanco,1,c36a4096-95f5-485d-8ea8-cf4f4c5ca0c9,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-27,746580,Groundout,field_out,True,663656,676282,Kyle Tucker,Joey Cantillo,0,7c86cc7a-35b6-4a85-8587-3a3b82184e50,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-27,746580,Double,double,False,608324,676282,Alex Bregman,Joey Cantillo,0,b2744fdc-d58e-4462-8dd9-03664b3840ff,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-27,746580,Single,single,False,673237,676282,Yainer Diaz,Joey Cantillo,1,4b350df0-de73-491a-ad82-f2557b641dba,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-27,746580,Strikeout,strikeout,True,605170,676282,Victor Caratini,Joey Cantillo,0,25529a86-8312-49f6-931b-f5530079b363,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-27,746580,Strikeout,strikeout,True,701305,676282,Zach Dezenzo,Joey Cantillo,0,18d2907d-2b7d-47e0-a695-e3dbb76b4e1c,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-27,746580,Flyout,field_out,True,666310,669854,Bo Naylor,Ronel Blanco,0,75e73e3e-fa39-4f35-88cd-b253ae0bc10d,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-27,746580,Groundout,field_out,True,682177,669854,Daniel Schneemann,Ronel Blanco,0,89f1ac60-9dbe-483f-9481-e33159d6dfaa,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-27,746580,Groundout,field_out,True,680757,669854,Steven Kwan,Ronel Blanco,0,451276e0-c9ae-4d11-a669-ba33d08df46d,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-27,746580,Strikeout,strikeout,True,676694,676282,Jake Meyers,Joey Cantillo,0,d067e4e4-8081-4a95-b9a5-afffcfd910bc,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-27,746580,Groundout,field_out,True,643289,676282,Mauricio Dubón,Joey Cantillo,0,7603672b-2bbf-4aad-ac21-9611e11440e7,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-27,746580,Walk,walk,False,666197,676282,Grae Kessinger,Joey Cantillo,0,4ed76d87-4838-46d7-a1bf-95c63a094ec7,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-27,746580,Double,double,False,514888,676282,Jose Altuve,Joey Cantillo,1,756a440e-c238-47d8-b369-d6c461f89e70,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-27,746580,Single,single,False,663656,676282,Kyle Tucker,Joey Cantillo,1,39369bf6-0541-44c7-81eb-7729485428aa,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.216,0.324,0.437,0.172,0.276,0.271,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-27,746580,Pop Out,field_out,True,608324,669212,Alex Bregman,Eli Morgan,0,31d2d969-360f-42f5-99b2-3c75a2cdbd02,669212.0,elimorgan,Morgan,Right,Eli Morgan,CLE,1.93,2.46,42.0,104.0,89.0,101.0,0.783,7.29,2.36,6.43,0.86,0.63,0.314,0.364,0.231,0.19,0.433,90.0,119.0,117.0,,,,67.0,102.0,92.0,116.0,98.0,102.0,0.402,0.361,,0.237,1.34,0.01,,1.91,92.2,78.9,86.8,,0.176,0.314,0.186,0.188,0.313,0.237,,,,0.226,0.377,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-27,746580,Strikeout,strikeout,True,700932,669854,Kyle Manzardo,Ronel Blanco,0,7f5f9703-3914-47c1-b11f-92169ada78f8,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-27,746580,Flyout,field_out,True,608070,669854,José Ramírez,Ronel Blanco,0,2c0752d7-8dda-453f-b894-d16f99a0a4ea,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-09-27,746580,Strikeout,strikeout,True,647304,669854,Josh Naylor,Ronel Blanco,0,d22025d4-d2f4-4ef3-b0b6-cb8701cb77eb,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,3.97,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.071,0.071,0.376,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-09-27,746580,Groundout,field_out,True,673237,669212,Yainer Diaz,Eli Morgan,0,39b45f11-da06-4dc4-828a-90817b32822d,669212.0,elimorgan,Morgan,Right,Eli Morgan,CLE,1.93,2.46,42.0,104.0,89.0,101.0,0.783,7.29,2.36,6.43,0.86,0.63,0.314,0.364,0.231,0.19,0.433,90.0,119.0,117.0,,,,67.0,102.0,92.0,116.0,98.0,102.0,0.402,0.361,,0.237,1.34,0.01,,1.91,92.2,78.9,86.8,,0.176,0.314,0.186,0.188,0.313,0.237,,,,0.226,0.377,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-09-27,746580,Home Run,home_run,False,605170,669212,Victor Caratini,Eli Morgan,0,13dda215-3410-4512-9b13-da653c6f7061,669212.0,elimorgan,Morgan,Right,Eli Morgan,CLE,1.93,2.46,42.0,104.0,89.0,101.0,0.783,7.29,2.36,6.43,0.86,0.63,0.314,0.364,0.231,0.19,0.433,90.0,119.0,117.0,,,,67.0,102.0,92.0,116.0,98.0,102.0,0.402,0.361,,0.237,1.34,0.01,,1.91,92.2,78.9,86.8,,0.176,0.314,0.186,0.188,0.313,0.237,,,,0.226,0.377,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
