,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-24,745078,Strikeout,strikeout,True,641487,671737,J.P. Crawford,Taj Bradley,0,3e9c79da-2c70-4fbf-acf8-574cafe8364f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-24,745078,Strikeout,strikeout,True,593871,671737,Jorge Polanco,Taj Bradley,0,6033059c-37e7-4eea-9712-457486fec67a,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-24,745078,Groundout,field_out,True,677594,671737,Julio Rodríguez,Taj Bradley,0,2cb414ed-80d1-4f6d-9859-87e75d9ed10a,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-24,745078,Strikeout,strikeout,True,650490,693433,Yandy Díaz,Bryan Woo,0,90e606e9-ec99-41c7-88a0-08ab59b60270,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,,,,96.0,109.0,107.0,,,,,,,0.521,,,,0.7,,,,94.7,,,,0.253,0.373,0.21,,,,,,,,,,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.14,0.072,3.01,1.72,3.51,89.5,94.5,84.1,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,
4,2024-06-24,745078,Flyout,field_out,True,666139,693433,Josh Lowe,Bryan Woo,0,1c9adab8-b8a1-4eb2-a927-04d948eee38d,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,,,,96.0,109.0,107.0,,,,,,,0.521,,,,0.7,,,,94.7,,,,0.253,0.373,0.21,,,,,,,,,,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.14,0.072,3.01,1.72,3.51,89.5,94.5,84.1,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,
5,2024-06-24,745078,Single,single,False,668227,693433,Randy Arozarena,Bryan Woo,0,7c33934b-143c-4342-8713-eb7807ec38ce,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,,,,96.0,109.0,107.0,,,,,,,0.521,,,,0.7,,,,94.7,,,,0.253,0.373,0.21,,,,,,,,,,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.14,0.072,3.01,1.72,3.51,89.5,94.5,84.1,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,
6,2024-06-24,745078,Lineout,field_out,True,670623,693433,Isaac Paredes,Bryan Woo,0,512e9865-e91b-4ff7-8aef-ee23bc9c3fbf,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,,,,96.0,109.0,107.0,,,,,,,0.521,,,,0.7,,,,94.7,,,,0.253,0.373,0.21,,,,,,,,,,88.0,102.0,96.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.14,0.072,3.01,1.72,3.51,89.5,94.5,84.1,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,
7,2024-06-24,745078,Walk,walk,False,663728,671737,Cal Raleigh,Taj Bradley,0,ce1819a9-1ab8-4880-bbb9-390066f1d709,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-24,745078,Strikeout,strikeout,True,670042,671737,Luke Raley,Taj Bradley,0,2fdbd7ec-d699-4969-abc6-8367f2dd2c3a,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-24,745078,Strikeout,strikeout,True,664034,671737,Ty France,Taj Bradley,0,f71a4213-8880-498e-a46d-657ed52342e2,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
