,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-13,744953,Flyout,field_out,True,453568,684320,Charlie Blackmon,Yariel Rodríguez,0,38b47fd7-9ac9-43f5-b7e2-b50f455b631d,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,
1,2024-04-13,744953,Strikeout,strikeout,True,678662,684320,Ezequiel Tovar,Yariel Rodríguez,0,de15a499-7be6-491f-bb19-15cebf54b0d0,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,
2,2024-04-13,744953,Strikeout,strikeout,True,641857,684320,Ryan McMahon,Yariel Rodríguez,0,a1bddf7d-c807-4cd3-9a1e-0e702c7d4451,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,
3,2024-04-13,744953,Single,single,False,543807,641712,George Springer,Dakota Hudson,0,b66c9788-3126-41e5-9c69-a12dfe256e09,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
4,2024-04-13,744953,Flyout,field_out,True,665489,641712,Vladimir Guerrero Jr.,Dakota Hudson,0,8eb2b538-88b8-4260-aeb6-75e4de2ac396,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
5,2024-04-13,744953,Single,single,False,666182,641712,Bo Bichette,Dakota Hudson,1,6329fd6b-13f5-41a0-acfe-4cf6b63a9c74,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
6,2024-04-13,744953,Walk,walk,False,596129,641712,Daniel Vogelbach,Dakota Hudson,1,5dd4bc70-00e5-4e5d-96d6-bb85f5ac6685,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
7,2024-04-13,744953,Flyout,field_out,True,624415,641712,Cavan Biggio,Dakota Hudson,0,0196a83c-dc31-4065-af11-66b85b66ac8b,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
8,2024-04-13,744953,Walk,walk,False,676914,641712,Davis Schneider,Dakota Hudson,1,251ff0b9-1412-49b5-86dc-78456953b186,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
9,2024-04-13,744953,Home Run,home_run,False,662139,641712,Daulton Varsho,Dakota Hudson,1,eea2d336-c21d-4208-af76-6e3b04c7bb3f,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.166,-1.93,,-0.53,-0.32,0.89,89.9,,90.3,84.1,80.2,0.289,0.361,0.313,0.296,0.5,0.079,0.315,0.465,0.07,,,,0.114,0.205,0.333,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
