,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-11,746342,Strikeout,strikeout,True,671732,686613,Lawrence Butler,Hunter Brown,0,9704afdd-4d96-4ed7-a58c-e9682f5786ae,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
1,2024-09-11,746342,Groundout,field_out,True,667670,686613,Brent Rooker,Hunter Brown,0,5e095b53-f659-45a4-9f2d-7f05516835cb,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
2,2024-09-11,746342,Flyout,field_out,True,668709,686613,JJ Bleday,Hunter Brown,0,cbee1329-20f8-4dc9-83aa-32ae8dc2b676,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
3,2024-09-11,746342,Flyout,field_out,True,514888,683155,Jose Altuve,Joey Estes,0,0a685fc9-2446-4917-8922-a14796962cc4,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.78,4.27,118.2,106.0,92.0,105.0,0.831,6.75,1.82,8.95,1.44,0.43,0.262,0.415,0.175,0.299,0.48,80.0,92.0,93.0,79.0,106.0,100.0,58.0,99.0,90.0,113.0,113.0,117.0,,,,112.0,89.0,91.0,0.025,0.52,0.008,0.337,,0.111,0.33,-13.82,-1.23,-0.06,,-2.19,92.4,86.4,84.7,90.8,79.4,,0.25,0.454,0.168,0.308,0.538,0.091,,,,0.342,0.684,0.215,,,,0.266,0.43,0.238,0.211,0.36,0.219,,,,,,,,,,,,,,,,,,
4,2024-09-11,746342,Strikeout,strikeout,True,670541,683155,Yordan Alvarez,Joey Estes,0,32e0c4f0-3fa4-406a-acf4-c80f98a796b6,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.78,4.27,118.2,106.0,92.0,105.0,0.831,6.75,1.82,8.95,1.44,0.43,0.262,0.415,0.175,0.299,0.48,80.0,92.0,93.0,79.0,106.0,100.0,58.0,99.0,90.0,113.0,113.0,117.0,,,,112.0,89.0,91.0,0.025,0.52,0.008,0.337,,0.111,0.33,-13.82,-1.23,-0.06,,-2.19,92.4,86.4,84.7,90.8,79.4,,0.25,0.454,0.168,0.308,0.538,0.091,,,,0.342,0.684,0.215,,,,0.266,0.43,0.238,0.211,0.36,0.219,,,,,,,,,,,,,,,,,,
5,2024-09-11,746342,Pop Out,field_out,True,673237,683155,Yainer Diaz,Joey Estes,0,4b5559e0-0d1c-43ee-adce-f52bfe34beaf,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.78,4.27,118.2,106.0,92.0,105.0,0.831,6.75,1.82,8.95,1.44,0.43,0.262,0.415,0.175,0.299,0.48,80.0,92.0,93.0,79.0,106.0,100.0,58.0,99.0,90.0,113.0,113.0,117.0,,,,112.0,89.0,91.0,0.025,0.52,0.008,0.337,,0.111,0.33,-13.82,-1.23,-0.06,,-2.19,92.4,86.4,84.7,90.8,79.4,,0.25,0.454,0.168,0.308,0.538,0.091,,,,0.342,0.684,0.215,,,,0.266,0.43,0.238,0.211,0.36,0.219,,,,,,,,,,,,,,,,,,
6,2024-09-11,746342,Strikeout,strikeout,True,664913,686613,Seth Brown,Hunter Brown,0,4041bd50-f290-48a1-90b2-781613c4dfb5,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
7,2024-09-11,746342,Single,single,False,680869,686613,Zack Gelof,Hunter Brown,0,4af9913a-617b-4fe5-96bc-e515a4ad9c3f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
8,2024-09-11,746342,Groundout,field_out,True,805779,686613,Jacob Wilson,Hunter Brown,1,573763c3-4056-462f-a376-5a845429812b,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
9,2024-09-11,746342,Strikeout,strikeout,True,668832,686613,Kyle McCann,Hunter Brown,0,2abe0a25-00e7-475b-8aa6-ed364e146926,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.59,3.26,158.0,101.0,103.0,101.0,0.779,9.57,3.19,8.43,0.97,1.61,0.275,0.349,0.193,0.218,0.422,85.0,101.0,102.0,110.0,101.0,101.0,93.0,102.0,98.0,112.0,106.0,110.0,128.0,100.0,105.0,91.0,102.0,100.0,0.174,0.351,0.169,0.051,0.126,0.13,-0.07,0.01,0.78,1.9,-0.69,1.05,96.0,92.3,88.4,95.6,89.1,82.8,0.254,0.433,0.295,0.282,0.333,0.164,0.236,0.377,0.207,0.213,0.253,0.297,0.239,0.394,0.29,0.188,0.188,0.227,,,,,,,,,,,,,,,,,,,,,
10,2024-09-11,746342,Double,double,False,608324,683155,Alex Bregman,Joey Estes,0,e69e7653-585b-451c-88fd-f310fa802864,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.78,4.27,118.2,106.0,92.0,105.0,0.831,6.75,1.82,8.95,1.44,0.43,0.262,0.415,0.175,0.299,0.48,80.0,92.0,93.0,79.0,106.0,100.0,58.0,99.0,90.0,113.0,113.0,117.0,,,,112.0,89.0,91.0,0.025,0.52,0.008,0.337,,0.111,0.33,-13.82,-1.23,-0.06,,-2.19,92.4,86.4,84.7,90.8,79.4,,0.25,0.454,0.168,0.308,0.538,0.091,,,,0.342,0.684,0.215,,,,0.266,0.43,0.238,0.211,0.36,0.219,,,,,,,,,,,,,,,,,,
11,2024-09-11,746342,Groundout,field_out,True,572138,683155,Jon Singleton,Joey Estes,1,9528d344-03e2-4dba-bb54-e08e18cfa6be,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.78,4.27,118.2,106.0,92.0,105.0,0.831,6.75,1.82,8.95,1.44,0.43,0.262,0.415,0.175,0.299,0.48,80.0,92.0,93.0,79.0,106.0,100.0,58.0,99.0,90.0,113.0,113.0,117.0,,,,112.0,89.0,91.0,0.025,0.52,0.008,0.337,,0.111,0.33,-13.82,-1.23,-0.06,,-2.19,92.4,86.4,84.7,90.8,79.4,,0.25,0.454,0.168,0.308,0.538,0.091,,,,0.342,0.684,0.215,,,,0.266,0.43,0.238,0.211,0.36,0.219,,,,,,,,,,,,,,,,,,
12,2024-09-11,746342,Single,single,False,665161,683155,Jeremy Peña,Joey Estes,0,0f90eae6-0f7b-43fd-b6de-e00765a6e7f3,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.78,4.27,118.2,106.0,92.0,105.0,0.831,6.75,1.82,8.95,1.44,0.43,0.262,0.415,0.175,0.299,0.48,80.0,92.0,93.0,79.0,106.0,100.0,58.0,99.0,90.0,113.0,113.0,117.0,,,,112.0,89.0,91.0,0.025,0.52,0.008,0.337,,0.111,0.33,-13.82,-1.23,-0.06,,-2.19,92.4,86.4,84.7,90.8,79.4,,0.25,0.454,0.168,0.308,0.538,0.091,,,,0.342,0.684,0.215,,,,0.266,0.43,0.238,0.211,0.36,0.219,,,,,,,,,,,,,,,,,,
