,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-08-24,746271,Double,double,False,656941,663903,Kyle Schwarber,Brady Singer,0,1e495c6e-8ca9-4d2d-8c26-2f3f825516a6,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,746271,Groundout,field_out,True,607208,663903,Trea Turner,Brady Singer,1,682203bd-a41b-496c-b384-d59795bad015,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,746271,Strikeout,strikeout,True,547180,663903,Bryce Harper,Brady Singer,0,84522a19-73ba-43d8-981d-dbf488d27fc6,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,746271,Lineout,field_out,True,664761,663903,Alec Bohm,Brady Singer,0,a54fcba2-9119-4c6b-901b-c970572d48a1,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-24,746271,Groundout,field_out,True,672580,624133,Maikel Garcia,Ranger Suárez,0,9ebb0987-d539-4737-a9a0-ed812c9d2bff,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.82,3.15,124.1,104.0,83.0,101.0,0.8,8.83,2.03,7.53,0.65,1.99,0.192,0.456,0.157,0.288,0.407,75.0,104.0,102.0,69.0,101.0,92.0,88.0,106.0,103.0,22.0,85.0,77.0,0.32,0.19,0.001,0.165,1.59,0.89,-4.57,0.47,92.0,80.2,90.9,81.3,,,,0.26,0.382,0.107,0.193,0.277,0.173,,,,0.195,0.26,0.377,86.0,106.0,108.0,102.0,99.0,95.0,0.119,0.206,-1.2,1.79,86.6,74.6,0.172,0.276,0.333,0.286,0.571,0.118,,,,,,,,,
5,2024-08-24,746271,Flyout,field_out,True,677951,624133,Bobby Witt Jr.,Ranger Suárez,0,96951e3a-af62-40d3-85b2-5f6fd779b105,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.82,3.15,124.1,104.0,83.0,101.0,0.8,8.83,2.03,7.53,0.65,1.99,0.192,0.456,0.157,0.288,0.407,75.0,104.0,102.0,69.0,101.0,92.0,88.0,106.0,103.0,22.0,85.0,77.0,0.32,0.19,0.001,0.165,1.59,0.89,-4.57,0.47,92.0,80.2,90.9,81.3,,,,0.26,0.382,0.107,0.193,0.277,0.173,,,,0.195,0.26,0.377,86.0,106.0,108.0,102.0,99.0,95.0,0.119,0.206,-1.2,1.79,86.6,74.6,0.172,0.276,0.333,0.286,0.571,0.118,,,,,,,,,
6,2024-08-24,746271,Double,double,False,686469,624133,Vinnie Pasquantino,Ranger Suárez,0,7f168c6a-b238-4bce-953d-f61ec7c7047e,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.82,3.15,124.1,104.0,83.0,101.0,0.8,8.83,2.03,7.53,0.65,1.99,0.192,0.456,0.157,0.288,0.407,75.0,104.0,102.0,69.0,101.0,92.0,88.0,106.0,103.0,22.0,85.0,77.0,0.32,0.19,0.001,0.165,1.59,0.89,-4.57,0.47,92.0,80.2,90.9,81.3,,,,0.26,0.382,0.107,0.193,0.277,0.173,,,,0.195,0.26,0.377,86.0,106.0,108.0,102.0,99.0,95.0,0.119,0.206,-1.2,1.79,86.6,74.6,0.172,0.276,0.333,0.286,0.571,0.118,,,,,,,,,
7,2024-08-24,746271,Flyout,field_out,True,521692,624133,Salvador Perez,Ranger Suárez,0,84b358e0-f0e8-4d42-91c0-2615d661d554,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.82,3.15,124.1,104.0,83.0,101.0,0.8,8.83,2.03,7.53,0.65,1.99,0.192,0.456,0.157,0.288,0.407,75.0,104.0,102.0,69.0,101.0,92.0,88.0,106.0,103.0,22.0,85.0,77.0,0.32,0.19,0.001,0.165,1.59,0.89,-4.57,0.47,92.0,80.2,90.9,81.3,,,,0.26,0.382,0.107,0.193,0.277,0.173,,,,0.195,0.26,0.377,86.0,106.0,108.0,102.0,99.0,95.0,0.119,0.206,-1.2,1.79,86.6,74.6,0.172,0.276,0.333,0.286,0.571,0.118,,,,,,,,,
8,2024-08-24,746271,Strikeout,strikeout,True,592206,663903,Nick Castellanos,Brady Singer,0,20ea4374-b6e0-4d8a-9930-75388324531a,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-24,746271,Single,single,False,681082,663903,Bryson Stott,Brady Singer,0,488a1884-b182-4911-9500-a88d4e0b752e,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
