,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-11,746554,Flyout,field_out,True,543760,663372,Marcus Semien,Ryan Feltner,0,ce2a32c1-e8dc-4d25-a078-d10fe05a2e02,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.083,0.147,-0.09,0.41,-1.06,-0.09,-1.33,94.9,85.4,94.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,746554,Groundout,field_out,True,608369,663372,Corey Seager,Ryan Feltner,0,f3b327ef-e0bc-4d1a-87f4-d2e0ba9ebe05,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.083,0.147,-0.09,0.41,-1.06,-0.09,-1.33,94.9,85.4,94.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,746554,Walk,walk,False,663993,663372,Nathaniel Lowe,Ryan Feltner,0,6f7d7938-023c-4d6a-ac49-b38591edb5e6,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.083,0.147,-0.09,0.41,-1.06,-0.09,-1.33,94.9,85.4,94.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,746554,Lineout,field_out,True,666969,663372,Adolis García,Ryan Feltner,0,53748a5f-8864-4884-bf5a-32e3b81cdd8c,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.083,0.147,-0.09,0.41,-1.06,-0.09,-1.33,94.9,85.4,94.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-11,746554,Strikeout,strikeout,True,678662,571760,Ezequiel Tovar,Andrew Heaney,0,94e3be8b-40ff-4d19-8390-f650c47db03a,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.032,0.154,-0.05,,-0.02,-7.71,1.0,91.5,83.8,,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,,,,0.256,0.329,0.229,0.8,2.0,0.125,20.0,51.0,51.0,0.002,-19.18,86.6,,,,,,,,,,,,,,,,,,
5,2024-05-11,746554,Single,single,False,663898,571760,Brendan Rodgers,Andrew Heaney,0,9158fe7a-8c69-4a35-a820-39c79aad4891,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.032,0.154,-0.05,,-0.02,-7.71,1.0,91.5,83.8,,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,,,,0.256,0.329,0.229,0.8,2.0,0.125,20.0,51.0,51.0,0.002,-19.18,86.6,,,,,,,,,,,,,,,,,,
6,2024-05-11,746554,Flyout,field_out,True,641857,571760,Ryan McMahon,Andrew Heaney,0,c02895a4-da06-4742-9e95-4bea06899415,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.032,0.154,-0.05,,-0.02,-7.71,1.0,91.5,83.8,,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,,,,0.256,0.329,0.229,0.8,2.0,0.125,20.0,51.0,51.0,0.002,-19.18,86.6,,,,,,,,,,,,,,,,,,
7,2024-05-11,746554,Lineout,field_out,True,553869,571760,Elias Díaz,Andrew Heaney,0,96113026-27bc-43f1-95f5-aa9f782f707e,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.032,0.154,-0.05,,-0.02,-7.71,1.0,91.5,83.8,,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,,,,0.256,0.329,0.229,0.8,2.0,0.125,20.0,51.0,51.0,0.002,-19.18,86.6,,,,,,,,,,,,,,,,,,
8,2024-05-11,746554,Strikeout,strikeout,True,669701,663372,Josh Smith,Ryan Feltner,0,6ea4031d-fa9e-4bb1-83bb-f253ee058285,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.083,0.147,-0.09,0.41,-1.06,-0.09,-1.33,94.9,85.4,94.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,746554,Single,single,False,641680,663372,Jonah Heim,Ryan Feltner,0,fd23fe8f-8309-4220-962a-a0f6dc9e79f4,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.083,0.147,-0.09,0.41,-1.06,-0.09,-1.33,94.9,85.4,94.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
