,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-13,745867,Flyout,field_out,True,686681,805673,Michael Massey,Zebby Matthews,0,ed13d925-d325-417c-963f-c48feb438f51,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,103.0,106.0,110.0,93.0,102.0,101.0,113.0,112.0,111.0,96.0,98.0,94.0,0.463,0.224,0.227,0.039,0.047,3.59,-1.25,-2.86,6.92,-13.0,94.8,90.5,85.5,86.1,79.9,0.316,0.526,0.394,0.1,0.15,0.08,0.308,0.538,0.231,0.0,0.0,0.167,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,745867,Strikeout,strikeout,True,677951,805673,Bobby Witt Jr.,Zebby Matthews,0,21762d1a-439e-40aa-bf9e-99cb3845e907,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,103.0,106.0,110.0,93.0,102.0,101.0,113.0,112.0,111.0,96.0,98.0,94.0,0.463,0.224,0.227,0.039,0.047,3.59,-1.25,-2.86,6.92,-13.0,94.8,90.5,85.5,86.1,79.9,0.316,0.526,0.394,0.1,0.15,0.08,0.308,0.538,0.231,0.0,0.0,0.167,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,745867,Flyout,field_out,True,686469,805673,Vinnie Pasquantino,Zebby Matthews,0,414d84f3-6d4e-456f-8308-76d6a8346a08,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,103.0,106.0,110.0,93.0,102.0,101.0,113.0,112.0,111.0,96.0,98.0,94.0,0.463,0.224,0.227,0.039,0.047,3.59,-1.25,-2.86,6.92,-13.0,94.8,90.5,85.5,86.1,79.9,0.316,0.526,0.394,0.1,0.15,0.08,0.308,0.538,0.231,0.0,0.0,0.167,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,745867,Double,double,False,650489,607625,Willi Castro,Seth Lugo,0,fdf90eeb-76e2-4795-a500-65469018dc7d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
4,2024-08-13,745867,Single,single,False,668904,607625,Royce Lewis,Seth Lugo,1,f5f159ac-9b54-477b-9af4-f567b10a1b22,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
5,2024-08-13,745867,Double,double,False,670242,607625,Matt Wallner,Seth Lugo,1,4c57ff77-63d0-4b17-8971-829ed36faabf,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
6,2024-08-13,745867,Field Error,field_error,False,669304,607625,Jose Miranda,Seth Lugo,1,9f6bf8a1-66b8-4dd7-a092-917d609817b7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
7,2024-08-13,745867,Flyout,field_out,True,467793,607625,Carlos Santana,Seth Lugo,1,c4a626b0-7336-4ccb-beec-6748b56e8997,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
8,2024-08-13,745867,Strikeout,strikeout,True,596146,607625,Max Kepler,Seth Lugo,0,e7eb1e9c-7f2f-4deb-96e2-ae538ff8cbb2,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
9,2024-08-13,745867,Groundout,field_out,True,622534,607625,Manuel Margot,Seth Lugo,0,32234886-2b4b-41aa-9c3a-c2418ecd7a12,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,125.0,98.0,106.0,101.0,97.0,98.0,0.254,0.063,0.134,0.263,0.062,1.02,1.03,-0.94,1.37,1.26,92.2,90.6,87.4,85.4,79.3,0.227,0.424,0.206,0.22,0.353,0.157,0.333,0.333,0.184,0.188,0.302,0.34,0.152,0.182,0.347,67.0,100.0,90.0,87.0,102.0,100.0,0.194,0.031,0.49,0.26,85.7,92.2,0.29,0.414,0.134,0.21,0.284,0.293,0.318,0.682,0.135,0.1,0.4,0.342
